"","Lat","Lon","Date","EOS_no","Flux_ave","Tract","Point","VaisalaType","CO2_ppm_ave","GAVI_waterTempAve","BaroPress_kpa","AirTemp_c","Total_hPa","adjusted_ppm"
"13",-78.20303,-0.3309333,2021-06-22,"EOS_1",0.665,2,3,"new",797.438461538462,7.51475,62.5154,6.721,627.6424,886.150252860776
"14",-78.20302,-0.3310667,2021-06-22,"EOS_1",0.46,2,2,"new",757.996428571429,7.7205,62.4907,6.735,627.3954,843.120805897063
"15",-78.20295,-0.3307333,2021-06-22,"EOS_1",0.975,2,4,"new",856.283846153846,7.38875,62.5181,6.714,627.6694,951.148390610706
"16",-78.20288,-0.33115,2021-06-22,"EOS_1",0.26,1,6,"new",260.37,8.67725,62.454,6.756,627.0284,290.582924439292
"17",-78.20288,-0.3310167,2021-06-22,"EOS_1",1.315,1,7,"new",262.88,8.4675,62.4612,6.751,627.1004,293.172115918867
"18",-78.20275,-0.3311833,2021-06-22,"EOS_2",0.88,1,2,"old",686,8.18675,62.469,6.745,627.1784,1028.38365124499
"19",-78.20272,-0.3308667,2021-06-22,"EOS_1",0.25,1,8,"new",273.034615384615,8.3405,62.4655,6.748,627.1434,304.363766359261
"20",-78.20253,-0.33075,2021-06-22,"EOS_1",0.025,1,9,"new",273.130769230769,8.18675,62.469,6.745,627.1784,304.316800533125
"21",-78.2025,-0.3312,2021-06-22,"EOS_2",0.395,1,3,"old",873.153846153846,8.032,62.4748,6.742,627.2364,1308.23421371326
"22",-78.20243,-0.3306333,2021-06-23,"EOS_1",0.29,2,1,"old",2009.76923076923,11.34625,62.4489,6.772,626.9774,3043.50347583519
"23",-78.20242,-0.3305333,2021-06-23,"EOS_1",0.945,2,2,"old",1665.08333333333,10.8625,62.4524,6.763,627.0124,2517.62739860616
"24",-78.202417,-0.3304667,2021-06-23,"EOS_1",0.65,2,3,"old",3780.30769230769,10.638,62.4522,6.761,627.0104,5711.86451976852
"25",-78.2023676,-0.330636995,2021-06-18,"EOS_1",0.45,1,14,"new",773.493076923077,7.745,62.447,7.825,626.9584,860.929413561296
"26",-78.202267,-0.3305,2021-06-23,"EOS_1",1.335,3,1,"old",3367.38461538462,10.2605,62.4544,6.758,627.0324,5081.82968941816
"27",-78.20225,-0.3312333,2021-06-22,"EOS_2",0.195,1,4,"old",938.923076923077,7.90075,62.4772,6.739,627.2604,1406.15963965246
"28",-78.20220206,-0.330495508,2021-06-18,"EOS_1",0.505,1,13,"new",669.881538461539,7.80175,62.4506,7.828,626.9944,745.695785273731
"29",-78.20215,-0.3301833,2021-06-23,"EOS_1",0.68,3,2,"old",1551.46153846154,10.06775,62.4592,6.756,627.0804,2339.83785837286
"30",-78.202139,-0.331269,2021-06-23,"EOS_2",0.05,3,1,"new",1013.94923076923,11.147,62.4496,6.767,626.9844,1140.00902825952
"31",-78.202139,-0.331147,2021-06-23,"EOS_2",0.855,2,10,"new",977.094615384615,11.552,62.4495,6.778,626.9834,1099.89112230892
"32",-78.202035,-0.331034,2021-06-23,"EOS_2",0.525,3,2,"new",1280.10076923077,10.8625,62.4524,6.763,627.0124,1437.98334040715
"33",-78.202,-0.33,2021-06-23,"EOS_1",1.34,3,3,"old",1606.46153846154,9.87725,62.4685,6.756,627.1734,2421.12265669836
"34",-78.20195,-0.3313,2021-06-22,"EOS_2",0.465,1,5,"old",1403.38461538462,7.6175,62.5096,6.728,627.5844,2099.2222971702
"35",-78.20195,-0.3295833,2021-06-23,"EOS_1",0.585,3,5,"old",1282.23076923077,9.3875,62.4856,6.754,627.3444,1929.18182169003
"36",-78.201933,-0.3298,2021-06-23,"EOS_1",0.82,3,4,"old",1740.53846153846,9.54925,62.4882,6.754,627.3704,2619.99764933257
"37",-78.201917,-0.3294667,2021-06-23,"EOS_1",1.015,3,6,"old",3024.46153846154,9.226,62.5012,6.755,627.5004,4547.4699216213
"38",-78.201913,-0.3309,2021-06-23,"EOS_2",0.265,3,3,"new",1608.23,10.451,62.4498,6.759,626.9864,1804.44344090401
"39",-78.201894,-0.330688,2021-06-23,"EOS_2",0.39,3,4,"new",1082.13,10.2605,62.4544,6.758,627.0324,1213.39453881035
"40",-78.20186938,-0.33028286,2021-06-18,"EOS_1",0.845,1,12,"new",533.289230769231,7.89225,62.4348,7.836,626.8364,593.932045985224
"41",-78.201867,-0.3293,2021-06-23,"EOS_1",0.93,3,7,"old",1264.25,8.904,62.5168,6.754,627.6564,1898.6711211972
"42",-78.20182,-0.3313167,2021-06-22,"EOS_2",0.765,1,6,"old",1070.84615384615,7.51475,62.5154,6.721,627.6424,1601.19268873062
"43",-78.201754,-0.330225,2021-06-23,"EOS_2",0.515,3,6,"new",2885.03384615385,9.68975,62.4726,6.755,627.2144,3228.71897992189
"44",-78.20174005,-0.329199666,2021-06-29,"EOS_1",0.345,1,1,"new",1572.18,8.94075,62.4743,7.255,627.2314,1755.5101852475
"45",-78.20169998,-0.33014724,2021-06-18,"EOS_1",2.665,1,11,"new",387.246923076923,7.9255,62.4433,7.841,626.9214,431.275895342309
"46",-78.201696,-0.330142,2021-06-23,"EOS_2",2.165,4,1,"new",1360.46538461538,9.54925,62.4882,6.754,627.3704,1521.57629314764
"47",-78.201689,-0.330559,2021-06-23,"EOS_2",0.21,3,5,"new",1429.78384615385,10.06775,62.4592,6.756,627.0804,1602.19824516556
"48",-78.20160217,-0.329128001,2021-06-29,"EOS_1",1.15,1,2,"new",5048.39545454545,8.908,62.4491,7.25,626.9794,5638.45409962055
"49",-78.20158934,-0.328979306,2021-06-29,"EOS_1",0.205,1,3,"new",3594.89461538462,8.9405,62.4404,7.248,626.8924,4015.92863355447
"50",-78.201568,-0.329992,2021-06-23,"EOS_2",2.34,4,2,"new",2841.45,9.226,62.5012,6.755,627.5004,3174.33013806637
"51",-78.20156755,-0.328423753,2021-06-29,"EOS_1",1.675,1,6,"new",10000,8.83075,62.4286,7.235,626.7744,11169.327645124
"52",-78.20155,-0.33135,2021-06-22,"EOS_2",0.1,1,7,"old",718.307692307692,7.38875,62.5181,6.714,627.6694,1073.60024609595
"53",-78.20154274,-0.328833461,2021-06-29,"EOS_1",3.005,1,4,"new",10000,8.9875,62.4279,7.248,626.7674,11174.6523807625
"54",-78.201535,-0.331484,2021-06-23,"EOS_2",0.03,2,8,"new",178.42,11.2285,62.4831,6.786,627.3194,200.559692363221
"55",-78.20153184,-0.328469351,2021-06-29,"EOS_1",1.26,1,5,"new",2396.54461538462,8.90575,62.4308,7.239,626.7964,2677.29804311422
"56",-78.201497,-0.329797,2021-06-23,"EOS_2",0.58,4,3,"new",4084.44384615385,9.0635,62.5072,6.754,627.5604,4560.36467052156
"57",-78.201437,-0.331227,2021-06-23,"EOS_2",0.655,2,9,"new",524.034615384615,11.58475,62.4583,6.782,627.0714,589.879680569467
"58",-78.201389,-0.33,2021-06-23,"EOS_2",3.765,4,4,"new",4390.32461538462,8.7735,62.5259,6.754,627.7474,4896.41301141849
"59",-78.20133805,-0.32989176,2021-06-18,"EOS_1",0.385,1,10,"new",493.497692307692,8.009,62.4284,7.844,626.7724,549.855004002059
"60",-78.20119271,-0.329732839,2021-06-18,"EOS_1",0.245,1,9,"new",414.701538461538,8.0995,62.413,7.857,626.6184,462.281506235346
"61",-78.20116,-0.32943,2021-06-29,"EOS_2",6.45,6,5,"old",11596.3076923077,8.908,62.4491,7.25,626.9794,17426.9498036271
"62",-78.20113211,-0.326919369,2021-06-29,"EOS_1",1.1,2,3,"new",2920.77384615385,8.16175,62.4495,7.2,626.9834,3254.88246343678
"63",-78.201066,-0.331125,2021-06-23,"EOS_2",0.415,2,11,"new",2464.95769230769,11.45275,62.4457,6.775,626.9454,2774.06978626303
"64",-78.20102566,-0.329538379,2021-06-18,"EOS_1",0.915,1,8,"new",342.6075,8.15625,62.3952,7.868,626.4404,382.072524820399
"65",-78.20096212,-0.327123804,2021-06-29,"EOS_1",0.105,2,2,"new",935.108461538462,8.2265,62.4482,7.202,626.9704,1042.29579127501
"66",-78.20095,-0.3268667,2021-06-30,"EOS_1",0.155,2,3,"new",822.186153846154,8.3995,62.3801,6.795,626.2894,917.747304995993
"67",-78.20093,-0.3271833,2021-06-30,"EOS_1",0.255,1,1,"new",600.564615384615,8.12925,62.3929,6.721,626.4174,669.710565737509
"68",-78.20091,-0.32937,2021-06-29,"EOS_2",1.445,6,6,"old",777.384615384615,8.95075,62.4275,7.249,626.7634,1168.65202136441
"69",-78.20085207,-0.329362275,2021-06-18,"EOS_1",0.99,1,7,"new",357.984615384615,8.21225,62.3907,7.875,626.3954,399.311984099072
"70",-78.20078,-0.3269833,2021-06-30,"EOS_1",0.105,2,2,"new",825.748461538462,8.31275,62.3698,6.768,626.1864,921.613186643634
"71",-78.20077496,-0.329209557,2021-06-18,"EOS_1",0.135,1,6,"new",405.116153846154,8.29475,62.3688,7.886,626.1764,452.129654948638
"72",-78.20075509,-0.3273167,2021-06-29,"EOS_1",0.905,2,1,"new",2237.78307692308,8.42425,62.4437,7.21,626.9254,2495.91503590024
"73",-78.20068,-0.3270833,2021-06-30,"EOS_1",0.465,2,1,"new",907.330769230769,8.19325,62.378,6.739,626.2684,1012.19334411364
"74",-78.20063456,-0.329016019,2021-06-18,"EOS_1",0.515,1,4,"new",1007.16230769231,8.29925,62.3656,7.892,626.1444,1124.10660335512
"75",-78.20061226,-0.328784762,2021-06-18,"EOS_1",0.505,1,3,"new",2168.40846153846,8.34675,62.3548,7.902,626.0364,2420.88438593708
"76",-78.20059894,-0.328579992,2021-06-18,"EOS_1",0.75,1,2,"new",3280.9275,8.34475,62.3483,7.908,625.9714,3663.23778504452
"77",-78.20056256,-0.328370109,2021-06-18,"EOS_1",0.6,1,1,"new",3416.85615384615,8.32575,62.3517,7.9,626.0054,3814.61403672527
"78",-78.20053046,-0.329127079,2021-06-18,"EOS_1",0.305,1,5,"new",792.072307692308,8.27225,62.3725,7.89,626.2134,883.888299445272
"79",-78.19988,-0.32504,2021-06-30,"EOS_2",0.295,7,12,"old",412.153846153846,8.382,62.3651,6.817,626.1394,618.851917007058
"80",-78.19987,-0.32634,2021-06-30,"EOS_2",0.145,7,9,"old",540.615384615385,8.19325,62.378,6.739,626.2684,811.154727408265
"81",-78.19986,-0.3261,2021-06-30,"EOS_2",0.43,7,8,"old",525.615384615385,8.12925,62.3929,6.721,626.4174,788.377310122299
"82",-78.19983,-0.3263833,2021-06-30,"EOS_1",0.075,4,1,"new",492.556153846154,8.56425,62.3659,6.826,626.1474,550.180893633778
"83",-78.1998,-0.32645,2021-06-30,"EOS_1",0.395,4,2,"new",273.9,8.57975,62.372,6.828,626.2084,305.932836149811
"84",-78.19979,-0.32539,2021-06-30,"EOS_2",0.015,7,11,"old",362.153846153846,8.36025,62.3745,6.809,626.2334,543.69070537751
"85",-78.19978,-0.32605,2021-06-29,"EOS_2",0.61,7,2,"new",634.086153846154,8.75275,62.4268,7.232,626.7564,708.084152951809
"86",-78.19971,-0.32578,2021-06-30,"EOS_2",0.09,7,10,"old",615.615384615385,8.31275,62.3698,6.768,626.1864,924.107518963582
"87",-78.19969,-0.32574,2021-06-29,"EOS_2",1.91,7,1,NA,NA,NA,NA,NA,NA,NA
"88",-78.19968,-0.32562,2021-06-29,"EOS_2",0.16,7,3,"new",223.767692307692,8.6925,62.434,7.224,626.8284,249.812232157222
"89",-78.19968,-0.32535,2021-06-29,"EOS_2",0.54,7,4,"new",415.484615384615,8.53225,62.4384,7.215,626.8724,463.594034455461
"90",-78.19965,-0.32467,2021-06-30,"EOS_2",0.235,7,13,"old",525.615384615385,8.56425,62.3659,6.826,626.1474,789.663367976161
"91",-78.19962,-0.3251,2021-06-29,"EOS_2",0.105,7,5,"new",547.853076923077,8.42425,62.4437,7.21,626.9254,611.048830540209
"92",-78.19962,-0.32482,2021-06-29,"EOS_2",2.605,7,6,"new",501.177692307692,8.2265,62.4482,7.202,626.9704,558.625465236197
"93",-78.19962,-0.32421,2021-06-30,"EOS_2",0.09,7,14,"old",377.538461538462,8.57975,62.372,6.828,626.2084,567.193466830153
"94",-78.19959,-0.32436,2021-06-29,"EOS_2",1.22,7,7,"new",701.666153846154,8.16175,62.4495,7.2,626.9834,781.930056771908
"95",-78.19957,-0.3265667,2021-06-30,"EOS_1",0.225,4,3,"new",448.277692307692,8.3355,62.3777,6.825,626.2654,500.30079736025
"96",-78.2025,NA,2021-06-22,"EOS_2",NA,1,3,"old",848,8.032,62.4748,6.742,627.2364,1270.54655730552
"97",-78.19986,-0.3261,2021-06-30,"EOS_1",NA,3,1,"new",225.093076923077,8.382,62.3651,6.817,626.1394,251.292999648359
