Month,Day,Year,Time,Flux,Temperature (C),CO2 Soil (ppm) ,CO2 Soil STD (ppm),CO2 ATM (ppm),CO2 ATM STD (ppm),Mode,EOS Num,Site,Trans Num
6,21,21,15:35:00,0.24,22.3,49.95,4.551,36.1,2.505,0,1,NA,NA
6,21,21,15:40:00,0.26,23.2,63.01,2.015,48.14,0.589,0,1,Parq,2
6,21,21,15:45:00,0.17,24.1,62.89,1.222,53.23,2.177,0,1,Parq,2
6,21,21,15:50:00,0.13,24.4,61.77,1.745,54.41,1.332,0,1,Parq,2
6,21,21,15:55:00,-0.18,24.1,59.72,2.593,69.78,5.696,0,1,NA,NA
6,21,21,16:00:00,0.43,23.6,75.81,0.757,51.57,1.478,0,1,Parq,1
6,21,21,16:05:00,0.55,23.2,81.69,1.143,50.58,1.255,0,1,Parq,1
6,21,21,16:10:00,0.56,23,80.54,3.236,48.6,1.386,0,1,Parq,1
6,22,21,9:38:51,0,0,0,0,0,0,1,1,NA,NA
6,22,21,9:40:00,2.24,16.9,738.2,37.118,611.76,9.657,0,1,NA,NA
6,22,21,9:45:00,2.16,19.8,309.71,17.603,187.6,40.216,0,1,NA,NA
6,22,21,9:51:26,0,0,0,0,0,0,2,1,NA,NA
6,22,21,10:05:00,-0.06,22.4,65.07,2.286,68.6,3.195,0,1,NA,NA
6,22,21,10:10:00,0.2,22.4,77.47,5.381,66.11,2.455,0,1,NA,NA
6,22,21,10:15:00,-0.12,22.6,57.7,6.449,64.42,4.718,0,1,NA,NA
6,22,21,10:20:00,-0.13,22.7,51.03,2.479,58.2,1.929,0,1,NA,NA
6,22,21,10:25:00,-0.04,23,42.5,2.233,44.66,2.796,0,1,NA,NA
6,22,21,10:30:00,0.01,22.9,43.24,1.682,42.92,3.088,0,1,NA,NA
6,22,21,10:35:00,-0.19,22.5,41.44,3.071,52.39,5.594,0,1,NA,NA
6,22,21,10:40:00,-0.64,22.5,38.52,5.95,74.64,4.246,0,1,NA,NA
6,22,21,10:45:00,0.08,22.4,44.71,3.668,40.01,5.511,0,1,NA,NA
6,22,21,10:50:00,0.04,22.8,51.61,2.721,49.52,2.818,0,1,NA,NA
6,22,21,10:55:00,-0.03,22.6,54.17,5.532,55.89,6.277,0,1,NA,NA
6,22,21,11:00:00,0.01,22.3,49.93,2.554,49.64,2.21,0,1,NA,NA
6,22,21,11:05:00,0.11,21.9,59.96,4.595,53.96,5.761,0,1,NA,NA
6,22,21,11:10:00,0.08,21.8,58.87,2.319,54.45,4.978,0,1,NA,NA
6,22,21,11:15:00,0.33,21.9,91.98,2.787,73.41,2.404,0,1,NA,NA
6,22,21,11:20:00,0.13,21.6,90.49,1.899,83.27,1.328,0,1,NA,NA
6,22,21,11:25:00,-0.08,21.5,84.96,2.466,89.64,3.32,0,1,NA,NA
6,22,21,11:30:00,-0.27,21.6,65.36,1.865,80.36,2.728,0,1,NA,NA
6,22,21,11:35:00,0.14,21.8,75.25,0.58,67.21,8.456,0,1,NA,NA
6,22,21,11:40:00,-0.05,21.6,65.99,2.629,68.98,3.797,0,1,NA,NA
6,22,21,11:45:00,-0.02,21.5,63.79,5.498,65.01,2.961,0,1,NA,NA
6,22,21,11:50:00,-0.08,21.6,63.87,7.004,68.13,3.571,0,1,NA,NA
6,22,21,11:55:00,0.02,22.3,61.67,1.648,60.68,5.317,0,1,NA,NA
6,22,21,12:00:00,0.6,22.3,95.11,3.874,61.17,0.716,0,1,NA,NA
6,22,21,12:05:00,0.74,22.1,101.54,1.793,59.95,1.431,0,1,NA,NA
6,22,21,12:10:00,0.76,21.9,104.81,2.462,61.69,2.136,0,1,NA,NA
6,22,21,12:15:00,-0.08,21.8,58.52,8.327,62.89,2.765,0,1,NA,NA
6,22,21,12:20:00,0.25,22,70.27,4.665,56.05,2.596,0,1,NA,NA
6,22,21,12:25:00,0.13,21.6,82.46,3.596,74.98,1.292,0,1,NA,NA
6,22,21,12:30:00,0.16,21.3,85.24,2.684,76.12,0.908,0,1,NA,NA
6,22,21,12:35:00,0.18,21,86.01,2.187,76.1,1.087,0,1,NA,NA
6,22,21,12:40:00,-0.34,21,54.58,6.317,73.56,2.624,0,1,NA,NA
6,22,21,12:45:00,0.4,20.9,81.68,2.426,59.29,1.31,0,1,NA,NA
6,22,21,12:50:00,0.61,20.5,98.72,7.127,64.27,1.899,0,1,NA,NA
6,22,21,12:55:00,0.25,20.3,77.2,4.044,62.99,2.99,0,1,NA,NA
6,22,21,13:00:00,-0.09,20.1,58.51,9.068,63.57,3.167,0,1,NA,NA
6,22,21,13:05:00,0.31,20.1,83.21,6.696,65.63,2.804,0,1,NA,NA
6,22,21,13:10:00,0.31,20,78.52,6.556,61.23,1.147,0,1,NA,NA
6,22,21,13:15:00,0.21,20,72.79,2.973,61.1,1.054,0,1,NA,NA
6,22,21,13:20:00,-0.01,20,63.57,1.162,64.04,6.753,0,1,NA,NA
6,22,21,13:25:00,0.99,19.9,123.04,4.181,66.88,1.439,0,1,NA,NA
6,22,21,13:30:00,1.28,19.8,141.15,4.475,68.74,3.147,0,1,NA,NA
6,22,21,13:35:00,1.35,19.8,144.04,4.143,67.78,3.38,0,1,NA,NA
6,22,21,13:40:00,-0.17,19.7,63.69,5.228,73.48,4.418,0,1,NA,NA
6,22,21,13:45:00,0.21,19.6,90.48,2.029,78.7,3.285,0,1,NA,NA
6,22,21,13:50:00,0.32,19.4,87.54,3.633,69.44,2.783,0,1,NA,NA
6,22,21,13:55:00,0.4,19.2,91.31,1.691,68.78,1.949,0,1,NA,NA
6,22,21,14:00:00,0.03,19.2,75.94,6.472,74.42,4.188,0,1,NA,NA
6,22,21,14:05:00,-0.24,19.2,95.55,4.162,109.03,6.55,0,1,NA,NA
6,22,21,14:10:00,-0.06,19.1,84.44,2.542,87.97,2.038,0,1,NA,NA
6,22,21,14:15:00,0.11,19,92.35,3.598,85.95,1.718,0,1,NA,NA
6,22,21,14:20:00,-0.37,19,68.62,2.079,89.35,5.392,0,1,NA,NA
6,22,21,14:25:00,-0.02,19.2,63.13,2.415,64.02,3.864,0,1,NA,NA
6,22,21,14:30:00,0.22,19.8,71.49,1.49,58.92,1.411,0,1,NA,NA
6,22,21,14:35:00,0.29,19.8,74.41,2.719,57.8,0.971,0,1,NA,NA
6,22,21,14:40:00,0.27,19.5,74,2.286,58.67,3.694,0,1,NA,NA
6,22,21,14:45:00,-0.09,19.3,52.43,3.756,57.73,1.857,0,1,NA,NA
6,22,21,14:50:00,0.62,19.1,91.36,2.784,56.32,1.437,0,1,NA,NA
6,22,21,14:55:00,0.61,19,89.6,2.916,55.01,1.468,0,1,NA,NA
6,22,21,15:00:00,0.53,18.9,89.99,2.661,59.89,1.873,0,1,NA,NA
6,22,21,15:05:00,0.24,19.1,72.24,4.071,58.71,1.608,0,1,NA,NA
6,22,21,15:10:00,0.62,19.7,93.64,1.455,58.45,3.2,0,1,NA,NA
6,22,21,15:15:00,0.69,19.9,102.18,4.23,62.87,3.561,0,1,NA,NA
6,22,21,15:20:00,0.64,19.9,101.96,3.302,65.5,3.065,0,1,NA,NA
6,22,21,15:25:00,0,19.9,64.05,4.128,64.2,4.373,0,1,NA,NA
6,22,21,15:30:00,0.74,19.9,109.2,4.967,67.26,2.237,0,1,NA,NA
6,22,21,15:35:00,0.87,20,129.57,2.067,80.47,4.026,0,1,NA,NA
6,22,21,15:40:00,1.08,19.9,134.55,4.793,73.19,2.39,0,1,NA,NA
6,22,21,15:45:00,-0.08,19.8,70.94,5.655,75.48,2.339,0,1,NA,NA
6,22,21,16:00:56,0,0,0,0,0,0,1,1,NA,NA
6,22,21,17:56:58,0,0,0,0,0,0,1,1,NA,NA
6,22,21,17:57:06,0,0,0,0,0,0,2,1,NA,NA
