"Plot Title: DO_02"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 20645540, SEN S/N: 20645540)","Temp, °C (LGR S/N: 20645540, SEN S/N: 20645540)","Expired Sensor Cap (LGR S/N: 20645540)","Coupler Attached (LGR S/N: 20645540)","Host Connected (LGR S/N: 20645540)","Stopped (LGR S/N: 20645540)","End Of File (LGR S/N: 20645540)"
327,10/23/21 09:45:00 PM,0.14,7.86,,,,,
328,10/23/21 10:00:00 PM,0.13,7.86,,,,,
329,10/23/21 10:15:00 PM,0.13,7.86,,,,,
330,10/23/21 10:30:00 PM,0.12,7.76,,,,,
331,10/23/21 10:45:00 PM,0.11,7.70,,,,,
332,10/23/21 11:00:00 PM,0.10,7.60,,,,,
333,10/23/21 11:15:00 PM,0.07,7.48,,,,,
334,10/23/21 11:30:00 PM,0.04,7.40,,,,,
335,10/23/21 11:45:00 PM,0.03,7.30,,,,,
336,10/24/21 12:00:00 AM,0.02,7.26,,,,,
337,10/24/21 12:15:00 AM,0.01,7.20,,,,,
338,10/24/21 12:30:00 AM,0.01,7.10,,,,,
339,10/24/21 12:45:00 AM,0.00,6.96,,,,,
340,10/24/21 01:00:00 AM,0.00,6.86,,,,,
341,10/24/21 01:15:00 AM,0.00,6.78,,,,,
342,10/24/21 01:30:00 AM,0.00,6.76,,,,,
343,10/24/21 01:45:00 AM,0.00,6.80,,,,,
344,10/24/21 02:00:00 AM,0.00,6.76,,,,,
345,10/24/21 02:15:00 AM,0.00,6.64,,,,,
346,10/24/21 02:30:00 AM,0.00,6.60,,,,,
347,10/24/21 02:45:00 AM,0.00,6.56,,,,,
348,10/24/21 03:00:00 AM,0.00,6.52,,,,,
349,10/24/21 03:15:00 AM,0.00,6.48,,,,,
350,10/24/21 03:30:00 AM,0.00,6.40,,,,,
351,10/24/21 03:45:00 AM,0.00,6.32,,,,,
352,10/24/21 04:00:00 AM,0.00,6.24,,,,,
353,10/24/21 04:15:00 AM,0.00,6.16,,,,,
354,10/24/21 04:30:00 AM,0.01,6.08,,,,,
355,10/24/21 04:45:00 AM,0.01,5.98,,,,,
356,10/24/21 05:00:00 AM,0.03,5.90,,,,,
357,10/24/21 05:15:00 AM,0.05,5.82,,,,,
358,10/24/21 05:30:00 AM,0.11,5.76,,,,,
359,10/24/21 05:45:00 AM,0.23,5.68,,,,,
360,10/24/21 06:00:00 AM,0.39,5.62,,,,,
361,10/24/21 06:15:00 AM,0.50,5.60,,,,,
362,10/24/21 06:30:00 AM,0.47,5.58,,,,,
363,10/24/21 06:45:00 AM,0.41,5.60,,,,,
364,10/24/21 07:00:00 AM,0.38,5.68,,,,,
365,10/24/21 07:15:00 AM,0.35,5.82,,,,,
366,10/24/21 07:30:00 AM,0.33,6.04,,,,,
367,10/24/21 07:45:00 AM,0.29,6.38,,,,,
368,10/24/21 08:00:00 AM,0.27,6.76,,,,,
369,10/24/21 08:15:00 AM,0.26,7.08,,,,,
370,10/24/21 08:30:00 AM,0.24,7.40,,,,,
371,10/24/21 08:45:00 AM,0.24,7.74,,,,,
372,10/24/21 09:00:00 AM,0.23,8.12,,,,,
373,10/24/21 09:15:00 AM,0.23,8.52,,,,,
374,10/24/21 09:30:00 AM,0.24,8.90,,,,,
375,10/24/21 09:45:00 AM,0.25,9.26,,,,,
376,10/24/21 10:00:00 AM,0.25,9.48,,,,,
377,10/24/21 10:15:00 AM,0.25,9.74,,,,,
378,10/24/21 10:30:00 AM,0.26,10.06,,,,,
379,10/24/21 10:45:00 AM,0.27,10.38,,,,,
380,10/24/21 11:00:00 AM,0.27,10.72,,,,,
381,10/24/21 11:15:00 AM,0.26,10.90,,,,,
382,10/24/21 11:30:00 AM,0.26,10.82,,,,,
383,10/24/21 11:45:00 AM,0.24,10.86,,,,,
384,10/24/21 12:00:00 PM,0.22,11.22,,,,,
385,10/24/21 12:15:00 PM,0.16,12.22,,,,,
386,10/24/21 12:30:00 PM,0.13,12.94,,,,,
387,10/24/21 12:45:00 PM,0.12,13.40,,,,,
388,10/24/21 01:00:00 PM,0.12,13.72,,,,,
389,10/24/21 01:15:00 PM,0.12,13.64,,,,,
390,10/24/21 01:30:00 PM,0.12,13.38,,,,,
391,10/24/21 01:45:00 PM,0.11,13.00,,,,,
392,10/24/21 02:00:00 PM,0.10,12.62,,,,,
393,10/24/21 02:15:00 PM,0.07,12.20,,,,,
394,10/24/21 02:30:00 PM,0.03,11.90,,,,,
395,10/24/21 02:45:00 PM,0.00,11.54,,,,,
396,10/24/21 03:00:00 PM,-0.01,11.14,,,,,
397,10/24/21 03:15:00 PM,-0.01,10.78,,,,,
398,10/24/21 03:30:00 PM,-0.01,10.50,,,,,
399,10/24/21 03:45:00 PM,-0.01,10.24,,,,,
400,10/24/21 04:00:00 PM,-0.01,10.02,,,,,
401,10/24/21 04:15:00 PM,-0.01,9.82,,,,,
402,10/24/21 04:30:00 PM,-0.01,9.68,,,,,
403,10/24/21 04:45:00 PM,-0.01,9.60,,,,,
404,10/24/21 05:00:00 PM,-0.01,9.48,,,,,
405,10/24/21 05:15:00 PM,-0.01,9.38,,,,,
406,10/24/21 05:30:00 PM,-0.01,9.24,,,,,
407,10/24/21 05:45:00 PM,-0.01,9.08,,,,,
408,10/24/21 06:00:00 PM,0.00,8.96,,,,,
409,10/24/21 06:15:00 PM,0.00,8.76,,,,,
410,10/24/21 06:30:00 PM,0.00,8.62,,,,,
411,10/24/21 06:45:00 PM,0.00,8.48,,,,,
412,10/24/21 07:00:00 PM,0.00,8.32,,,,,
413,10/24/21 07:15:00 PM,0.00,8.16,,,,,
414,10/24/21 07:30:00 PM,0.00,7.96,,,,,
415,10/24/21 07:45:00 PM,0.00,7.74,,,,,
416,10/24/21 08:00:00 PM,0.00,7.56,,,,,
417,10/24/21 08:15:00 PM,0.00,7.40,,,,,
418,10/24/21 08:30:00 PM,0.00,7.32,,,,,
419,10/24/21 08:45:00 PM,0.00,7.26,,,,,
420,10/24/21 09:00:00 PM,0.00,7.18,,,,,
421,10/24/21 09:15:00 PM,0.00,7.06,,,,,
422,10/24/21 09:30:00 PM,0.00,6.92,,,,,
423,10/24/21 09:45:00 PM,0.00,6.82,,,,,
424,10/24/21 10:00:00 PM,0.00,6.72,,,,,
425,10/24/21 10:15:00 PM,0.00,6.68,,,,,
426,10/24/21 10:30:00 PM,0.00,6.76,,,,,
427,10/24/21 10:45:00 PM,0.00,6.80,,,,,
428,10/24/21 11:00:00 PM,0.00,6.88,,,,,
429,10/24/21 11:15:00 PM,0.00,6.94,,,,,
430,10/24/21 11:30:00 PM,0.00,6.96,,,,,
431,10/24/21 11:45:00 PM,0.00,6.94,,,,,
432,10/25/21 12:00:00 AM,0.00,6.88,,,,,
433,10/25/21 12:15:00 AM,0.00,6.82,,,,,
434,10/25/21 12:30:00 AM,0.00,6.82,,,,,
435,10/25/21 12:45:00 AM,0.00,6.80,,,,,
436,10/25/21 01:00:00 AM,0.00,6.80,,,,,
437,10/25/21 01:15:00 AM,0.00,6.84,,,,,
438,10/25/21 01:30:00 AM,0.00,6.90,,,,,
439,10/25/21 01:45:00 AM,0.00,6.92,,,,,
440,10/25/21 02:00:00 AM,0.00,6.94,,,,,
441,10/25/21 02:15:00 AM,0.00,6.94,,,,,
442,10/25/21 02:30:00 AM,0.00,7.02,,,,,
443,10/25/21 02:45:00 AM,0.01,7.12,,,,,
444,10/25/21 03:00:00 AM,0.00,7.18,,,,,
445,10/25/21 03:15:00 AM,0.01,7.20,,,,,
446,10/25/21 03:30:00 AM,0.12,7.32,,,,,
447,10/25/21 03:45:00 AM,2.10,7.44,,,,,
448,10/25/21 04:00:00 AM,3.36,7.44,,,,,
449,10/25/21 04:15:00 AM,3.66,7.36,,,,,
450,10/25/21 04:30:00 AM,3.80,7.28,,,,,
451,10/25/21 04:45:00 AM,3.84,7.20,,,,,
452,10/25/21 05:00:00 AM,3.86,7.10,,,,,
453,10/25/21 05:15:00 AM,3.88,7.06,,,,,
