"Plot Title: DO_05"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10718406, SEN S/N: 10718406)","Temp, °C (LGR S/N: 10718406, SEN S/N: 10718406)","Coupler Attached (LGR S/N: 10718406)","Coupler Detached (LGR S/N: 10718406)","Host Connected (LGR S/N: 10718406)","Stopped (LGR S/N: 10718406)","End Of File (LGR S/N: 10718406)"
163,06/30/21 03:15:00 AM,4.75,6.20,,,,,
164,06/30/21 03:30:00 AM,4.75,6.18,,,,,
165,06/30/21 03:45:00 AM,4.76,6.14,,,,,
166,06/30/21 04:00:00 AM,4.75,6.10,,,,,
167,06/30/21 04:15:00 AM,4.75,6.08,,,,,
168,06/30/21 04:30:00 AM,4.75,6.04,,,,,
169,06/30/21 04:45:00 AM,4.76,6.04,,,,,
170,06/30/21 05:00:00 AM,4.78,6.00,,,,,
171,06/30/21 05:15:00 AM,4.77,5.98,,,,,
172,06/30/21 05:30:00 AM,4.79,5.96,,,,,
173,06/30/21 05:45:00 AM,4.81,5.94,,,,,
174,06/30/21 06:00:00 AM,4.82,5.90,,,,,
175,06/30/21 06:15:00 AM,4.82,5.88,,,,,
176,06/30/21 06:30:00 AM,4.80,5.86,,,,,
177,06/30/21 06:45:00 AM,4.83,5.84,,,,,
178,06/30/21 07:00:00 AM,4.84,5.84,,,,,
179,06/30/21 07:15:00 AM,4.82,5.82,,,,,
180,06/30/21 07:30:00 AM,4.83,5.80,,,,,
181,06/30/21 07:45:00 AM,4.85,5.78,,,,,
182,06/30/21 08:00:00 AM,4.87,5.78,,,,,
183,06/30/21 08:15:00 AM,4.89,5.76,,,,,
184,06/30/21 08:30:00 AM,4.89,5.76,,,,,
185,06/30/21 08:45:00 AM,4.93,5.78,,,,,
186,06/30/21 09:00:00 AM,4.95,5.78,,,,,
187,06/30/21 09:15:00 AM,4.99,5.82,,,,,
188,06/30/21 09:30:00 AM,5.00,5.84,,,,,
189,06/30/21 09:45:00 AM,4.99,5.88,,,,,
190,06/30/21 10:00:00 AM,4.99,5.88,,,,,
191,06/30/21 10:15:00 AM,4.99,5.90,,,,,
192,06/30/21 10:30:00 AM,5.00,5.92,,,,,
193,06/30/21 10:45:00 AM,5.01,5.96,,,,,
194,06/30/21 11:00:00 AM,5.04,6.04,,,,,
195,06/30/21 11:15:00 AM,5.03,6.06,,,,,
196,06/30/21 11:30:00 AM,5.04,6.10,,,,,
197,06/30/21 11:45:00 AM,5.03,6.12,,,,,
198,06/30/21 12:00:00 PM,5.05,6.16,,,,,
199,06/30/21 12:15:00 PM,5.05,6.22,,,,,
200,06/30/21 12:30:00 PM,5.06,6.26,,,,,
201,06/30/21 12:45:00 PM,5.07,6.34,,,,,
202,06/30/21 01:00:00 PM,5.09,6.44,,,,,
203,06/30/21 01:15:00 PM,5.10,6.56,,,,,
204,06/30/21 01:30:00 PM,5.08,6.62,,,,,
205,06/30/21 01:45:00 PM,5.07,6.68,,,,,
206,06/30/21 02:00:00 PM,5.06,6.70,,,,,
207,06/30/21 02:15:00 PM,5.06,6.72,,,,,
208,06/30/21 02:30:00 PM,5.07,6.80,,,,,
209,06/30/21 02:45:00 PM,5.06,6.82,,,,,
210,06/30/21 03:00:00 PM,5.05,6.86,,,,,
211,06/30/21 03:15:00 PM,5.04,6.88,,,,,
212,06/30/21 03:30:00 PM,5.03,6.90,,,,,
213,06/30/21 03:45:00 PM,5.02,6.90,,,,,
214,06/30/21 04:00:00 PM,5.04,6.94,,,,,
215,06/30/21 04:15:00 PM,5.02,6.96,,,,,
216,06/30/21 04:30:00 PM,5.02,6.96,,,,,
217,06/30/21 04:45:00 PM,5.00,6.96,,,,,
218,06/30/21 05:00:00 PM,4.98,6.92,,,,,
219,06/30/21 05:15:00 PM,4.97,6.92,,,,,
220,06/30/21 05:30:00 PM,4.97,6.92,,,,,
221,06/30/21 05:45:00 PM,4.96,6.88,,,,,
222,06/30/21 06:00:00 PM,4.95,6.86,,,,,
223,06/30/21 06:15:00 PM,4.94,6.84,,,,,
224,06/30/21 06:30:00 PM,4.92,6.80,,,,,
225,06/30/21 06:45:00 PM,4.92,6.74,,,,,
226,06/30/21 07:00:00 PM,4.93,6.70,,,,,
227,06/30/21 07:15:00 PM,4.92,6.66,,,,,
228,06/30/21 07:30:00 PM,4.92,6.62,,,,,
229,06/30/21 07:45:00 PM,4.92,6.58,,,,,
230,06/30/21 08:00:00 PM,4.90,6.54,,,,,
231,06/30/21 08:15:00 PM,4.91,6.48,,,,,
232,06/30/21 08:30:00 PM,4.92,6.44,,,,,
233,06/30/21 08:45:00 PM,4.92,6.38,,,,,
234,06/30/21 09:00:00 PM,4.93,6.34,,,,,
235,06/30/21 09:15:00 PM,4.93,6.30,,,,,
236,06/30/21 09:30:00 PM,4.92,6.26,,,,,
237,06/30/21 09:45:00 PM,4.94,6.22,,,,,
238,06/30/21 10:00:00 PM,4.94,6.18,,,,,
239,06/30/21 10:15:00 PM,4.95,6.14,,,,,
240,06/30/21 10:30:00 PM,4.95,6.10,,,,,
241,06/30/21 10:45:00 PM,4.94,6.06,,,,,
242,06/30/21 11:00:00 PM,4.95,6.02,,,,,
243,06/30/21 11:15:00 PM,4.94,5.98,,,,,
244,06/30/21 11:30:00 PM,4.94,5.96,,,,,
245,06/30/21 11:45:00 PM,4.95,5.92,,,,,
246,07/01/21 12:00:00 AM,4.94,5.88,,,,,
247,07/01/21 12:15:00 AM,4.94,5.86,,,,,
248,07/01/21 12:30:00 AM,4.94,5.82,,,,,
249,07/01/21 12:45:00 AM,4.94,5.80,,,,,
250,07/01/21 01:00:00 AM,4.91,5.76,,,,,
251,07/01/21 01:15:00 AM,4.90,5.74,,,,,
252,07/01/21 01:30:00 AM,4.91,5.72,,,,,
253,07/01/21 01:45:00 AM,4.92,5.70,,,,,
254,07/01/21 02:00:00 AM,4.91,5.68,,,,,
255,07/01/21 02:15:00 AM,4.92,5.64,,,,,
256,07/01/21 02:30:00 AM,4.91,5.62,,,,,
257,07/01/21 02:45:00 AM,4.89,5.60,,,,,
258,07/01/21 03:00:00 AM,4.86,5.58,,,,,
259,07/01/21 03:15:00 AM,4.90,5.56,,,,,
260,07/01/21 03:30:00 AM,4.86,5.56,,,,,
261,07/01/21 03:45:00 AM,4.90,5.54,,,,,
262,07/01/21 04:00:00 AM,4.93,5.52,,,,,
263,07/01/21 04:15:00 AM,4.92,5.50,,,,,
264,07/01/21 04:30:00 AM,4.92,5.48,,,,,
265,07/01/21 04:45:00 AM,4.91,5.46,,,,,
266,07/01/21 05:00:00 AM,4.92,5.44,,,,,
267,07/01/21 05:15:00 AM,4.93,5.42,,,,,
268,07/01/21 05:30:00 AM,4.91,5.40,,,,,
269,07/01/21 05:45:00 AM,4.92,5.40,,,,,
270,07/01/21 06:00:00 AM,4.91,5.38,,,,,
271,07/01/21 06:15:00 AM,4.92,5.34,,,,,
272,07/01/21 06:30:00 AM,4.92,5.32,,,,,
273,07/01/21 06:45:00 AM,4.91,5.30,,,,,
274,07/01/21 07:00:00 AM,4.91,5.26,,,,,
275,07/01/21 07:15:00 AM,4.93,5.26,,,,,
276,07/01/21 07:30:00 AM,4.94,5.26,,,,,
277,07/01/21 07:45:00 AM,4.95,5.26,,,,,
278,07/01/21 08:00:00 AM,4.97,5.24,,,,,
279,07/01/21 08:15:00 AM,4.89,5.24,,,,,
280,07/01/21 08:30:00 AM,4.98,5.22,,,,,
281,07/01/21 08:45:00 AM,4.97,5.22,,,,,
282,07/01/21 09:00:00 AM,5.00,5.22,,,,,
283,07/01/21 09:15:00 AM,5.03,5.22,,,,,
284,07/01/21 09:30:00 AM,5.00,5.26,,,,,
285,07/01/21 09:45:00 AM,5.03,5.28,,,,,
286,07/01/21 10:00:00 AM,5.00,5.32,,,,,
287,07/01/21 10:15:00 AM,4.98,5.34,,,,,
288,07/01/21 10:30:00 AM,4.97,5.36,,,,,
289,07/01/21 10:45:00 AM,4.98,5.38,,,,,
290,07/01/21 11:00:00 AM,5.04,5.42,,,,,
291,07/01/21 11:15:00 AM,5.06,5.46,,,,,
292,07/01/21 11:30:00 AM,5.07,5.50,,,,,
293,07/01/21 11:45:00 AM,5.06,5.56,,,,,
294,07/01/21 12:00:00 PM,5.07,5.62,,,,,
295,07/01/21 12:15:00 PM,5.09,5.70,,,,,
296,07/01/21 12:30:00 PM,5.08,5.78,,,,,
297,07/01/21 12:45:00 PM,5.10,5.90,,,,,
298,07/01/21 01:00:00 PM,5.12,6.04,,,,,
299,07/01/21 01:15:00 PM,5.12,6.18,,,,,
300,07/01/21 01:30:00 PM,5.09,6.28,,,,,
301,07/01/21 01:45:00 PM,5.10,6.40,,,,,
302,07/01/21 02:00:00 PM,5.10,6.52,,,,,
303,07/01/21 02:15:00 PM,5.10,6.64,,,,,
304,07/01/21 02:30:00 PM,5.09,6.70,,,,,
305,07/01/21 02:45:00 PM,5.07,6.74,,,,,
306,07/01/21 03:00:00 PM,5.08,6.80,,,,,
307,07/01/21 03:15:00 PM,5.06,6.86,,,,,
308,07/01/21 03:30:00 PM,5.08,6.94,,,,,
309,07/01/21 03:45:00 PM,5.09,7.00,,,,,
310,07/01/21 04:00:00 PM,5.07,7.10,,,,,
311,07/01/21 04:15:00 PM,5.07,7.12,,,,,
312,07/01/21 04:30:00 PM,5.08,7.20,,,,,
313,07/01/21 04:45:00 PM,5.07,7.22,,,,,
314,07/01/21 05:00:00 PM,5.05,7.22,,,,,
315,07/01/21 05:15:00 PM,4.77,7.20,,,,,
316,07/01/21 05:30:00 PM,5.00,7.16,,,,,
317,07/01/21 05:45:00 PM,4.96,7.10,,,,,
318,07/01/21 06:00:00 PM,4.96,7.06,,,,,
319,07/01/21 06:15:00 PM,4.93,7.02,,,,,
320,07/01/21 06:30:00 PM,4.93,6.98,,,,,
321,07/01/21 06:45:00 PM,4.91,6.94,,,,,
322,07/01/21 07:00:00 PM,4.90,6.90,,,,,
323,07/01/21 07:15:00 PM,4.90,6.86,,,,,
324,07/01/21 07:30:00 PM,4.89,6.82,,,,,
325,07/01/21 07:45:00 PM,4.89,6.76,,,,,
326,07/01/21 08:00:00 PM,4.89,6.72,,,,,
327,07/01/21 08:15:00 PM,4.88,6.66,,,,,
328,07/01/21 08:30:00 PM,4.88,6.60,,,,,
329,07/01/21 08:45:00 PM,4.89,6.54,,,,,
330,07/01/21 09:00:00 PM,4.87,6.50,,,,,
331,07/01/21 09:15:00 PM,4.88,6.44,,,,,
332,07/01/21 09:30:00 PM,4.88,6.40,,,,,
333,07/01/21 09:45:00 PM,4.88,6.34,,,,,
334,07/01/21 10:00:00 PM,4.87,6.28,,,,,
335,07/01/21 10:15:00 PM,4.87,6.24,,,,,
336,07/01/21 10:30:00 PM,4.87,6.16,,,,,
337,07/01/21 10:45:00 PM,4.88,6.12,,,,,
338,07/01/21 11:00:00 PM,4.85,6.12,,,,,
339,07/01/21 11:15:00 PM,4.85,6.08,,,,,
340,07/01/21 11:30:00 PM,4.88,6.06,,,,,
341,07/01/21 11:45:00 PM,4.87,6.02,,,,,
342,07/02/21 12:00:00 AM,4.87,5.98,,,,,
343,07/02/21 12:15:00 AM,4.86,5.96,,,,,
344,07/02/21 12:30:00 AM,4.87,5.92,,,,,
345,07/02/21 12:45:00 AM,4.86,5.88,,,,,
346,07/02/21 01:00:00 AM,4.84,5.82,,,,,
347,07/02/21 01:15:00 AM,4.84,5.76,,,,,
348,07/02/21 01:30:00 AM,4.84,5.70,,,,,
349,07/02/21 01:45:00 AM,4.83,5.66,,,,,
350,07/02/21 02:00:00 AM,4.84,5.62,,,,,
351,07/02/21 02:15:00 AM,4.85,5.56,,,,,
352,07/02/21 02:30:00 AM,4.84,5.52,,,,,
353,07/02/21 02:45:00 AM,4.83,5.48,,,,,
354,07/02/21 03:00:00 AM,4.83,5.44,,,,,
355,07/02/21 03:15:00 AM,4.84,5.40,,,,,
356,07/02/21 03:30:00 AM,4.82,5.36,,,,,
357,07/02/21 03:45:00 AM,4.71,5.32,,,,,
358,07/02/21 04:00:00 AM,4.57,5.28,,,,,
359,07/02/21 04:15:00 AM,4.82,5.24,,,,,
360,07/02/21 04:30:00 AM,4.83,5.18,,,,,
361,07/02/21 04:45:00 AM,4.76,5.14,,,,,
362,07/02/21 05:00:00 AM,4.84,5.10,,,,,
363,07/02/21 05:15:00 AM,4.84,5.08,,,,,
364,07/02/21 05:30:00 AM,4.84,5.04,,,,,
365,07/02/21 05:45:00 AM,4.83,5.02,,,,,
366,07/02/21 06:00:00 AM,4.84,5.00,,,,,
367,07/02/21 06:15:00 AM,4.85,4.98,,,,,
368,07/02/21 06:30:00 AM,4.85,4.96,,,,,
369,07/02/21 06:45:00 AM,4.85,4.94,,,,,
370,07/02/21 07:00:00 AM,4.87,4.94,,,,,
371,07/02/21 07:15:00 AM,4.88,4.94,,,,,
372,07/02/21 07:30:00 AM,4.91,4.96,,,,,
373,07/02/21 07:45:00 AM,4.92,4.96,,,,,
374,07/02/21 08:00:00 AM,4.96,5.00,,,,,
375,07/02/21 08:15:00 AM,4.99,5.06,,,,,
376,07/02/21 08:30:00 AM,5.02,5.12,,,,,
377,07/02/21 08:45:00 AM,5.02,5.18,,,,,
378,07/02/21 09:00:00 AM,4.97,5.24,,,,,
379,07/02/21 09:15:00 AM,5.05,5.34,,,,,
380,07/02/21 09:30:00 AM,5.08,5.44,,,,,
381,07/02/21 09:45:00 AM,5.10,5.58,,,,,
382,07/02/21 10:00:00 AM,5.10,5.70,,,,,
383,07/02/21 10:15:00 AM,5.13,5.82,,,,,
384,07/02/21 10:30:00 AM,5.14,5.98,,,,,
385,07/02/21 10:45:00 AM,5.17,6.18,,,,,
386,07/02/21 11:00:00 AM,5.17,6.40,,,,,
387,07/02/21 11:15:00 AM,5.18,6.56,,,,,
388,07/02/21 11:30:00 AM,5.22,6.86,,,,,
389,07/02/21 11:45:00 AM,5.24,7.20,,,,,
390,07/02/21 12:00:00 PM,5.21,7.44,,,,,
391,07/02/21 12:15:00 PM,5.23,7.72,,,,,
392,07/02/21 12:30:00 PM,5.23,7.90,,,,,
393,07/02/21 12:45:00 PM,5.23,8.14,,,,,
394,07/02/21 01:00:00 PM,5.21,8.32,,,,,
395,07/02/21 01:15:00 PM,5.18,8.48,,,,,
396,07/02/21 01:30:00 PM,5.13,8.44,,,,,
397,07/02/21 01:45:00 PM,5.12,8.42,,,,,
398,07/02/21 02:00:00 PM,5.12,8.44,,,,,
399,07/02/21 02:15:00 PM,5.10,8.46,,,,,
400,07/02/21 02:30:00 PM,5.09,8.44,,,,,
401,07/02/21 02:45:00 PM,5.08,8.44,,,,,
402,07/02/21 03:00:00 PM,5.08,8.46,,,,,
403,07/02/21 03:15:00 PM,5.07,8.46,,,,,
404,07/02/21 03:30:00 PM,5.02,8.38,,,,,
405,07/02/21 03:45:00 PM,5.02,8.34,,,,,
406,07/02/21 04:00:00 PM,5.02,8.26,,,,,
407,07/02/21 04:15:00 PM,5.02,8.20,,,,,
408,07/02/21 04:30:00 PM,4.98,8.10,,,,,
409,07/02/21 04:45:00 PM,4.98,7.98,,,,,
410,07/02/21 05:00:00 PM,4.97,7.90,,,,,
411,07/02/21 05:15:00 PM,4.94,7.78,,,,,
412,07/02/21 05:30:00 PM,4.91,7.68,,,,,
413,07/02/21 05:45:00 PM,4.90,7.60,,,,,
414,07/02/21 06:00:00 PM,4.88,7.50,,,,,
415,07/02/21 06:15:00 PM,4.87,7.42,,,,,
416,07/02/21 06:30:00 PM,4.86,7.32,,,,,
417,07/02/21 06:45:00 PM,4.84,7.24,,,,,
418,07/02/21 07:00:00 PM,4.83,7.16,,,,,
419,07/02/21 07:15:00 PM,4.82,7.08,,,,,
420,07/02/21 07:30:00 PM,4.82,7.02,,,,,
421,07/02/21 07:45:00 PM,4.82,6.96,,,,,
422,07/02/21 08:00:00 PM,4.82,6.88,,,,,
423,07/02/21 08:15:00 PM,4.83,6.82,,,,,
424,07/02/21 08:30:00 PM,4.83,6.76,,,,,
425,07/02/21 08:45:00 PM,4.83,6.70,,,,,
426,07/02/21 09:00:00 PM,4.85,6.64,,,,,
427,07/02/21 09:15:00 PM,4.84,6.60,,,,,
428,07/02/21 09:30:00 PM,4.84,6.54,,,,,
429,07/02/21 09:45:00 PM,4.86,6.50,,,,,
430,07/02/21 10:00:00 PM,4.86,6.46,,,,,
431,07/02/21 10:15:00 PM,4.87,6.40,,,,,
432,07/02/21 10:30:00 PM,4.86,6.38,,,,,
433,07/02/21 10:45:00 PM,4.87,6.34,,,,,
434,07/02/21 11:00:00 PM,4.86,6.32,,,,,
435,07/02/21 11:15:00 PM,4.86,6.28,,,,,
436,07/02/21 11:30:00 PM,4.87,6.26,,,,,
437,07/02/21 11:45:00 PM,4.87,6.20,,,,,
438,07/03/21 12:00:00 AM,4.87,6.18,,,,,
439,07/03/21 12:15:00 AM,4.86,6.14,,,,,
440,07/03/21 12:30:00 AM,4.86,6.10,,,,,
441,07/03/21 12:45:00 AM,4.87,6.08,,,,,
442,07/03/21 01:00:00 AM,4.86,6.04,,,,,
443,07/03/21 01:15:00 AM,4.85,6.00,,,,,
444,07/03/21 01:30:00 AM,4.86,5.98,,,,,
445,07/03/21 01:45:00 AM,4.86,5.98,,,,,
446,07/03/21 02:00:00 AM,4.85,5.96,,,,,
447,07/03/21 02:15:00 AM,4.85,5.96,,,,,
448,07/03/21 02:30:00 AM,4.85,5.94,,,,,
449,07/03/21 02:45:00 AM,4.85,5.94,,,,,
450,07/03/21 03:00:00 AM,4.85,5.92,,,,,
451,07/03/21 03:15:00 AM,4.84,5.90,,,,,
452,07/03/21 03:30:00 AM,4.85,5.88,,,,,
453,07/03/21 03:45:00 AM,4.85,5.88,,,,,
