"Month","Day","Year","Time","Flux","Temperature (C)","CO2 Soil (ppm) ","CO2 Soil STD (ppm)","CO2 ATM (ppm)","CO2 ATM STD (ppm)","Mode"
06,29,21,10:45:00,   0.15,  23.4,   68.96,   2.049,   60.54,   2.900,0
06,29,21,10:50:00,   0.02,  23.1,   59.83,   5.626,   58.92,   1.817,0
06,29,21,10:55:00,   0.30,  22.9,   94.19,  10.440,   77.38,   4.411,0
06,29,21,11:00:00,   2.94,  22.9,  235.34,   8.592,   68.82,   2.737,0
06,29,21,11:05:00,   3.22,  22.9,  259.10,   5.347,   77.15,   4.770,0
06,29,21,11:10:00,   2.79,  23.0,  238.15,   7.015,   80.05,   6.948,0
06,29,21,11:15:00,  -0.11,  23.1,   73.07,   5.708,   79.10,   6.180,0
06,29,21,11:20:00,   0.06,  23.4,   70.07,   4.507,   66.81,  17.285,0
06,29,21,11:25:00,   0.95,  23.7,  123.96,   4.489,   70.17,   3.265,0
06,29,21,11:30:00,   1.36,  24.6,  145.38,   3.885,   68.55,   3.513,0
06,29,21,11:35:00,   1.16,  25.5,  136.92,   2.033,   71.25,   2.085,0
06,29,21,11:40:00,   0.53,  26.1,  104.86,  20.796,   75.02,   3.486,0
06,29,21,11:45:00,   1.05,  27.0,  122.77,  39.853,   63.64,   5.769,0
06,29,21,11:50:00,   1.76,  27.2,  196.50,   6.755,   96.88,   5.984,0
06,29,21,11:55:00,   1.87,  27.3,  193.40,   3.568,   87.47,   2.570,0
06,29,21,12:00:00,   1.48,  27.2,  172.15,   3.463,   88.68,   5.278,0
06,29,21,12:05:00,   0.26,  27.3,   99.40,  25.242,   84.74,   5.194,0
06,29,21,12:10:00,   0.07,  27.8,   72.57,   5.012,   68.40,   5.130,0
06,29,21,12:15:00,   0.09,  28.6,   71.17,   4.877,   65.80,   9.009,0
06,29,21,12:20:00,  -0.49,  28.6,   71.88,   4.900,   99.88,  23.056,0
06,29,21,12:25:00,  -0.07,  27.6,   58.49,   8.276,   62.40,   5.139,0
06,29,21,12:30:00,   0.20,  27.1,   76.19,  12.893,   65.09,   4.869,0
06,29,21,12:35:00,   0.18,  28.9,   88.02,   2.749,   77.92,   3.201,0
06,29,21,12:40:00,   0.16,  30.2,  105.17,   1.795,   95.94,   7.697,0
06,29,21,12:45:00,   0.03,  29.9,  106.93,   1.569,  105.26,   1.249,0
06,29,21,12:50:00,  -0.03,  28.9,   99.28,   1.967,  101.11,   3.640,0
06,29,21,12:55:00,   0.01,  28.7,   97.70,   2.397,   97.12,   2.221,0
06,29,21,13:00:00,  -0.08,  28.9,   95.67,   2.188,  100.06,   3.048,0
06,29,21,13:05:00,  -0.09,  28.2,   87.88,   4.020,   93.04,   0.345,0
06,29,21,13:10:00,  -0.19,  27.0,   58.14,   3.106,   68.97,   3.851,0
06,29,21,13:15:00,   0.09,  26.1,   56.35,   6.555,   51.42,   7.531,0
06,29,21,13:20:00,   0.63,  26.1,   92.85,   5.929,   57.41,   0.794,0
06,29,21,13:25:00,   0.88,  26.9,  108.00,   4.436,   58.24,   2.367,0
06,29,21,13:30:00,   0.93,  27.1,  116.92,   2.382,   64.30,   2.867,0
06,29,21,13:35:00,   0.47,  27.3,   91.52,  19.080,   65.13,   1.052,0
06,29,21,13:40:00,   0.08,  26.7,   71.52,   1.822,   66.79,   1.620,0
06,29,21,13:45:00,   0.11,  26.2,   70.14,   1.661,   63.92,   1.624,0
06,29,21,13:50:00,   0.10,  25.7,   61.86,   2.826,   56.20,   1.321,0
06,29,21,13:55:00,  -0.13,  25.2,   47.29,   5.147,   54.75,   3.826,0
06,29,21,14:00:00,   2.33,  24.7,  186.28,   3.165,   54.40,   2.039,0
06,29,21,14:05:00,   1.07,  24.1,  119.17,   2.178,   58.44,   3.119,0
06,29,21,14:10:00,   1.13,  23.7,  117.96,   2.706,   53.93,   1.767,0
06,29,21,14:15:00,   0.03,  23.5,   66.57,   7.797,   64.75,   2.848,0
06,29,21,14:20:00,   0.02,  23.5,   51.16,   2.374,   50.16,   2.980,0
06,29,21,14:25:00,   0.00,  23.0,   51.51,   9.889,   51.40,   5.285,0
06,29,21,14:30:00,  -0.71,  22.5,   64.09,   5.120,  104.35,  41.955,0
06,29,21,16:14:28,  -0.00,  -0.0,   -0.00,  -0.000,   -0.00,  -0.000,1
06,29,21,16:15:21,  -0.00,  -0.0,   -0.00,  -0.000,   -0.00,  -0.000,2
