"Plot Title: luxabajo_02"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10801144, SEN S/N: 10801144, LBL: Green)","Intensity, Lux (LGR S/N: 10801144, SEN S/N: 10801144)","Coupler Attached (LGR S/N: 10801144)","Host Connected (LGR S/N: 10801144)","Stopped (LGR S/N: 10801144)","End Of File (LGR S/N: 10801144)"
137,07/15/21 11:15:00 PM,8.581,0.0,,,,
138,07/15/21 11:30:00 PM,8.581,0.0,,,,
139,07/15/21 11:45:00 PM,8.581,0.0,,,,
140,07/16/21 12:00:00 AM,8.481,0.0,,,,
141,07/16/21 12:15:00 AM,8.481,0.0,,,,
142,07/16/21 12:30:00 AM,8.382,0.0,,,,
143,07/16/21 12:45:00 AM,8.282,0.0,,,,
144,07/16/21 01:00:00 AM,8.182,0.0,,,,
145,07/16/21 01:15:00 AM,8.182,0.0,,,,
146,07/16/21 01:30:00 AM,8.082,0.0,,,,
147,07/16/21 01:45:00 AM,7.983,0.0,,,,
148,07/16/21 02:00:00 AM,7.983,0.0,,,,
149,07/16/21 02:15:00 AM,7.882,0.0,,,,
150,07/16/21 02:30:00 AM,7.782,0.0,,,,
151,07/16/21 02:45:00 AM,7.782,0.0,,,,
152,07/16/21 03:00:00 AM,7.682,0.0,,,,
153,07/16/21 03:15:00 AM,7.782,0.0,,,,
154,07/16/21 03:30:00 AM,7.782,0.0,,,,
155,07/16/21 03:45:00 AM,7.682,0.0,,,,
156,07/16/21 04:00:00 AM,7.582,0.0,,,,
157,07/16/21 04:15:00 AM,7.582,0.0,,,,
158,07/16/21 04:30:00 AM,7.481,0.0,,,,
159,07/16/21 04:45:00 AM,7.582,0.0,,,,
160,07/16/21 05:00:00 AM,7.381,0.0,,,,
161,07/16/21 05:15:00 AM,7.280,0.0,,,,
162,07/16/21 05:30:00 AM,7.280,0.0,,,,
163,07/16/21 05:45:00 AM,7.179,0.0,,,,
164,07/16/21 06:00:00 AM,7.079,0.0,,,,
165,07/16/21 06:15:00 AM,7.280,21.5,,,,
166,07/16/21 06:30:00 AM,7.179,118.4,,,,
167,07/16/21 06:45:00 AM,7.280,376.7,,,,
168,07/16/21 07:00:00 AM,7.179,505.9,,,,
169,07/16/21 07:15:00 AM,7.079,699.7,,,,
170,07/16/21 07:30:00 AM,7.179,1313.2,,,,
171,07/16/21 07:45:00 AM,7.179,979.5,,,,
172,07/16/21 08:00:00 AM,7.280,2066.7,,,,
173,07/16/21 08:15:00 AM,7.280,1216.3,,,,
174,07/16/21 08:30:00 AM,7.280,1377.8,,,,
175,07/16/21 08:45:00 AM,7.179,1980.6,,,,
176,07/16/21 09:00:00 AM,7.381,1550.0,,,,
177,07/16/21 09:15:00 AM,7.381,1722.2,,,,
178,07/16/21 09:30:00 AM,7.381,1463.9,,,,
179,07/16/21 09:45:00 AM,7.381,1377.8,,,,
180,07/16/21 10:00:00 AM,6.978,2497.2,,,,
181,07/16/21 10:15:00 AM,7.179,2755.6,,,,
182,07/16/21 10:30:00 AM,7.179,2325.0,,,,
183,07/16/21 10:45:00 AM,7.179,2325.0,,,,
184,07/16/21 11:00:00 AM,7.481,2755.6,,,,
185,07/16/21 11:15:00 AM,7.381,1980.6,,,,
186,07/16/21 11:30:00 AM,7.682,2755.6,,,,
187,07/16/21 11:45:00 AM,7.882,5166.7,,,,
188,07/16/21 12:00:00 PM,7.882,2927.8,,,,
189,07/16/21 12:15:00 PM,8.082,4133.4,,,,
190,07/16/21 12:30:00 PM,7.983,4994.5,,,,
191,07/16/21 12:45:00 PM,8.282,4305.6,,,,
192,07/16/21 01:00:00 PM,8.082,3272.2,,,,
193,07/16/21 01:15:00 PM,8.282,3444.5,,,,
194,07/16/21 01:30:00 PM,8.382,2669.5,,,,
195,07/16/21 01:45:00 PM,8.382,2325.0,,,,
196,07/16/21 02:00:00 PM,8.978,7233.4,,,,
197,07/16/21 02:15:00 PM,9.077,3100.0,,,,
198,07/16/21 02:30:00 PM,9.176,3100.0,,,,
199,07/16/21 02:45:00 PM,9.275,2066.7,,,,
200,07/16/21 03:00:00 PM,9.373,2755.6,,,,
201,07/16/21 03:15:00 PM,9.373,2755.6,,,,
202,07/16/21 03:30:00 PM,9.472,1550.0,,,,
203,07/16/21 03:45:00 PM,9.472,4305.6,,,,
204,07/16/21 04:00:00 PM,9.669,3961.1,,,,
205,07/16/21 04:15:00 PM,9.866,3961.1,,,,
206,07/16/21 04:30:00 PM,10.063,1377.8,,,,
207,07/16/21 04:45:00 PM,9.965,1001.0,,,,
208,07/16/21 05:00:00 PM,9.866,2152.8,,,,
209,07/16/21 05:15:00 PM,9.965,828.8,,,,
210,07/16/21 05:30:00 PM,9.965,1334.7,,,,
211,07/16/21 05:45:00 PM,9.768,355.2,,,,
212,07/16/21 06:00:00 PM,9.571,344.4,,,,
213,07/16/21 06:15:00 PM,9.472,75.3,,,,
214,07/16/21 06:30:00 PM,9.275,0.0,,,,
215,07/16/21 06:45:00 PM,9.176,0.0,,,,
216,07/16/21 07:00:00 PM,9.077,0.0,,,,
217,07/16/21 07:15:00 PM,8.978,0.0,,,,
218,07/16/21 07:30:00 PM,8.779,0.0,,,,
219,07/16/21 07:45:00 PM,8.779,0.0,,,,
220,07/16/21 08:00:00 PM,8.680,0.0,,,,
221,07/16/21 08:15:00 PM,8.581,0.0,,,,
222,07/16/21 08:30:00 PM,8.581,0.0,,,,
223,07/16/21 08:45:00 PM,8.581,0.0,,,,
224,07/16/21 09:00:00 PM,8.481,0.0,,,,
225,07/16/21 09:15:00 PM,8.481,0.0,,,,
226,07/16/21 09:30:00 PM,8.481,0.0,,,,
227,07/16/21 09:45:00 PM,8.382,0.0,,,,
228,07/16/21 10:00:00 PM,8.382,0.0,,,,
229,07/16/21 10:15:00 PM,8.282,0.0,,,,
230,07/16/21 10:30:00 PM,8.282,0.0,,,,
231,07/16/21 10:45:00 PM,8.182,0.0,,,,
232,07/16/21 11:00:00 PM,8.182,0.0,,,,
233,07/16/21 11:15:00 PM,8.082,0.0,,,,
234,07/16/21 11:30:00 PM,8.082,0.0,,,,
235,07/16/21 11:45:00 PM,7.983,0.0,,,,
236,07/17/21 12:00:00 AM,7.983,0.0,,,,
237,07/17/21 12:15:00 AM,7.882,0.0,,,,
238,07/17/21 12:30:00 AM,7.882,0.0,,,,
239,07/17/21 12:45:00 AM,7.882,0.0,,,,
240,07/17/21 01:00:00 AM,7.882,0.0,,,,
241,07/17/21 01:15:00 AM,7.882,0.0,,,,
242,07/17/21 01:30:00 AM,7.782,0.0,,,,
243,07/17/21 01:45:00 AM,7.782,0.0,,,,
244,07/17/21 02:00:00 AM,7.682,0.0,,,,
245,07/17/21 02:15:00 AM,7.682,0.0,,,,
246,07/17/21 02:30:00 AM,7.682,0.0,,,,
247,07/17/21 02:45:00 AM,7.582,0.0,,,,
248,07/17/21 03:00:00 AM,7.582,0.0,,,,
249,07/17/21 03:15:00 AM,7.481,0.0,,,,
250,07/17/21 03:30:00 AM,7.481,0.0,,,,
251,07/17/21 03:45:00 AM,7.381,0.0,,,,
252,07/17/21 04:00:00 AM,7.381,0.0,,,,
253,07/17/21 04:15:00 AM,7.280,0.0,,,,
254,07/17/21 04:30:00 AM,7.179,0.0,,,,
255,07/17/21 04:45:00 AM,7.280,0.0,,,,
256,07/17/21 05:00:00 AM,7.179,0.0,,,,
257,07/17/21 05:15:00 AM,7.179,0.0,,,,
258,07/17/21 05:30:00 AM,7.179,0.0,,,,
259,07/17/21 05:45:00 AM,6.978,0.0,,,,
260,07/17/21 06:00:00 AM,7.079,0.0,,,,
261,07/17/21 06:15:00 AM,6.978,0.0,,,,
262,07/17/21 06:30:00 AM,6.978,64.6,,,,
263,07/17/21 06:45:00 AM,6.978,172.2,,,,
264,07/17/21 07:00:00 AM,6.978,183.0,,,,
265,07/17/21 07:15:00 AM,6.877,236.8,,,,
266,07/17/21 07:30:00 AM,6.877,775.0,,,,
267,07/17/21 07:45:00 AM,6.877,699.7,,,,
268,07/17/21 08:00:00 AM,7.079,1808.3,,,,
269,07/17/21 08:15:00 AM,7.079,968.8,,,,
270,07/17/21 08:30:00 AM,6.978,1248.6,,,,
271,07/17/21 08:45:00 AM,7.079,2238.9,,,,
272,07/17/21 09:00:00 AM,7.179,1377.8,,,,
273,07/17/21 09:15:00 AM,7.280,1980.6,,,,
274,07/17/21 09:30:00 AM,7.381,1808.3,,,,
275,07/17/21 09:45:00 AM,7.582,2238.9,,,,
276,07/17/21 10:00:00 AM,7.682,3444.5,,,,
277,07/17/21 10:15:00 AM,7.682,2927.8,,,,
278,07/17/21 10:30:00 AM,7.782,2669.5,,,,
279,07/17/21 10:45:00 AM,7.882,2066.7,,,,
280,07/17/21 11:00:00 AM,8.082,1636.1,,,,
281,07/17/21 11:15:00 AM,8.182,1722.2,,,,
282,07/17/21 11:30:00 AM,8.282,3788.9,,,,
283,07/17/21 11:45:00 AM,8.282,5166.7,,,,
284,07/17/21 12:00:00 PM,8.481,5338.9,,,,
285,07/17/21 12:15:00 PM,8.581,5338.9,,,,
286,07/17/21 12:30:00 PM,8.680,19289.0,,,,
287,07/17/21 12:45:00 PM,8.978,4305.6,,,,
288,07/17/21 01:00:00 PM,9.176,6544.5,,,,
289,07/17/21 01:15:00 PM,9.373,5511.1,,,,
290,07/17/21 01:30:00 PM,9.768,6544.5,,,,
291,07/17/21 01:45:00 PM,9.965,5511.1,,,,
292,07/17/21 02:00:00 PM,10.063,4305.6,,,,
293,07/17/21 02:15:00 PM,10.063,4133.4,,,,
294,07/17/21 02:30:00 PM,10.063,6200.0,,,,
295,07/17/21 02:45:00 PM,10.161,6200.0,,,,
296,07/17/21 03:00:00 PM,10.161,2238.9,,,,
297,07/17/21 03:15:00 PM,10.063,3272.2,,,,
298,07/17/21 03:30:00 PM,9.866,2927.8,,,,
299,07/17/21 03:45:00 PM,9.866,3961.1,,,,
300,07/17/21 04:00:00 PM,9.965,2755.6,,,,
301,07/17/21 04:15:00 PM,9.965,3444.5,,,,
302,07/17/21 04:30:00 PM,9.965,1194.8,,,,
303,07/17/21 04:45:00 PM,9.866,1313.2,,,,
304,07/17/21 05:00:00 PM,9.866,2927.8,,,,
305,07/17/21 05:15:00 PM,9.768,2152.8,,,,
306,07/17/21 05:30:00 PM,9.669,796.5,,,,
307,07/17/21 05:45:00 PM,9.472,904.2,,,,
308,07/17/21 06:00:00 PM,9.373,409.0,,,,
309,07/17/21 06:15:00 PM,9.176,10.8,,,,
310,07/17/21 06:30:00 PM,8.978,0.0,,,,
311,07/17/21 06:45:00 PM,8.879,0.0,,,,
312,07/17/21 07:00:00 PM,8.779,0.0,,,,
313,07/17/21 07:15:00 PM,8.680,0.0,,,,
314,07/17/21 07:30:00 PM,8.581,0.0,,,,
315,07/17/21 07:45:00 PM,8.481,0.0,,,,
316,07/17/21 08:00:00 PM,8.382,0.0,,,,
317,07/17/21 08:15:00 PM,8.282,0.0,,,,
318,07/17/21 08:30:00 PM,8.182,0.0,,,,
319,07/17/21 08:45:00 PM,8.182,0.0,,,,
320,07/17/21 09:00:00 PM,8.082,0.0,,,,
321,07/17/21 09:15:00 PM,8.082,0.0,,,,
322,07/17/21 09:30:00 PM,7.983,0.0,,,,
323,07/17/21 09:45:00 PM,7.882,0.0,,,,
324,07/17/21 10:00:00 PM,7.882,0.0,,,,
325,07/17/21 10:15:00 PM,7.782,0.0,,,,
326,07/17/21 10:30:00 PM,7.782,0.0,,,,
327,07/17/21 10:45:00 PM,7.682,0.0,,,,
328,07/17/21 11:00:00 PM,7.682,0.0,,,,
329,07/17/21 11:15:00 PM,7.582,0.0,,,,
330,07/17/21 11:30:00 PM,7.582,0.0,,,,
331,07/17/21 11:45:00 PM,7.481,0.0,,,,
332,07/18/21 12:00:00 AM,7.481,0.0,,,,
333,07/18/21 12:15:00 AM,7.481,0.0,,,,
334,07/18/21 12:30:00 AM,7.381,0.0,,,,
335,07/18/21 12:45:00 AM,7.381,0.0,,,,
336,07/18/21 01:00:00 AM,7.280,0.0,,,,
337,07/18/21 01:15:00 AM,7.280,0.0,,,,
338,07/18/21 01:30:00 AM,7.280,0.0,,,,
339,07/18/21 01:45:00 AM,7.179,0.0,,,,
340,07/18/21 02:00:00 AM,7.079,0.0,,,,
341,07/18/21 02:15:00 AM,7.079,0.0,,,,
342,07/18/21 02:30:00 AM,6.978,0.0,,,,
343,07/18/21 02:45:00 AM,6.978,0.0,,,,
344,07/18/21 03:00:00 AM,6.775,0.0,,,,
345,07/18/21 03:15:00 AM,6.775,0.0,,,,
346,07/18/21 03:30:00 AM,6.674,0.0,,,,
347,07/18/21 03:45:00 AM,6.674,0.0,,,,
348,07/18/21 04:00:00 AM,6.573,0.0,,,,
349,07/18/21 04:15:00 AM,6.471,0.0,,,,
350,07/18/21 04:30:00 AM,6.471,0.0,,,,
351,07/18/21 04:45:00 AM,6.471,0.0,,,,
352,07/18/21 05:00:00 AM,6.471,0.0,,,,
353,07/18/21 05:15:00 AM,6.370,0.0,,,,
354,07/18/21 05:30:00 AM,6.370,0.0,,,,
355,07/18/21 05:45:00 AM,6.268,0.0,,,,
356,07/18/21 06:00:00 AM,6.166,0.0,,,,
357,07/18/21 06:15:00 AM,5.962,0.0,,,,
358,07/18/21 06:30:00 AM,5.962,10.8,,,,
359,07/18/21 06:45:00 AM,5.962,86.1,,,,
360,07/18/21 07:00:00 AM,6.064,96.9,,,,
361,07/18/21 07:15:00 AM,6.064,161.5,,,,
362,07/18/21 07:30:00 AM,6.166,129.2,,,,
363,07/18/21 07:45:00 AM,6.166,64.6,,,,
364,07/18/21 08:00:00 AM,6.166,53.8,,,,
365,07/18/21 08:15:00 AM,6.166,129.2,,,,
366,07/18/21 08:30:00 AM,6.166,279.9,,,,
367,07/18/21 08:45:00 AM,6.166,204.5,,,,
368,07/18/21 09:00:00 AM,6.268,172.2,,,,
369,07/18/21 09:15:00 AM,6.268,172.2,,,,
370,07/18/21 09:30:00 AM,6.268,193.8,,,,
371,07/18/21 09:45:00 AM,6.268,344.4,,,,
372,07/18/21 10:00:00 AM,6.370,301.4,,,,
373,07/18/21 10:15:00 AM,6.370,333.7,,,,
374,07/18/21 10:30:00 AM,6.573,366.0,,,,
375,07/18/21 10:45:00 AM,6.573,484.4,,,,
376,07/18/21 11:00:00 AM,6.674,290.6,,,,
377,07/18/21 11:15:00 AM,6.775,226.0,,,,
378,07/18/21 11:30:00 AM,6.877,301.4,,,,
379,07/18/21 11:45:00 AM,6.978,516.7,,,,
380,07/18/21 12:00:00 PM,6.978,312.2,,,,
381,07/18/21 12:15:00 PM,7.079,645.8,,,,
382,07/18/21 12:30:00 PM,7.179,452.1,,,,
383,07/18/21 12:45:00 PM,7.179,839.6,,,,
384,07/18/21 01:00:00 PM,7.381,785.8,,,,
385,07/18/21 01:15:00 PM,7.481,430.6,,,,
386,07/18/21 01:30:00 PM,7.582,968.8,,,,
387,07/18/21 01:45:00 PM,7.882,828.8,,,,
388,07/18/21 02:00:00 PM,8.082,570.5,,,,
389,07/18/21 02:15:00 PM,8.082,376.7,,,,
390,07/18/21 02:30:00 PM,8.082,473.6,,,,
391,07/18/21 02:45:00 PM,8.082,430.6,,,,
392,07/18/21 03:00:00 PM,8.082,624.3,,,,
393,07/18/21 03:15:00 PM,8.082,592.0,,,,
394,07/18/21 03:30:00 PM,8.082,355.2,,,,
395,07/18/21 03:45:00 PM,7.983,312.2,,,,
396,07/18/21 04:00:00 PM,7.882,247.6,,,,
397,07/18/21 04:15:00 PM,7.882,355.2,,,,
398,07/18/21 04:30:00 PM,7.782,183.0,,,,
399,07/18/21 04:45:00 PM,7.782,301.4,,,,
400,07/18/21 05:00:00 PM,7.682,172.2,,,,
401,07/18/21 05:15:00 PM,7.582,43.1,,,,
402,07/18/21 05:30:00 PM,7.481,53.8,,,,
403,07/18/21 05:45:00 PM,7.481,43.1,,,,
404,07/18/21 06:00:00 PM,7.381,0.0,,,,
405,07/18/21 06:15:00 PM,7.280,0.0,,,,
406,07/18/21 06:30:00 PM,7.179,0.0,,,,
407,07/18/21 06:45:00 PM,7.079,0.0,,,,
408,07/18/21 07:00:00 PM,6.978,0.0,,,,
409,07/18/21 07:15:00 PM,6.877,0.0,,,,
410,07/18/21 07:30:00 PM,6.775,0.0,,,,
411,07/18/21 07:45:00 PM,6.775,0.0,,,,
412,07/18/21 08:00:00 PM,6.674,0.0,,,,
413,07/18/21 08:15:00 PM,6.573,0.0,,,,
414,07/18/21 08:30:00 PM,6.573,0.0,,,,
415,07/18/21 08:45:00 PM,6.471,0.0,,,,
416,07/18/21 09:00:00 PM,6.370,0.0,,,,
417,07/18/21 09:15:00 PM,6.370,0.0,,,,
418,07/18/21 09:30:00 PM,6.268,0.0,,,,
419,07/18/21 09:45:00 PM,6.268,0.0,,,,
420,07/18/21 10:00:00 PM,6.166,0.0,,,,
421,07/18/21 10:15:00 PM,6.064,0.0,,,,
422,07/18/21 10:30:00 PM,6.064,0.0,,,,
423,07/18/21 10:45:00 PM,5.962,0.0,,,,
424,07/18/21 11:00:00 PM,5.962,0.0,,,,
425,07/18/21 11:15:00 PM,5.860,0.0,,,,
426,07/18/21 11:30:00 PM,5.860,0.0,,,,
427,07/18/21 11:45:00 PM,5.757,0.0,,,,
428,07/19/21 12:00:00 AM,5.757,0.0,,,,
429,07/19/21 12:15:00 AM,5.655,0.0,,,,
430,07/19/21 12:30:00 AM,5.655,0.0,,,,
431,07/19/21 12:45:00 AM,5.655,0.0,,,,
432,07/19/21 01:00:00 AM,5.552,0.0,,,,
433,07/19/21 01:15:00 AM,5.552,0.0,,,,
434,07/19/21 01:30:00 AM,5.450,0.0,,,,
435,07/19/21 01:45:00 AM,5.450,0.0,,,,
436,07/19/21 02:00:00 AM,5.450,0.0,,,,
437,07/19/21 02:15:00 AM,5.347,0.0,,,,
438,07/19/21 02:30:00 AM,5.347,0.0,,,,
439,07/19/21 02:45:00 AM,5.347,0.0,,,,
440,07/19/21 03:00:00 AM,5.244,0.0,,,,
441,07/19/21 03:15:00 AM,5.244,0.0,,,,
442,07/19/21 03:30:00 AM,5.244,0.0,,,,
443,07/19/21 03:45:00 AM,5.141,0.0,,,,
444,07/19/21 04:00:00 AM,5.141,0.0,,,,
445,07/19/21 04:15:00 AM,5.141,0.0,,,,
446,07/19/21 04:30:00 AM,5.037,0.0,,,,
447,07/19/21 04:45:00 AM,5.037,0.0,,,,
448,07/19/21 05:00:00 AM,4.934,0.0,,,,
449,07/19/21 05:15:00 AM,4.934,0.0,,,,
450,07/19/21 05:30:00 AM,4.934,0.0,,,,
451,07/19/21 05:45:00 AM,4.934,0.0,,,,
452,07/19/21 06:00:00 AM,4.934,0.0,,,,
453,07/19/21 06:15:00 AM,4.831,0.0,,,,
454,07/19/21 06:30:00 AM,4.831,0.0,,,,
455,07/19/21 06:45:00 AM,4.727,0.0,,,,
456,07/19/21 07:00:00 AM,4.727,0.0,,,,
457,07/19/21 07:15:00 AM,4.831,21.5,,,,
458,07/19/21 07:30:00 AM,4.831,32.3,,,,
459,07/19/21 07:45:00 AM,4.831,43.1,,,,
460,07/19/21 08:00:00 AM,4.934,86.1,,,,
461,07/19/21 08:15:00 AM,4.934,107.6,,,,
462,07/19/21 08:30:00 AM,5.037,64.6,,,,
463,07/19/21 08:45:00 AM,5.037,139.9,,,,
464,07/19/21 09:00:00 AM,5.141,86.1,,,,
465,07/19/21 09:15:00 AM,5.244,53.8,,,,
