"Plot Title: LUXabajo_04"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10801154, SEN S/N: 10801154, LBL: Blue)","Intensity, Lux (LGR S/N: 10801154, SEN S/N: 10801154)","Coupler Attached (LGR S/N: 10801154)","Host Connected (LGR S/N: 10801154)","Stopped (LGR S/N: 10801154)","End Of File (LGR S/N: 10801154)"
231,06/27/21 11:30:00 PM,6.877,0.0,,,,
232,06/27/21 11:45:00 PM,6.877,0.0,,,,
233,06/28/21 12:00:00 AM,6.775,0.0,,,,
234,06/28/21 12:15:00 AM,6.573,0.0,,,,
235,06/28/21 12:30:00 AM,6.471,0.0,,,,
236,06/28/21 12:45:00 AM,6.471,0.0,,,,
237,06/28/21 01:00:00 AM,6.370,0.0,,,,
238,06/28/21 01:15:00 AM,6.268,0.0,,,,
239,06/28/21 01:30:00 AM,6.370,0.0,,,,
240,06/28/21 01:45:00 AM,6.268,0.0,,,,
241,06/28/21 02:00:00 AM,6.370,0.0,,,,
242,06/28/21 02:15:00 AM,6.166,0.0,,,,
243,06/28/21 02:30:00 AM,6.370,0.0,,,,
244,06/28/21 02:45:00 AM,6.370,0.0,,,,
245,06/28/21 03:00:00 AM,6.268,0.0,,,,
246,06/28/21 03:15:00 AM,6.268,0.0,,,,
247,06/28/21 03:30:00 AM,6.268,0.0,,,,
248,06/28/21 03:45:00 AM,5.962,0.0,,,,
249,06/28/21 04:00:00 AM,6.166,0.0,,,,
250,06/28/21 04:15:00 AM,6.064,0.0,,,,
251,06/28/21 04:30:00 AM,6.166,0.0,,,,
252,06/28/21 04:45:00 AM,6.064,0.0,,,,
253,06/28/21 05:00:00 AM,6.064,0.0,,,,
254,06/28/21 05:15:00 AM,6.064,0.0,,,,
255,06/28/21 05:30:00 AM,5.860,0.0,,,,
256,06/28/21 05:45:00 AM,5.860,0.0,,,,
257,06/28/21 06:00:00 AM,5.860,0.0,,,,
258,06/28/21 06:15:00 AM,5.757,0.0,,,,
259,06/28/21 06:30:00 AM,5.757,64.6,,,,
260,06/28/21 06:45:00 AM,5.757,161.5,,,,
261,06/28/21 07:00:00 AM,5.757,139.9,,,,
262,06/28/21 07:15:00 AM,5.962,322.9,,,,
263,06/28/21 07:30:00 AM,5.757,484.4,,,,
264,06/28/21 07:45:00 AM,5.962,721.2,,,,
265,06/28/21 08:00:00 AM,6.064,882.6,,,,
266,06/28/21 08:15:00 AM,6.166,882.6,,,,
267,06/28/21 08:30:00 AM,6.370,1022.6,,,,
268,06/28/21 08:45:00 AM,6.471,1011.8,,,,
269,06/28/21 09:00:00 AM,6.370,968.8,,,,
270,06/28/21 09:15:00 AM,6.370,775.0,,,,
271,06/28/21 09:30:00 AM,6.370,1097.9,,,,
272,06/28/21 09:45:00 AM,6.573,1722.2,,,,
273,06/28/21 10:00:00 AM,6.471,839.6,,,,
274,06/28/21 10:15:00 AM,6.573,1022.6,,,,
275,06/28/21 10:30:00 AM,6.573,1636.1,,,,
276,06/28/21 10:45:00 AM,6.674,893.4,,,,
277,06/28/21 11:00:00 AM,6.877,1980.6,,,,
278,06/28/21 11:15:00 AM,6.877,1808.3,,,,
279,06/28/21 11:30:00 AM,7.179,5166.7,,,,
280,06/28/21 11:45:00 AM,7.280,3616.7,,,,
281,06/28/21 12:00:00 PM,7.381,1636.1,,,,
282,06/28/21 12:15:00 PM,7.280,3272.2,,,,
283,06/28/21 12:30:00 PM,7.582,3272.2,,,,
284,06/28/21 12:45:00 PM,7.782,4650.0,,,,
285,06/28/21 01:00:00 PM,8.978,33066.9,,,,
286,06/28/21 01:15:00 PM,8.581,6200.0,,,,
287,06/28/21 01:30:00 PM,8.779,11022.3,,,,
288,06/28/21 01:45:00 PM,8.978,6544.5,,,,
289,06/28/21 02:00:00 PM,8.978,4822.3,,,,
290,06/28/21 02:15:00 PM,8.779,2927.8,,,,
291,06/28/21 02:30:00 PM,8.680,1345.5,,,,
292,06/28/21 02:45:00 PM,8.680,1463.9,,,,
293,06/28/21 03:00:00 PM,8.680,2755.6,,,,
294,06/28/21 03:15:00 PM,8.779,2583.4,,,,
295,06/28/21 03:30:00 PM,8.680,1636.1,,,,
296,06/28/21 03:45:00 PM,8.581,2152.8,,,,
297,06/28/21 04:00:00 PM,8.382,1463.9,,,,
298,06/28/21 04:15:00 PM,8.282,764.2,,,,
299,06/28/21 04:30:00 PM,8.282,871.9,,,,
300,06/28/21 04:45:00 PM,8.182,1377.8,,,,
301,06/28/21 05:00:00 PM,8.182,1808.3,,,,
302,06/28/21 05:15:00 PM,8.082,1302.4,,,,
303,06/28/21 05:30:00 PM,8.082,667.4,,,,
304,06/28/21 05:45:00 PM,7.882,581.3,,,,
305,06/28/21 06:00:00 PM,7.882,376.7,,,,
306,06/28/21 06:15:00 PM,7.782,43.1,,,,
307,06/28/21 06:30:00 PM,7.782,0.0,,,,
308,06/28/21 06:45:00 PM,7.682,0.0,,,,
309,06/28/21 07:00:00 PM,7.582,0.0,,,,
310,06/28/21 07:15:00 PM,7.582,0.0,,,,
311,06/28/21 07:30:00 PM,7.381,0.0,,,,
312,06/28/21 07:45:00 PM,7.280,0.0,,,,
313,06/28/21 08:00:00 PM,7.179,0.0,,,,
314,06/28/21 08:15:00 PM,7.079,0.0,,,,
315,06/28/21 08:30:00 PM,6.978,0.0,,,,
316,06/28/21 08:45:00 PM,6.978,0.0,,,,
317,06/28/21 09:00:00 PM,6.877,0.0,,,,
318,06/28/21 09:15:00 PM,6.877,0.0,,,,
319,06/28/21 09:30:00 PM,6.877,0.0,,,,
320,06/28/21 09:45:00 PM,6.775,0.0,,,,
321,06/28/21 10:00:00 PM,6.775,0.0,,,,
322,06/28/21 10:15:00 PM,6.775,0.0,,,,
323,06/28/21 10:30:00 PM,6.775,0.0,,,,
324,06/28/21 10:45:00 PM,6.674,0.0,,,,
325,06/28/21 11:00:00 PM,6.674,0.0,,,,
326,06/28/21 11:15:00 PM,6.674,0.0,,,,
327,06/28/21 11:30:00 PM,6.573,0.0,,,,
328,06/28/21 11:45:00 PM,6.573,0.0,,,,
329,06/29/21 12:00:00 AM,6.573,0.0,,,,
330,06/29/21 12:15:00 AM,6.471,0.0,,,,
331,06/29/21 12:30:00 AM,6.471,0.0,,,,
332,06/29/21 12:45:00 AM,6.471,0.0,,,,
333,06/29/21 01:00:00 AM,6.471,0.0,,,,
334,06/29/21 01:15:00 AM,6.370,0.0,,,,
335,06/29/21 01:30:00 AM,6.370,0.0,,,,
336,06/29/21 01:45:00 AM,6.370,0.0,,,,
337,06/29/21 02:00:00 AM,6.268,0.0,,,,
338,06/29/21 02:15:00 AM,6.268,0.0,,,,
339,06/29/21 02:30:00 AM,6.166,0.0,,,,
340,06/29/21 02:45:00 AM,6.166,0.0,,,,
341,06/29/21 03:00:00 AM,6.166,0.0,,,,
342,06/29/21 03:15:00 AM,6.064,0.0,,,,
343,06/29/21 03:30:00 AM,5.962,0.0,,,,
344,06/29/21 03:45:00 AM,5.962,0.0,,,,
345,06/29/21 04:00:00 AM,5.860,0.0,,,,
346,06/29/21 04:15:00 AM,5.860,0.0,,,,
347,06/29/21 04:30:00 AM,5.757,0.0,,,,
348,06/29/21 04:45:00 AM,5.655,0.0,,,,
349,06/29/21 05:00:00 AM,5.552,0.0,,,,
350,06/29/21 05:15:00 AM,5.552,0.0,,,,
351,06/29/21 05:30:00 AM,5.450,0.0,,,,
352,06/29/21 05:45:00 AM,5.450,0.0,,,,
353,06/29/21 06:00:00 AM,5.450,0.0,,,,
354,06/29/21 06:15:00 AM,5.450,10.8,,,,
355,06/29/21 06:30:00 AM,5.347,312.2,,,,
356,06/29/21 06:45:00 AM,5.347,344.4,,,,
357,06/29/21 07:00:00 AM,5.347,344.4,,,,
358,06/29/21 07:15:00 AM,5.347,914.9,,,,
359,06/29/21 07:30:00 AM,5.347,764.2,,,,
360,06/29/21 07:45:00 AM,5.450,1151.7,,,,
361,06/29/21 08:00:00 AM,5.552,958.0,,,,
362,06/29/21 08:15:00 AM,5.655,1980.6,,,,
363,06/29/21 08:30:00 AM,5.757,1722.2,,,,
364,06/29/21 08:45:00 AM,5.860,2927.8,,,,
365,06/29/21 09:00:00 AM,6.166,4994.5,,,,
366,06/29/21 09:15:00 AM,6.268,3100.0,,,,
367,06/29/21 09:30:00 AM,6.370,3788.9,,,,
368,06/29/21 09:45:00 AM,6.573,4305.6,,,,
369,06/29/21 10:00:00 AM,6.674,3444.5,,,,
370,06/29/21 10:15:00 AM,6.775,2927.8,,,,
371,06/29/21 10:30:00 AM,6.978,2755.6,,,,
372,06/29/21 10:45:00 AM,7.481,5511.1,,,,
373,06/29/21 11:00:00 AM,8.382,6544.5,,,,
374,06/29/21 11:15:00 AM,7.983,5511.1,,,,
375,06/29/21 11:30:00 AM,9.768,9300.1,,,,
376,06/29/21 11:45:00 AM,8.779,7233.4,,,,
377,06/29/21 12:00:00 PM,8.581,8611.2,,,,
378,06/29/21 12:15:00 PM,8.680,11022.3,,,,
379,06/29/21 12:30:00 PM,9.077,10677.8,,,,
380,06/29/21 12:45:00 PM,8.879,3788.9,,,,
381,06/29/21 01:00:00 PM,8.680,7577.8,,,,
382,06/29/21 01:15:00 PM,8.581,5511.1,,,,
383,06/29/21 01:30:00 PM,8.879,5166.7,,,,
384,06/29/21 01:45:00 PM,8.779,8611.2,,,,
385,06/29/21 02:00:00 PM,8.680,5166.7,,,,
386,06/29/21 02:15:00 PM,8.779,6544.5,,,,
387,06/29/21 02:30:00 PM,8.978,6200.0,,,,
388,06/29/21 02:45:00 PM,8.879,9644.5,,,,
389,06/29/21 03:00:00 PM,9.077,3616.7,,,,
390,06/29/21 03:15:00 PM,8.879,6544.5,,,,
391,06/29/21 03:30:00 PM,8.581,2411.1,,,,
392,06/29/21 03:45:00 PM,8.382,1894.5,,,,
393,06/29/21 04:00:00 PM,8.382,2411.1,,,,
394,06/29/21 04:15:00 PM,8.282,3272.2,,,,
395,06/29/21 04:30:00 PM,8.382,4133.4,,,,
396,06/29/21 04:45:00 PM,8.282,2066.7,,,,
397,06/29/21 05:00:00 PM,8.182,1011.8,,,,
398,06/29/21 05:15:00 PM,7.882,979.5,,,,
399,06/29/21 05:30:00 PM,7.682,785.8,,,,
400,06/29/21 05:45:00 PM,7.582,322.9,,,,
401,06/29/21 06:00:00 PM,7.481,32.3,,,,
402,06/29/21 06:15:00 PM,7.280,21.5,,,,
403,06/29/21 06:30:00 PM,7.179,0.0,,,,
404,06/29/21 06:45:00 PM,7.079,0.0,,,,
405,06/29/21 07:00:00 PM,7.079,0.0,,,,
406,06/29/21 07:15:00 PM,6.978,0.0,,,,
407,06/29/21 07:30:00 PM,6.877,0.0,,,,
408,06/29/21 07:45:00 PM,6.877,0.0,,,,
409,06/29/21 08:00:00 PM,6.775,0.0,,,,
410,06/29/21 08:15:00 PM,6.775,0.0,,,,
411,06/29/21 08:30:00 PM,6.775,0.0,,,,
412,06/29/21 08:45:00 PM,6.674,0.0,,,,
413,06/29/21 09:00:00 PM,6.674,0.0,,,,
414,06/29/21 09:15:00 PM,6.573,0.0,,,,
415,06/29/21 09:30:00 PM,6.573,0.0,,,,
416,06/29/21 09:45:00 PM,6.573,0.0,,,,
417,06/29/21 10:00:00 PM,6.573,0.0,,,,
418,06/29/21 10:15:00 PM,6.573,0.0,,,,
419,06/29/21 10:30:00 PM,6.573,0.0,,,,
420,06/29/21 10:45:00 PM,6.573,0.0,,,,
421,06/29/21 11:00:00 PM,6.674,0.0,,,,
422,06/29/21 11:15:00 PM,6.674,0.0,,,,
423,06/29/21 11:30:00 PM,6.573,0.0,,,,
424,06/29/21 11:45:00 PM,6.573,0.0,,,,
425,06/30/21 12:00:00 AM,6.573,0.0,,,,
426,06/30/21 12:15:00 AM,6.573,0.0,,,,
427,06/30/21 12:30:00 AM,6.573,0.0,,,,
428,06/30/21 12:45:00 AM,6.573,0.0,,,,
429,06/30/21 01:00:00 AM,6.573,0.0,,,,
430,06/30/21 01:15:00 AM,6.573,0.0,,,,
431,06/30/21 01:30:00 AM,6.573,0.0,,,,
432,06/30/21 01:45:00 AM,6.573,0.0,,,,
433,06/30/21 02:00:00 AM,6.471,0.0,,,,
434,06/30/21 02:15:00 AM,6.573,0.0,,,,
435,06/30/21 02:30:00 AM,6.471,0.0,,,,
436,06/30/21 02:45:00 AM,6.471,0.0,,,,
437,06/30/21 03:00:00 AM,6.471,0.0,,,,
438,06/30/21 03:15:00 AM,6.471,0.0,,,,
439,06/30/21 03:30:00 AM,6.370,0.0,,,,
440,06/30/21 03:45:00 AM,6.370,0.0,,,,
441,06/30/21 04:00:00 AM,6.370,0.0,,,,
442,06/30/21 04:15:00 AM,6.268,0.0,,,,
443,06/30/21 04:30:00 AM,6.268,0.0,,,,
444,06/30/21 04:45:00 AM,6.166,0.0,,,,
445,06/30/21 05:00:00 AM,6.166,0.0,,,,
446,06/30/21 05:15:00 AM,6.166,0.0,,,,
447,06/30/21 05:30:00 AM,6.064,0.0,,,,
448,06/30/21 05:45:00 AM,6.064,0.0,,,,
449,06/30/21 06:00:00 AM,5.962,0.0,,,,
450,06/30/21 06:15:00 AM,5.860,10.8,,,,
451,06/30/21 06:30:00 AM,5.860,150.7,,,,
452,06/30/21 06:45:00 AM,5.757,527.4,,,,
453,06/30/21 07:00:00 AM,5.655,538.2,,,,
454,06/30/21 07:15:00 AM,5.552,549.0,,,,
455,06/30/21 07:30:00 AM,5.450,1044.1,,,,
456,06/30/21 07:45:00 AM,5.347,2325.0,,,,
457,06/30/21 08:00:00 AM,5.244,484.4,,,,
458,06/30/21 08:15:00 AM,5.141,2669.5,,,,
459,06/30/21 08:30:00 AM,5.141,3100.0,,,,
460,06/30/21 08:45:00 AM,5.141,1722.2,,,,
461,06/30/21 09:00:00 AM,5.244,3961.1,,,,
462,06/30/21 09:15:00 AM,5.244,1980.6,,,,
463,06/30/21 09:30:00 AM,5.347,2325.0,,,,
464,06/30/21 09:45:00 AM,5.347,2411.1,,,,
