"Date Time, GMT-05:00","Abs Pres, kPa (LGR S/N: 20968503, SEN S/N: 20968503)","Temp, °C (LGR S/N: 20968503, SEN S/N: 20968503)"
6/14/2021 8:15,66.973,6.978
6/14/2021 8:30,66.977,7.079
6/14/2021 8:45,66.981,7.179
6/14/2021 9:00,66.985,7.28
6/14/2021 9:15,66.981,7.481
6/14/2021 9:30,66.981,7.481
6/14/2021 9:45,66.977,7.682
6/14/2021 10:00,66.97,7.782
6/14/2021 10:15,66.966,7.983
6/14/2021 10:30,66.985,8.182
6/14/2021 10:45,66.981,8.382
6/14/2021 11:00,66.966,8.581
6/14/2021 11:15,66.946,8.68
6/14/2021 11:30,66.95,8.779
6/14/2021 11:45,66.954,8.879
6/14/2021 12:00,66.931,8.879
6/14/2021 12:15,66.935,8.978
6/14/2021 12:30,66.923,9.275
6/14/2021 12:45,66.907,9.472
6/14/2021 13:00,66.899,9.571
6/14/2021 13:15,66.88,9.669
6/14/2021 13:30,66.876,9.571
6/14/2021 13:45,66.853,9.571
6/14/2021 14:00,66.814,9.768
6/14/2021 14:15,66.806,10.161
6/14/2021 14:30,66.812,10.651
6/14/2021 14:45,66.812,10.651
6/14/2021 15:00,66.77,10.455
6/14/2021 15:15,66.778,10.357
6/14/2021 15:30,66.778,10.357
6/14/2021 15:45,66.775,10.259
6/14/2021 16:00,66.767,10.063
6/14/2021 16:15,66.764,9.965
6/14/2021 16:30,66.76,9.866
6/14/2021 16:45,66.757,9.768
6/14/2021 17:00,66.776,9.669
6/14/2021 17:15,66.795,9.571
6/14/2021 17:30,66.769,9.472
6/14/2021 17:45,66.777,9.373
6/14/2021 18:00,66.773,9.275
6/14/2021 18:15,66.804,9.176
6/14/2021 18:30,66.812,9.077
6/14/2021 18:45,66.808,8.978
6/14/2021 19:00,66.819,8.978
6/14/2021 19:15,66.839,8.879
6/14/2021 19:30,66.847,8.779
6/14/2021 19:45,66.843,8.68
6/14/2021 20:00,66.866,8.68
6/14/2021 20:15,66.885,8.581
6/14/2021 20:30,66.904,8.481
6/14/2021 20:45,66.904,8.481
6/14/2021 21:00,66.912,8.382
6/14/2021 21:15,66.885,8.282
6/14/2021 21:30,66.893,8.182
6/14/2021 21:45,66.905,8.182
6/14/2021 22:00,66.901,8.082
6/14/2021 22:15,66.885,7.983
6/14/2021 22:30,66.897,7.983
6/14/2021 22:45,66.916,7.882
6/14/2021 23:00,66.928,7.882
6/14/2021 23:15,66.912,7.782
6/14/2021 23:30,66.935,7.782
6/14/2021 23:45,66.92,7.682
6/15/2021 0:00,66.928,7.582
6/15/2021 0:15,66.939,7.582
6/15/2021 0:30,66.97,7.481
6/15/2021 0:45,66.947,7.481
6/15/2021 1:00,66.931,7.381
6/15/2021 1:15,66.931,7.381
6/15/2021 1:30,66.931,7.381
6/15/2021 1:45,66.927,7.28
6/15/2021 2:00,66.916,7.28
6/15/2021 2:15,66.9,7.179
6/15/2021 2:30,66.877,7.179
6/15/2021 2:45,66.854,7.179
6/15/2021 3:00,66.843,7.179
6/15/2021 3:15,66.839,7.079
6/15/2021 3:30,66.839,7.079
6/15/2021 3:45,66.828,7.079
6/15/2021 4:00,66.828,7.079
6/15/2021 4:15,66.828,7.079
6/15/2021 4:30,66.824,6.978
6/15/2021 4:45,66.847,6.978
6/15/2021 5:00,66.858,6.978
6/15/2021 5:15,66.881,6.978
6/15/2021 5:30,66.927,6.978
6/15/2021 5:45,66.95,6.978
6/15/2021 6:00,67.004,6.877
6/15/2021 6:15,67.015,6.877
6/15/2021 6:30,67.027,6.877
6/15/2021 6:45,67.084,6.877
6/15/2021 7:00,67.142,6.877
6/15/2021 7:15,67.188,6.877
6/15/2021 7:30,67.234,6.877
6/15/2021 7:45,67.268,6.877
6/15/2021 8:00,67.326,6.877
6/15/2021 8:15,67.337,6.877
6/15/2021 8:30,67.352,6.978
6/15/2021 8:45,67.375,6.978
6/15/2021 9:00,67.375,6.978
6/15/2021 9:15,67.375,6.978
6/15/2021 9:30,67.398,6.978
6/15/2021 9:45,67.398,6.978
6/15/2021 10:00,67.414,7.079
6/15/2021 10:15,67.429,7.179
6/15/2021 10:30,67.418,7.179
6/15/2021 10:45,67.406,7.179
6/15/2021 11:00,67.418,7.179
6/15/2021 11:15,67.395,7.179
6/15/2021 11:30,67.387,7.28
6/15/2021 11:45,67.399,7.28
6/15/2021 12:00,67.399,7.28
6/15/2021 12:15,67.403,7.381
6/15/2021 12:30,67.426,7.381
6/15/2021 12:45,67.426,7.381
6/15/2021 13:00,67.426,7.381
6/15/2021 13:15,67.46,7.381
6/15/2021 13:30,67.487,7.481
6/15/2021 13:45,67.503,7.582
6/15/2021 14:00,67.533,7.782
6/15/2021 14:15,67.572,7.882
6/15/2021 14:30,67.618,7.882
6/15/2021 14:45,67.664,7.882
6/15/2021 15:00,67.717,7.782
6/15/2021 15:15,67.752,7.782
6/15/2021 15:30,67.786,7.782
6/15/2021 15:45,67.775,7.782
6/15/2021 16:00,67.775,7.782
6/15/2021 16:15,67.756,7.882
6/15/2021 16:30,67.706,7.782
6/15/2021 16:45,67.66,7.782
6/15/2021 17:00,67.625,7.782
6/15/2021 17:15,67.591,7.782
6/15/2021 17:30,67.568,7.782
6/15/2021 17:45,67.541,7.682
6/15/2021 18:00,67.503,7.582
6/15/2021 18:15,67.491,7.582
6/15/2021 18:30,67.464,7.481
6/15/2021 18:45,67.464,7.481
6/15/2021 19:00,67.472,7.381
6/15/2021 19:15,67.449,7.381
6/15/2021 19:30,67.433,7.28
6/15/2021 19:45,67.433,7.28
6/15/2021 20:00,67.418,7.179
6/15/2021 20:15,67.418,7.179
6/15/2021 20:30,67.383,7.179
6/15/2021 20:45,67.379,7.079
6/15/2021 21:00,67.379,7.079
6/15/2021 21:15,67.352,6.978
6/15/2021 21:30,67.352,6.978
6/15/2021 21:45,67.341,6.978
6/15/2021 22:00,67.314,6.877
6/15/2021 22:15,67.314,6.877
6/15/2021 22:30,67.268,6.877
6/15/2021 22:45,67.28,6.877
6/15/2021 23:00,67.245,6.877
6/15/2021 23:15,67.23,6.775
6/15/2021 23:30,67.207,6.775
6/15/2021 23:45,67.207,6.775
6/16/2021 0:00,67.184,6.775
6/16/2021 0:15,67.172,6.775
6/16/2021 0:30,67.149,6.775
6/16/2021 0:45,67.138,6.775
6/16/2021 1:00,67.115,6.775
6/16/2021 1:15,67.08,6.775
6/16/2021 1:30,67.069,6.775
6/16/2021 1:45,67.046,6.775
6/16/2021 2:00,67.034,6.775
6/16/2021 2:15,67,6.775
6/16/2021 2:30,66.988,6.775
6/16/2021 2:45,66.984,6.674
6/16/2021 3:00,66.973,6.674
6/16/2021 3:15,66.961,6.674
6/16/2021 3:30,66.961,6.674
6/16/2021 3:45,66.938,6.674
6/16/2021 4:00,66.961,6.674
6/16/2021 4:15,66.961,6.674
6/16/2021 4:30,66.938,6.674
6/16/2021 4:45,66.95,6.674
6/16/2021 5:00,66.938,6.674
6/16/2021 5:15,66.915,6.674
6/16/2021 5:30,66.927,6.674
6/16/2021 5:45,66.927,6.674
6/16/2021 6:00,66.904,6.674
6/16/2021 6:15,66.927,6.674
6/16/2021 6:30,66.938,6.674
6/16/2021 6:45,66.938,6.674
6/16/2021 7:00,66.95,6.674
6/16/2021 7:15,66.95,6.674
6/16/2021 7:30,66.973,6.674
6/16/2021 7:45,66.95,6.674
6/16/2021 8:00,66.965,6.775
6/16/2021 8:15,66.977,6.775
6/16/2021 8:30,67.004,6.877
6/16/2021 8:45,67.004,6.877
6/16/2021 9:00,67.008,6.978
6/16/2021 9:15,67.008,6.978
6/16/2021 9:30,67,7.079
6/16/2021 9:45,67,7.079
6/16/2021 10:00,66.992,7.179
6/16/2021 10:15,67,7.381
6/16/2021 10:30,66.97,7.481
6/16/2021 10:45,66.985,7.582
6/16/2021 11:00,66.974,7.582
6/16/2021 11:15,66.997,7.582
6/16/2021 11:30,66.989,7.682
6/16/2021 11:45,66.966,7.682
6/16/2021 12:00,66.958,7.782
6/16/2021 12:15,66.939,7.882
6/16/2021 12:30,66.939,7.882
6/16/2021 12:45,66.908,7.983
6/16/2021 13:00,66.924,8.082
6/16/2021 13:15,66.897,8.282
6/16/2021 13:30,66.897,8.581
6/16/2021 13:45,66.87,8.779
6/16/2021 14:00,66.854,8.978
6/16/2021 14:15,66.827,9.176
6/16/2021 14:30,66.804,9.176
6/16/2021 14:45,66.812,9.077
6/16/2021 15:00,66.781,8.879
6/16/2021 15:15,66.77,8.879
6/16/2021 15:30,66.755,8.779
6/16/2021 15:45,66.732,8.779
6/16/2021 16:00,66.732,8.779
6/16/2021 16:15,66.72,8.779
6/16/2021 16:30,66.724,8.879
6/16/2021 16:45,66.739,8.978
6/16/2021 17:00,66.735,8.879
6/16/2021 17:15,66.705,8.68
6/16/2021 17:30,66.736,8.581
6/16/2021 17:45,66.755,8.481
6/16/2021 18:00,66.728,8.382
6/16/2021 18:15,66.763,8.382
6/16/2021 18:30,66.759,8.282
6/16/2021 18:45,66.766,8.182
6/16/2021 19:00,66.778,8.182
6/16/2021 19:15,66.774,8.082
6/16/2021 19:30,66.797,8.082
6/16/2021 19:45,66.805,7.983
6/16/2021 20:00,66.816,7.983
6/16/2021 20:15,66.828,7.983
6/16/2021 20:30,66.836,7.882
6/16/2021 20:45,66.847,7.882
6/16/2021 21:00,66.855,7.782
6/16/2021 21:15,66.855,7.782
6/16/2021 21:30,66.839,7.682
6/16/2021 21:45,66.862,7.682
6/16/2021 22:00,66.836,7.582
6/16/2021 22:15,66.847,7.582
6/16/2021 22:30,66.847,7.582
6/16/2021 22:45,66.855,7.481
6/16/2021 23:00,66.832,7.481
6/16/2021 23:15,66.839,7.381
6/16/2021 23:30,66.828,7.381
6/16/2021 23:45,66.828,7.381
6/17/2021 0:00,66.812,7.28
6/17/2021 0:15,66.801,7.28
6/17/2021 0:30,66.801,7.28
6/17/2021 0:45,66.789,7.28
6/17/2021 1:00,66.785,7.179
6/17/2021 1:15,66.774,7.179
6/17/2021 1:30,66.751,7.179
6/17/2021 1:45,66.728,7.179
6/17/2021 2:00,66.713,7.079
6/17/2021 2:15,66.713,7.079
6/17/2021 2:30,66.713,7.079
6/17/2021 2:45,66.713,7.079
6/17/2021 3:00,66.686,6.978
6/17/2021 3:15,66.697,6.978
6/17/2021 3:30,66.674,6.978
6/17/2021 3:45,66.674,6.978
6/17/2021 4:00,66.686,6.978
6/17/2021 4:15,66.674,6.978
6/17/2021 4:30,66.682,6.877
6/17/2021 4:45,66.682,6.877
6/17/2021 5:00,66.693,6.877
6/17/2021 5:15,66.682,6.877
6/17/2021 5:30,66.705,6.877
6/17/2021 5:45,66.705,6.877
6/17/2021 6:00,66.701,6.775
6/17/2021 6:15,66.701,6.775
6/17/2021 6:30,66.724,6.775
6/17/2021 6:45,66.724,6.775
6/17/2021 7:00,66.747,6.775
6/17/2021 7:15,66.735,6.775
6/17/2021 7:30,66.747,6.775
6/17/2021 7:45,66.758,6.775
6/17/2021 8:00,66.758,6.775
6/17/2021 8:15,66.793,6.775
6/17/2021 8:30,66.785,6.877
6/17/2021 8:45,66.808,6.877
6/17/2021 9:00,66.824,6.978
6/17/2021 9:15,66.812,6.978
6/17/2021 9:30,66.816,7.079
6/17/2021 9:45,66.808,7.179
6/17/2021 10:00,66.816,7.381
6/17/2021 10:15,66.809,7.481
6/17/2021 10:30,66.816,7.682
6/17/2021 10:45,66.816,7.682
6/17/2021 11:00,66.809,7.782
6/17/2021 11:15,66.79,7.882
6/17/2021 11:30,66.793,7.983
6/17/2021 11:45,66.805,8.282
6/17/2021 12:00,66.793,8.581
6/17/2021 12:15,66.758,8.879
6/17/2021 12:30,66.773,8.978
6/17/2021 12:45,66.739,8.978
6/17/2021 13:00,66.739,8.978
6/17/2021 13:15,66.72,8.779
6/17/2021 13:30,66.693,8.68
6/17/2021 13:45,66.709,8.779
6/17/2021 14:00,66.689,8.879
6/17/2021 14:15,66.666,8.879
6/17/2021 14:30,66.662,9.077
6/17/2021 14:45,66.643,9.176
6/17/2021 15:00,66.623,9.275
6/17/2021 15:15,66.623,9.275
6/17/2021 15:30,66.608,9.176
6/17/2021 15:45,66.608,9.176
6/17/2021 16:00,66.608,9.176
6/17/2021 16:15,66.593,9.077
6/17/2021 16:30,66.612,8.978
6/17/2021 16:45,66.612,8.978
6/17/2021 17:00,66.62,8.879
6/17/2021 17:15,66.628,8.779
6/17/2021 17:30,66.662,8.779
6/17/2021 17:45,66.647,8.68
6/17/2021 18:00,66.655,8.581
6/17/2021 18:15,66.674,8.481
6/17/2021 18:30,66.682,8.382
6/17/2021 18:45,66.69,8.282
6/17/2021 19:00,66.697,8.182
6/17/2021 19:15,66.709,8.182
6/17/2021 19:30,66.717,8.082
6/17/2021 19:45,66.736,7.983
6/17/2021 20:00,66.713,7.983
6/17/2021 20:15,66.732,7.882
6/17/2021 20:30,66.728,7.782
6/17/2021 20:45,66.736,7.682
6/17/2021 21:00,66.755,7.582
6/17/2021 21:15,66.74,7.481
6/17/2021 21:30,66.759,7.381
6/17/2021 21:45,66.759,7.381
6/17/2021 22:00,66.755,7.28
6/17/2021 22:15,66.766,7.28
6/17/2021 22:30,66.766,7.28
6/17/2021 22:45,66.743,7.28
6/17/2021 23:00,66.728,7.179
6/17/2021 23:15,66.716,7.179
6/17/2021 23:30,66.728,7.179
6/17/2021 23:45,66.724,7.079
6/18/2021 0:00,66.724,7.079
6/18/2021 0:15,66.709,6.978
6/18/2021 0:30,66.697,6.978
6/18/2021 0:45,66.697,6.978
6/18/2021 1:00,66.709,6.978
6/18/2021 1:15,66.693,6.877
6/18/2021 1:30,66.693,6.877
6/18/2021 1:45,66.693,6.877
6/18/2021 2:00,66.693,6.877
6/18/2021 2:15,66.701,6.775
6/18/2021 2:30,66.712,6.775
6/18/2021 2:45,66.712,6.775
6/18/2021 3:00,66.724,6.775
6/18/2021 3:15,66.747,6.775
6/18/2021 3:30,66.758,6.775
6/18/2021 3:45,66.766,6.674
6/18/2021 4:00,66.812,6.674
6/18/2021 4:15,66.823,6.674
6/18/2021 4:30,66.835,6.674
6/18/2021 4:45,66.835,6.674
6/18/2021 5:00,66.846,6.674
6/18/2021 5:15,66.869,6.674
6/18/2021 5:30,66.881,6.674
6/18/2021 5:45,66.923,6.573
6/18/2021 6:00,66.934,6.573
6/18/2021 6:15,66.934,6.573
6/18/2021 6:30,66.98,6.573
6/18/2021 6:45,66.992,6.573
6/18/2021 7:00,67.026,6.573
6/18/2021 7:15,67.072,6.573
6/18/2021 7:30,67.095,6.573
6/18/2021 7:45,67.118,6.573
6/18/2021 8:00,67.141,6.573
6/18/2021 8:15,67.141,6.573
6/18/2021 8:30,67.153,6.573
6/18/2021 8:45,67.164,6.573
6/18/2021 9:00,67.203,6.674
6/18/2021 9:15,67.191,6.674
6/18/2021 9:30,67.18,6.674
6/18/2021 9:45,67.184,6.775
6/18/2021 10:00,67.195,6.775
6/18/2021 10:15,67.153,6.877
6/18/2021 10:30,67.142,6.877
6/18/2021 10:45,67.111,6.978
6/18/2021 11:00,67.103,7.079
6/18/2021 11:15,67.065,7.28
6/18/2021 11:30,67.046,7.381
6/18/2021 11:45,67.027,7.481
6/18/2021 12:00,67.02,7.582
6/18/2021 12:15,66.989,7.682
6/18/2021 12:30,66.974,7.882
6/18/2021 12:45,66.962,7.882
6/18/2021 13:00,66.943,7.682
6/18/2021 13:15,66.931,7.682
6/18/2021 13:30,66.92,7.682
6/18/2021 13:45,66.893,7.882
6/18/2021 14:00,66.874,7.983
6/18/2021 14:15,66.862,7.983
6/18/2021 14:30,66.843,8.082
6/18/2021 14:45,66.839,7.983
6/18/2021 15:00,67.008,7.882
6/18/2021 15:15,66.832,7.782
6/18/2021 15:30,66.843,7.782
6/18/2021 15:45,66.836,7.882
6/18/2021 16:00,66.828,7.983
6/18/2021 16:15,66.839,7.983
6/18/2021 16:30,66.836,7.882
6/18/2021 16:45,66.843,7.782
6/18/2021 17:00,66.843,7.782
6/18/2021 17:15,66.828,7.682
6/18/2021 17:30,66.851,7.682
6/18/2021 17:45,66.859,7.582
6/18/2021 18:00,66.847,7.582
6/18/2021 18:15,66.866,7.481
6/18/2021 18:30,66.912,7.481
6/18/2021 18:45,66.874,7.381
6/18/2021 19:00,66.897,7.381
6/18/2021 19:15,66.893,7.28
6/18/2021 19:30,66.87,7.28
6/18/2021 19:45,66.881,7.28
6/18/2021 20:00,66.912,7.179
6/18/2021 20:15,66.889,7.179
6/18/2021 20:30,66.9,7.179
6/18/2021 20:45,66.908,7.079
6/18/2021 21:00,66.908,7.079
6/18/2021 21:15,66.893,6.978
6/18/2021 21:30,66.904,6.978
6/18/2021 21:45,66.916,6.978
6/18/2021 22:00,66.904,6.978
6/18/2021 22:15,66.889,6.877
6/18/2021 22:30,66.889,6.877
6/18/2021 22:45,66.885,6.775
6/18/2021 23:00,66.896,6.775
6/18/2021 23:15,66.873,6.775
6/18/2021 23:30,66.885,6.775
6/18/2021 23:45,66.885,6.775
6/19/2021 0:00,66.869,6.674
6/19/2021 0:15,66.846,6.674
6/19/2021 0:30,66.846,6.674
6/19/2021 0:45,66.823,6.674
6/19/2021 1:00,66.823,6.674
6/19/2021 1:15,66.808,6.573
6/19/2021 1:30,66.796,6.573
6/19/2021 1:45,66.796,6.573
6/19/2021 2:00,66.785,6.573
6/19/2021 2:15,66.785,6.573
6/19/2021 2:30,66.819,6.573
6/19/2021 2:45,66.804,6.471
