"Plot Title: EC_01"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20636125, SEN S/N: 20636125)","Full Range, μS/cm (LGR S/N: 20636125, SEN S/N: 20636125)","Temp, °C (LGR S/N: 20636125, SEN S/N: 20636125)","Coupler Detached (LGR S/N: 20636125)","Coupler Attached (LGR S/N: 20636125)","Host Connected (LGR S/N: 20636125)","Stopped (LGR S/N: 20636125)","End Of File (LGR S/N: 20636125)"
119,06/26/21 03:45:00 PM,19.3,17.7,12.32,,,,,
120,06/26/21 04:00:00 PM,19.3,17.7,12.27,,,,,
121,06/26/21 04:15:00 PM,19.1,17.8,12.10,,,,,
122,06/26/21 04:30:00 PM,19.1,17.4,12.03,,,,,
123,06/26/21 04:45:00 PM,19.2,17.4,12.07,,,,,
124,06/26/21 05:00:00 PM,19.2,17.4,12.04,,,,,
125,06/26/21 05:15:00 PM,19.1,17.8,11.91,,,,,
126,06/26/21 05:30:00 PM,19.0,17.0,11.74,,,,,
127,06/26/21 05:45:00 PM,19.1,17.8,11.59,,,,,
128,06/26/21 06:00:00 PM,19.0,17.4,11.49,,,,,
129,06/26/21 06:15:00 PM,19.0,17.8,11.36,,,,,
130,06/26/21 06:30:00 PM,18.9,17.0,11.24,,,,,
131,06/26/21 06:45:00 PM,19.0,17.0,11.13,,,,,
132,06/26/21 07:00:00 PM,18.9,17.0,11.04,,,,,
133,06/26/21 07:15:00 PM,19.1,17.8,10.96,,,,,
134,06/26/21 07:30:00 PM,19.0,17.0,10.88,,,,,
135,06/26/21 07:45:00 PM,19.0,17.4,10.80,,,,,
136,06/26/21 08:00:00 PM,19.0,17.4,10.73,,,,,
137,06/26/21 08:15:00 PM,19.0,17.8,10.67,,,,,
138,06/26/21 08:30:00 PM,23.7,23.0,10.61,,,,,
139,06/26/21 08:45:00 PM,18.9,17.4,10.52,,,,,
140,06/26/21 09:00:00 PM,18.9,17.0,10.42,,,,,
141,06/26/21 09:15:00 PM,18.9,17.4,10.36,,,,,
142,06/26/21 09:30:00 PM,18.8,17.0,10.30,,,,,
143,06/26/21 09:45:00 PM,18.9,17.4,10.23,,,,,
144,06/26/21 10:00:00 PM,19.0,17.0,10.08,,,,,
145,06/26/21 10:15:00 PM,18.9,17.0,10.06,,,,,
146,06/26/21 10:30:00 PM,19.0,17.1,9.98,,,,,
147,06/26/21 10:45:00 PM,19.0,17.1,9.93,,,,,
148,06/26/21 11:00:00 PM,18.9,17.1,9.85,,,,,
149,06/26/21 11:15:00 PM,18.9,17.4,9.83,,,,,
150,06/26/21 11:30:00 PM,18.9,17.1,9.79,,,,,
151,06/26/21 11:45:00 PM,18.9,17.1,9.71,,,,,
152,06/27/21 12:00:00 AM,18.9,17.4,9.65,,,,,
153,06/27/21 12:15:00 AM,18.9,17.1,9.62,,,,,
154,06/27/21 12:30:00 AM,18.9,17.1,9.59,,,,,
155,06/27/21 12:45:00 AM,19.0,17.1,9.57,,,,,
156,06/27/21 01:00:00 AM,18.9,17.1,9.53,,,,,
157,06/27/21 01:15:00 AM,18.8,17.1,9.40,,,,,
158,06/27/21 01:30:00 AM,18.7,17.1,9.20,,,,,
159,06/27/21 01:45:00 AM,18.6,17.1,9.06,,,,,
160,06/27/21 02:00:00 AM,18.6,17.1,8.93,,,,,
161,06/27/21 02:15:00 AM,18.5,17.1,8.83,,,,,
162,06/27/21 02:30:00 AM,18.4,17.1,8.76,,,,,
163,06/27/21 02:45:00 AM,18.5,17.1,8.71,,,,,
164,06/27/21 03:00:00 AM,18.5,17.1,8.71,,,,,
165,06/27/21 03:15:00 AM,18.4,17.1,8.72,,,,,
166,06/27/21 03:30:00 AM,18.5,17.1,8.72,,,,,
167,06/27/21 03:45:00 AM,18.5,17.1,8.72,,,,,
168,06/27/21 04:00:00 AM,18.5,17.1,8.73,,,,,
169,06/27/21 04:15:00 AM,18.5,17.1,8.71,,,,,
170,06/27/21 04:30:00 AM,18.5,17.1,8.67,,,,,
171,06/27/21 04:45:00 AM,18.4,17.1,8.64,,,,,
172,06/27/21 05:00:00 AM,18.4,16.7,8.56,,,,,
173,06/27/21 05:15:00 AM,18.4,17.1,8.48,,,,,
174,06/27/21 05:30:00 AM,18.4,17.1,8.44,,,,,
175,06/27/21 05:45:00 AM,18.4,17.1,8.40,,,,,
176,06/27/21 06:00:00 AM,18.4,17.1,8.42,,,,,
177,06/27/21 06:15:00 AM,18.3,17.1,8.40,,,,,
178,06/27/21 06:30:00 AM,18.4,17.1,8.40,,,,,
179,06/27/21 06:45:00 AM,18.3,17.1,8.38,,,,,
180,06/27/21 07:00:00 AM,18.2,16.7,8.38,,,,,
181,06/27/21 07:15:00 AM,18.2,17.1,8.40,,,,,
182,06/27/21 07:30:00 AM,18.3,17.1,8.44,,,,,
183,06/27/21 07:45:00 AM,18.3,17.1,8.46,,,,,
184,06/27/21 08:00:00 AM,18.3,16.7,8.57,,,,,
185,06/27/21 08:15:00 AM,18.3,17.1,8.68,,,,,
186,06/27/21 08:30:00 AM,18.2,17.1,8.69,,,,,
187,06/27/21 08:45:00 AM,18.4,17.1,8.92,,,,,
188,06/27/21 09:00:00 AM,18.6,17.1,9.41,,,,,
189,06/27/21 09:15:00 AM,18.7,17.1,9.69,,,,,
190,06/27/21 09:30:00 AM,18.7,17.1,9.71,,,,,
191,06/27/21 09:45:00 AM,18.7,17.1,9.87,,,,,
192,06/27/21 10:00:00 AM,18.7,17.1,10.00,,,,,
193,06/27/21 10:15:00 AM,18.8,17.0,10.23,,,,,
194,06/27/21 10:30:00 AM,18.8,17.0,10.47,,,,,
195,06/27/21 10:45:00 AM,18.8,17.0,10.63,,,,,
196,06/27/21 11:00:00 AM,18.9,17.0,10.79,,,,,
197,06/27/21 11:15:00 AM,18.9,17.0,10.91,,,,,
198,06/27/21 11:30:00 AM,18.9,17.4,10.91,,,,,
199,06/27/21 11:45:00 AM,18.8,17.0,10.89,,,,,
200,06/27/21 12:00:00 PM,19.0,17.0,11.24,,,,,
201,06/27/21 12:15:00 PM,19.1,17.4,11.63,,,,,
202,06/27/21 12:30:00 PM,19.1,17.4,11.69,,,,,
203,06/27/21 12:45:00 PM,19.1,17.4,11.70,,,,,
204,06/27/21 01:00:00 PM,19.0,17.0,11.62,,,,,
205,06/27/21 01:15:00 PM,18.9,17.0,11.46,,,,,
206,06/27/21 01:30:00 PM,18.9,17.4,11.40,,,,,
207,06/27/21 01:45:00 PM,18.8,17.0,11.38,,,,,
208,06/27/21 02:00:00 PM,18.9,17.4,11.53,,,,,
209,06/27/21 02:15:00 PM,19.0,17.0,11.69,,,,,
210,06/27/21 02:30:00 PM,18.9,17.0,11.59,,,,,
211,06/27/21 02:45:00 PM,18.9,17.0,11.58,,,,,
212,06/27/21 03:00:00 PM,18.7,17.0,11.49,,,,,
213,06/27/21 03:15:00 PM,18.8,17.0,11.46,,,,,
214,06/27/21 03:30:00 PM,18.7,17.0,11.40,,,,,
215,06/27/21 03:45:00 PM,18.7,17.0,11.34,,,,,
216,06/27/21 04:00:00 PM,18.7,17.0,11.25,,,,,
217,06/27/21 04:15:00 PM,18.6,17.0,11.21,,,,,
218,06/27/21 04:30:00 PM,18.7,17.0,11.33,,,,,
219,06/27/21 04:45:00 PM,18.7,17.0,11.54,,,,,
220,06/27/21 05:00:00 PM,18.6,17.0,11.38,,,,,
221,06/27/21 05:15:00 PM,18.5,17.0,11.17,,,,,
222,06/27/21 05:30:00 PM,18.5,17.0,11.00,,,,,
223,06/27/21 05:45:00 PM,18.5,17.0,10.91,,,,,
224,06/27/21 06:00:00 PM,18.4,17.0,10.79,,,,,
225,06/27/21 06:15:00 PM,18.3,17.0,10.68,,,,,
226,06/27/21 06:30:00 PM,18.3,17.0,10.61,,,,,
227,06/27/21 06:45:00 PM,18.3,17.0,10.51,,,,,
228,06/27/21 07:00:00 PM,18.3,17.0,10.47,,,,,
229,06/27/21 07:15:00 PM,18.3,17.0,10.43,,,,,
230,06/27/21 07:30:00 PM,18.3,17.0,10.39,,,,,
231,06/27/21 07:45:00 PM,18.3,17.0,10.35,,,,,
232,06/27/21 08:00:00 PM,18.2,16.7,10.31,,,,,
233,06/27/21 08:15:00 PM,18.2,17.0,10.28,,,,,
234,06/27/21 08:30:00 PM,18.3,17.0,10.26,,,,,
235,06/27/21 08:45:00 PM,18.3,17.0,10.23,,,,,
236,06/27/21 09:00:00 PM,18.3,17.0,10.19,,,,,
237,06/27/21 09:15:00 PM,18.3,17.0,10.18,,,,,
238,06/27/21 09:30:00 PM,18.3,17.0,10.12,,,,,
239,06/27/21 09:45:00 PM,18.3,17.0,10.10,,,,,
240,06/27/21 10:00:00 PM,18.3,17.0,10.06,,,,,
241,06/27/21 10:15:00 PM,18.3,17.1,10.03,,,,,
242,06/27/21 10:30:00 PM,18.2,17.1,9.98,,,,,
243,06/27/21 10:45:00 PM,18.2,16.3,9.95,,,,,
244,06/27/21 11:00:00 PM,18.2,16.7,9.93,,,,,
245,06/27/21 11:15:00 PM,18.2,16.7,9.89,,,,,
246,06/27/21 11:30:00 PM,18.2,16.7,9.86,,,,,
247,06/27/21 11:45:00 PM,18.2,17.1,9.83,,,,,
248,06/28/21 12:00:00 AM,18.2,16.7,9.79,,,,,
249,06/28/21 12:15:00 AM,18.2,17.1,9.77,,,,,
250,06/28/21 12:30:00 AM,18.1,16.7,9.74,,,,,
251,06/28/21 12:45:00 AM,18.1,16.7,9.70,,,,,
252,06/28/21 01:00:00 AM,18.1,16.3,9.66,,,,,
253,06/28/21 01:15:00 AM,18.1,16.7,9.61,,,,,
254,06/28/21 01:30:00 AM,18.1,16.7,9.54,,,,,
255,06/28/21 01:45:00 AM,18.1,16.3,9.51,,,,,
256,06/28/21 02:00:00 AM,18.1,16.7,9.49,,,,,
257,06/28/21 02:15:00 AM,18.1,16.7,9.48,,,,,
258,06/28/21 02:30:00 AM,18.0,17.1,9.45,,,,,
259,06/28/21 02:45:00 AM,18.1,16.7,9.41,,,,,
260,06/28/21 03:00:00 AM,18.1,16.7,9.38,,,,,
261,06/28/21 03:15:00 AM,18.1,16.3,9.37,,,,,
262,06/28/21 03:30:00 AM,18.1,16.7,9.34,,,,,
263,06/28/21 03:45:00 AM,18.0,16.3,9.30,,,,,
264,06/28/21 04:00:00 AM,18.0,16.3,9.29,,,,,
265,06/28/21 04:15:00 AM,18.0,16.3,9.26,,,,,
266,06/28/21 04:30:00 AM,18.0,16.3,9.24,,,,,
267,06/28/21 04:45:00 AM,18.0,16.7,9.20,,,,,
268,06/28/21 05:00:00 AM,17.9,16.7,9.17,,,,,
269,06/28/21 05:15:00 AM,17.9,16.3,9.14,,,,,
270,06/28/21 05:30:00 AM,17.9,16.3,9.10,,,,,
271,06/28/21 05:45:00 AM,17.9,16.7,9.08,,,,,
272,06/28/21 06:00:00 AM,17.9,16.3,9.05,,,,,
273,06/28/21 06:15:00 AM,17.9,16.3,9.02,,,,,
274,06/28/21 06:30:00 AM,17.9,16.7,8.97,,,,,
275,06/28/21 06:45:00 AM,17.9,16.3,8.95,,,,,
276,06/28/21 07:00:00 AM,17.9,16.7,8.93,,,,,
277,06/28/21 07:15:00 AM,17.9,16.3,8.92,,,,,
278,06/28/21 07:30:00 AM,17.9,16.7,8.92,,,,,
279,06/28/21 07:45:00 AM,17.9,16.3,8.93,,,,,
280,06/28/21 08:00:00 AM,17.9,16.3,8.93,,,,,
281,06/28/21 08:15:00 AM,17.9,16.3,8.95,,,,,
282,06/28/21 08:30:00 AM,17.9,16.3,9.01,,,,,
283,06/28/21 08:45:00 AM,17.9,16.7,9.08,,,,,
284,06/28/21 09:00:00 AM,17.9,16.7,9.10,,,,,
285,06/28/21 09:15:00 AM,17.9,16.3,9.09,,,,,
286,06/28/21 09:30:00 AM,17.9,16.7,9.06,,,,,
287,06/28/21 09:45:00 AM,17.9,16.3,9.06,,,,,
288,06/28/21 10:00:00 AM,17.9,16.7,9.10,,,,,
289,06/28/21 10:15:00 AM,17.9,16.7,9.14,,,,,
290,06/28/21 10:30:00 AM,17.9,16.3,9.16,,,,,
291,06/28/21 10:45:00 AM,17.9,16.3,9.18,,,,,
292,06/28/21 11:00:00 AM,17.9,16.7,9.20,,,,,
293,06/28/21 11:15:00 AM,17.9,16.7,9.28,,,,,
294,06/28/21 11:30:00 AM,17.9,16.7,9.40,,,,,
295,06/28/21 11:45:00 AM,18.0,16.7,9.54,,,,,
296,06/28/21 12:00:00 PM,18.1,16.7,9.70,,,,,
297,06/28/21 12:15:00 PM,18.1,16.7,9.78,,,,,
298,06/28/21 12:30:00 PM,18.2,17.1,9.94,,,,,
299,06/28/21 12:45:00 PM,18.3,17.0,10.18,,,,,
300,06/28/21 01:00:00 PM,18.3,16.7,10.30,,,,,
301,06/28/21 01:15:00 PM,18.5,17.0,10.64,,,,,
302,06/28/21 01:30:00 PM,18.8,17.4,11.22,,,,,
303,06/28/21 01:45:00 PM,19.0,17.4,11.57,,,,,
304,06/28/21 02:00:00 PM,19.1,17.8,11.81,,,,,
305,06/28/21 02:15:00 PM,19.0,17.0,11.65,,,,,
306,06/28/21 02:30:00 PM,18.8,17.0,11.42,,,,,
307,06/28/21 02:45:00 PM,18.6,17.0,11.18,,,,,
308,06/28/21 03:00:00 PM,18.5,17.0,10.96,,,,,
309,06/28/21 03:15:00 PM,18.3,17.0,10.83,,,,,
310,06/28/21 03:30:00 PM,18.3,17.0,10.76,,,,,
311,06/28/21 03:45:00 PM,18.3,17.0,10.67,,,,,
312,06/28/21 04:00:00 PM,18.2,16.7,10.55,,,,,
313,06/28/21 04:15:00 PM,18.0,16.7,10.46,,,,,
314,06/28/21 04:30:00 PM,18.0,16.7,10.36,,,,,
315,06/28/21 04:45:00 PM,18.0,16.7,10.28,,,,,
316,06/28/21 05:00:00 PM,18.0,16.7,10.24,,,,,
317,06/28/21 05:15:00 PM,17.9,16.7,10.22,,,,,
318,06/28/21 05:30:00 PM,17.8,16.3,10.16,,,,,
319,06/28/21 05:45:00 PM,17.8,16.3,10.07,,,,,
320,06/28/21 06:00:00 PM,17.8,16.7,9.98,,,,,
321,06/28/21 06:15:00 PM,17.7,16.7,9.90,,,,,
322,06/28/21 06:30:00 PM,17.6,16.7,9.82,,,,,
323,06/28/21 06:45:00 PM,17.6,16.7,9.74,,,,,
324,06/28/21 07:00:00 PM,17.5,16.3,9.65,,,,,
325,06/28/21 07:15:00 PM,17.4,16.7,9.57,,,,,
326,06/28/21 07:30:00 PM,17.4,16.7,9.46,,,,,
327,06/28/21 07:45:00 PM,17.4,16.7,9.36,,,,,
328,06/28/21 08:00:00 PM,17.3,16.3,9.25,,,,,
329,06/28/21 08:15:00 PM,17.3,15.9,9.14,,,,,
330,06/28/21 08:30:00 PM,17.2,15.9,9.09,,,,,
331,06/28/21 08:45:00 PM,17.2,15.9,9.05,,,,,
332,06/28/21 09:00:00 PM,17.3,16.3,9.04,,,,,
333,06/28/21 09:15:00 PM,17.3,15.9,9.04,,,,,
334,06/28/21 09:30:00 PM,17.2,15.9,9.04,,,,,
335,06/28/21 09:45:00 PM,17.3,15.9,9.01,,,,,
336,06/28/21 10:00:00 PM,17.3,15.9,9.00,,,,,
337,06/28/21 10:15:00 PM,17.2,15.9,8.97,,,,,
338,06/28/21 10:30:00 PM,17.3,16.3,8.96,,,,,
339,06/28/21 10:45:00 PM,17.3,15.9,8.95,,,,,
340,06/28/21 11:00:00 PM,17.2,15.9,8.92,,,,,
341,06/28/21 11:15:00 PM,17.3,16.0,8.89,,,,,
342,06/28/21 11:30:00 PM,17.2,16.3,8.87,,,,,
343,06/28/21 11:45:00 PM,17.2,16.0,8.84,,,,,
344,06/29/21 12:00:00 AM,17.3,16.0,8.80,,,,,
345,06/29/21 12:15:00 AM,17.2,16.0,8.76,,,,,
346,06/29/21 12:30:00 AM,17.2,16.0,8.75,,,,,
347,06/29/21 12:45:00 AM,17.2,16.3,8.71,,,,,
348,06/29/21 01:00:00 AM,17.2,16.0,8.68,,,,,
349,06/29/21 01:15:00 AM,17.2,16.0,8.64,,,,,
350,06/29/21 01:30:00 AM,17.2,16.0,8.60,,,,,
351,06/29/21 01:45:00 AM,17.2,16.3,8.56,,,,,
352,06/29/21 02:00:00 AM,17.2,16.0,8.52,,,,,
353,06/29/21 02:15:00 AM,17.2,16.0,8.49,,,,,
354,06/29/21 02:30:00 AM,17.2,16.0,8.44,,,,,
355,06/29/21 02:45:00 AM,17.2,16.3,8.42,,,,,
356,06/29/21 03:00:00 AM,17.2,16.0,8.38,,,,,
357,06/29/21 03:15:00 AM,17.2,16.0,8.34,,,,,
358,06/29/21 03:30:00 AM,17.1,16.0,8.27,,,,,
359,06/29/21 03:45:00 AM,17.1,16.0,8.22,,,,,
360,06/29/21 04:00:00 AM,17.1,16.0,8.15,,,,,
361,06/29/21 04:15:00 AM,17.0,16.0,8.07,,,,,
362,06/29/21 04:30:00 AM,17.0,16.0,7.97,,,,,
363,06/29/21 04:45:00 AM,17.0,16.0,7.90,,,,,
364,06/29/21 05:00:00 AM,17.0,16.0,7.83,,,,,
365,06/29/21 05:15:00 AM,17.0,16.0,7.77,,,,,
366,06/29/21 05:30:00 AM,16.8,16.0,7.71,,,,,
367,06/29/21 05:45:00 AM,16.9,16.0,7.67,,,,,
368,06/29/21 06:00:00 AM,16.9,16.0,7.66,,,,,
369,06/29/21 06:15:00 AM,17.0,16.0,7.65,,,,,
370,06/29/21 06:30:00 AM,17.0,16.0,7.65,,,,,
371,06/29/21 06:45:00 AM,16.9,16.0,7.62,,,,,
372,06/29/21 07:00:00 AM,16.9,16.0,7.61,,,,,
373,06/29/21 07:15:00 AM,16.8,16.0,7.61,,,,,
374,06/29/21 07:30:00 AM,16.9,16.0,7.59,,,,,
375,06/29/21 07:45:00 AM,16.9,16.0,7.61,,,,,
376,06/29/21 08:00:00 AM,16.9,16.0,7.63,,,,,
377,06/29/21 08:15:00 AM,16.9,16.0,7.69,,,,,
378,06/29/21 08:30:00 AM,17.0,16.0,7.75,,,,,
379,06/29/21 08:45:00 AM,17.0,16.0,7.83,,,,,
380,06/29/21 09:00:00 AM,17.1,16.0,7.98,,,,,
381,06/29/21 09:15:00 AM,17.2,16.0,8.16,,,,,
382,06/29/21 09:30:00 AM,17.4,16.3,8.42,,,,,
383,06/29/21 09:45:00 AM,17.4,16.3,8.67,,,,,
384,06/29/21 10:00:00 AM,17.6,16.7,8.92,,,,,
385,06/29/21 10:15:00 AM,17.7,16.7,9.09,,,,,
386,06/29/21 10:30:00 AM,17.8,16.3,9.24,,,,,
387,06/29/21 10:45:00 AM,17.9,16.7,9.36,,,,,
388,06/29/21 11:00:00 AM,18.0,16.7,9.49,,,,,
389,06/29/21 11:15:00 AM,18.1,16.7,9.66,,,,,
390,06/29/21 11:30:00 AM,18.2,16.7,9.82,,,,,
391,06/29/21 11:45:00 AM,18.3,17.0,10.07,,,,,
392,06/29/21 12:00:00 PM,18.5,17.0,10.36,,,,,
393,06/29/21 12:15:00 PM,18.5,17.0,10.52,,,,,
394,06/29/21 12:30:00 PM,18.6,17.0,10.72,,,,,
395,06/29/21 12:45:00 PM,18.8,17.0,10.99,,,,,
396,06/29/21 01:00:00 PM,19.0,17.4,11.20,,,,,
397,06/29/21 01:15:00 PM,18.9,17.4,11.22,,,,,
398,06/29/21 01:30:00 PM,19.0,17.4,11.18,,,,,
