"","x_pred","x","ele_arcpro","date","Flux_ave","adjusted_ppm","slope_mid","slope_up","catchment_ha","site"
"44",219.7178335,219,4306.161133,NA,NA,NA,NA,NA,4.3722,"Ante"
"45",220.7265094,220,4306.161133,"44383",0.235,1272.841318,0.122794865,0.10855505,4.3722,"Ante"
"46",225.7698892,225,4305.318848,NA,NA,NA,NA,NA,4.437,"Ante"
"47",230.813269,230,4305.040039,NA,NA,NA,NA,NA,4.446,"Ante"
"48",235.8566487,235,4304.758789,NA,NA,NA,NA,NA,4.6818,"Ante"
"49",240.9000285,240,4304.735352,NA,NA,NA,NA,NA,4.7511,"Ante"
"50",242.9173804,242,4304.735352,NA,NA,NA,NA,NA,4.7511,"Ante"
"51",246.7750489,245,4304.735352,"44383",0.285,1209.46321,0.001112458,0.027778699,4.8294,"Ante"
"52",251.8497277,250,4304.735352,NA,NA,NA,NA,NA,5.0724,"Ante"
"53",256.9244064,255,4304.735352,NA,NA,NA,NA,NA,5.1336,"Ante"
"54",257.9393422,256,4304.735352,NA,NA,NA,NA,NA,5.1993,"Ante"
"55",261.9990852,260,4304.735352,NA,NA,NA,NA,NA,5.2128,"Ante"
"56",264.0289567,262,4304.735352,NA,NA,NA,NA,NA,5.2128,"Ante"
"57",267.0178072,265,4304.735352,"44383",0.285,1311.062431,0.021570249,0,5.2578,"Ante"
"58",271.9992247,270,4304.713379,NA,NA,NA,NA,NA,5.2596,"Ante"
"59",276.9806422,275,4304.302734,NA,NA,NA,NA,NA,5.2947,"Ante"
"60",281.9620597,280,4304.055176,NA,NA,NA,NA,NA,5.3064,"Ante"
"61",286.9434772,285,4303.751953,NA,NA,NA,NA,NA,5.3073,"Ante"
"62",291.9248947,290,4303.177734,NA,NA,NA,NA,NA,5.319,"Ante"
"63",296.9063122,295,4301.858887,NA,NA,NA,NA,NA,5.3271,"Ante"
"64",304.1738679,300,4299.969238,"44383",0.265,522.9615036,0.356467119,0.183953416,5.3289,"Ante"
"65",304.3555568,301,4299.969238,NA,NA,NA,NA,NA,5.3289,"Ante"
"66",304.9006235,304,4298.865234,NA,NA,NA,NA,NA,5.3298,"Ante"
"67",305.8617834,305,4298.865234,NA,NA,NA,NA,NA,5.3298,"Ante"
"68",310.6675827,310,4296.496582,NA,NA,NA,NA,NA,5.3316,"Ante"
"69",315.473382,315,4295.293457,NA,NA,NA,NA,NA,5.3325,"Ante"
"70",319.7986013,319.5,4294.086426,NA,NA,NA,NA,NA,5.3334,"Ante"
"71",320.3025864,320,4294.086426,NA,NA,NA,NA,NA,5.3334,"Ante"
"72",325.3424366,325,4291.609863,NA,NA,NA,NA,NA,5.3352,"Ante"
"73",330.3822869,330,4290.334961,NA,NA,NA,NA,NA,5.3361,"Ante"
"74",334.414167,334,4289.691895,NA,NA,NA,NA,NA,5.337,"Ante"
"75",335.4221371,335,4289.048828,NA,NA,NA,NA,NA,5.337,"Ante"
"76",340.4619873,340,4287.746094,NA,NA,NA,NA,NA,5.3379,"Ante"
"77",345.4010406,344.9,4285.15332,NA,NA,NA,NA,NA,5.3397,"Ante"
"78",346.5863633,345,4285.15332,NA,NA,NA,NA,NA,5.3397,"Ante"
"79",351.5098208,350,4284.001465,NA,NA,NA,NA,NA,5.3406,"Ante"
"80",356.4332783,355,4282.266113,NA,NA,NA,NA,NA,5.4522,"Ante"
"81",361.3567358,360,4281.239746,NA,NA,NA,NA,NA,5.4837,"Ante"
"82",366.2801932,365,4280.348633,NA,-0.01,316.8696346,NA,NA,5.5107,"Ante"
"83",370.2189592,369,4279.837891,NA,NA,NA,NA,NA,5.5746,"Ante"
"84",371.1502926,370,4279.837891,NA,NA,NA,NA,NA,5.5746,"Ante"
"85",373.4786261,372.5,4279.110352,"44382",0.08,548.8156906,0.192252106,0.222639007,5.5755,"Ante"
"86",375.8069596,375,4278.279297,"44383",0.075,563.8440146,0.169627599,0.205785155,5.5764,"Ante"
"87",380.4636266,380,4277.566406,NA,NA,NA,NA,NA,5.6709,"Ante"
"88",385.1202936,385,4277.152832,NA,NA,NA,NA,NA,5.832,"Ante"
"89",389.7769606,390,4276.847656,NA,NA,NA,NA,NA,5.9562,"Ante"
"90",394.4336276,395,4276.48877,"44382",0.223333333,1026.038211,0.076328349,0.096127069,5.9571,"Ante"
"91",399.1903176,400,4276.101563,NA,NA,NA,NA,NA,5.958,"Ante"
"92",403.9470076,405,4275.71582,NA,NA,NA,NA,NA,5.9589,"Ante"
"93",408.7036977,410,4275.3125,NA,NA,NA,NA,NA,5.9598,"Ante"
"94",413.4603877,415,4274.90918,"44382",0.373333333,2425.550391,0.136038873,0.083019389,6.0975,"Ante"
"95",418.2170777,420,4274.241211,NA,NA,NA,NA,NA,6.1254,"Ante"
"96",422.9737677,425,4273.127441,"44382",0.093333333,1744.438456,0.239614205,0.136038873,6.1272,"Ante"
"97",427.7304578,430,4271.418945,NA,NA,NA,NA,NA,6.129,"Ante"
"98",432.4871478,435,4270.350098,NA,NA,NA,NA,NA,6.1299,"Ante"
"99",437.2438378,440,4268.410645,NA,NA,NA,NA,NA,6.1605,"Ante"
"100",442.0005279,445,4267.509766,NA,NA,NA,NA,NA,10.0629,"Ante"
"101",442.8567321,445.9,4267.509766,"44382",0.11,785.6929274,0.151001485,0.282537095,10.0629,"Ante"
"102",444.1906035,446,4267.509766,NA,NA,NA,NA,NA,10.0629,"Ante"
"103",447.3490501,450,4267.509766,"44383",1.075,1008.527805,0.050045138,0.199258894,10.1124,"Ante"
"104",451.2971085,455,4267.509766,NA,NA,NA,NA,NA,10.2807,"Ante"
"105",452.0867201,456,4267.509766,NA,NA,NA,NA,NA,10.2807,"Ante"
"106",455.2451668,460,4267.509766,NA,NA,NA,NA,NA,10.3284,"Ante"
"107",-20,NA,3946.52002,NA,NA,NA,NA,NA,50.2047,"Colm"
"108",-10,NA,3946.228516,NA,NA,NA,NA,NA,NA,"Colm"
"109",2.774599164,0,3946.07251,"44386",-0.665,701.356737,0.006297579,0.019649523,50.4729,"Colm"
"110",14.77237845,10,3946.07251,NA,NA,NA,NA,NA,50.5512,"Colm"
"111",26.77015774,20,3945.658203,NA,NA,NA,NA,NA,50.5899,"Colm"
"112",38.76793703,30,3944.343262,NA,NA,NA,NA,NA,53.3835,"Colm"
"113",50.76571632,40,3943.44458,NA,NA,NA,NA,NA,53.4222,"Colm"
"114",53.16527218,42,3943.261963,"44386",0.175,NA,0.06718616,0.090783467,53.4267,"Colm"
"115",59.99293351,50,3942.917236,NA,NA,NA,NA,NA,75.591,"Colm"
"116",68.52751017,60,3942.849854,NA,NA,NA,NA,NA,75.6306,"Colm"
"117",77.06208683,70,3942.849854,NA,NA,NA,NA,NA,75.6324,"Colm"
"118",85.59666349,80,3942.849854,NA,NA,NA,NA,NA,75.6342,"Colm"
"119",94.13124015,90,3942.849854,NA,NA,NA,NA,NA,75.636,"Colm"
"120",96.69161314,93,3942.849854,"44386",0.16,883.8983801,0,0,75.6369,"Colm"
"121",102.9427095,100,3942.849854,NA,NA,NA,NA,NA,75.6378,"Colm"
"122",111.8728471,110,3942.849854,NA,NA,NA,NA,NA,75.6396,"Colm"
"123",120.8029847,120,3942.849854,NA,NA,NA,NA,NA,75.6414,"Colm"
"124",129.7331223,130,3942.849854,NA,NA,NA,NA,NA,75.6432,"Colm"
"125",137.7702462,139,3942.849854,"44386",1.25,NA,0,0,75.645,"Colm"
"126",138.6632599,140,3942.849854,NA,NA,NA,NA,NA,75.645,"Colm"
"127",146.7003838,149,3942.849854,NA,NA,NA,NA,NA,78.12,"Colm"
"128",147.5933975,150,3942.849854,NA,NA,NA,NA,NA,78.12,"Colm"
"129",156.957704,160,3942.849854,NA,NA,NA,NA,NA,79.2963,"Colm"
"130",166.3220104,170,3942.331299,NA,NA,NA,NA,NA,79.2981,"Colm"
"131",175.6863169,180,3939.856934,NA,NA,NA,NA,NA,79.2999,"Colm"
"132",177.5591782,182,3939.856934,"44386",0.075,761.8216451,0.295284762,0.145276982,79.2999,"Colm"
"133",185.0506233,190,3936.801025,NA,NA,NA,NA,NA,79.3206,"Colm"
"134",188.7963459,194,3934.958008,NA,NA,NA,NA,NA,79.3323,"Colm"
"135",194.4149298,200,3934.366211,NA,NA,NA,NA,NA,79.4538,"Colm"
"136",204.0255187,210,3934.366211,NA,NA,NA,NA,NA,79.5384,"Colm"
"137",209.7918721,216,3934.366211,"44384",2.47,840.9457288,0.003848619,0.028186814,79.5861,"Colm"
"138",213.6361076,220,3934.366211,NA,NA,NA,NA,NA,79.8822,"Colm"
"139",223.2466966,230,3934.292236,NA,NA,NA,NA,NA,80.2377,"Colm"
"140",232.8572855,240,3933.963135,NA,NA,NA,NA,NA,80.2476,"Colm"
"141",242.4678744,NA,3933.571777,"44386",0.505,NA,0.037482563,0.037482563,80.2764,"Colm"
"142",242.4678744,250,3933.571777,NA,NA,NA,NA,NA,80.2764,"Colm"
"143",252.4578848,260,3933.318359,NA,NA,NA,NA,NA,80.2917,"Colm"
"144",255.4548879,263,3933.21582,NA,NA,NA,NA,NA,80.2935,"Colm"
"145",261.4942155,NA,3932.940918,"44384",1.73,727.4525297,0.044294699,0.033157137,80.4258,"Colm"
"146",262.4478952,270,3932.783447,NA,NA,NA,NA,NA,80.442,"Colm"
"147",272.4379056,280,3932.43335,NA,NA,NA,NA,NA,80.6544,"Colm"
"148",278.4319119,286,3932.022461,NA,NA,NA,NA,NA,80.667,"Colm"
"149",282.427916,290,3931.770264,NA,NA,NA,NA,NA,104.8662,"Colm"
"150",292.4179264,300,3931.503662,"44384",0.625,1011.31155,0.016998834,0.046530882,105.3261,"Colm"
"151",293.4856495,301,3931.503662,NA,NA,NA,NA,NA,105.3261,"Colm"
"152",303.0951569,310,3931.418945,NA,NA,NA,NA,NA,105.4584,"Colm"
"153",313.7723873,320,3931.287598,NA,NA,NA,NA,NA,105.5313,"Colm"
"154",324.4496177,330,3930.820801,NA,NA,NA,NA,NA,105.5628,"Colm"
"155",332.9914021,338,3930.222168,NA,NA,NA,NA,NA,105.5727,"Colm"
"156",335.1268482,340,3930.051025,NA,NA,NA,NA,NA,105.6339,"Colm"
"157",345.8040786,350,3929.794678,NA,NA,NA,NA,NA,106.1244,"Colm"
"158",355.3804133,360,3929.671143,NA,NA,NA,NA,NA,106.2558,"Colm"
"159",356.3380468,361,3929.671143,NA,NA,NA,NA,NA,106.2558,"Colm"
"160",364.956748,370,3929.55127,NA,NA,NA,NA,NA,106.4403,"Colm"
"161",374.5330827,380,3929.471191,NA,NA,NA,NA,NA,107.8443,"Colm"
"162",384.1094174,390,3929.425537,NA,NA,NA,NA,NA,165.915,"Colm"
"163",389.8552182,396,3929.425537,NA,NA,NA,NA,NA,166.0563,"Colm"
"164",393.6857521,400,3929.425537,NA,NA,NA,NA,NA,166.0851,"Colm"
"165",394.3199652,NA,3929.425537,"44384",2.45,1273.369103,0.008838805,0.002307286,166.0851,"Colm"
"166",399.9920551,407,3929.425537,NA,NA,NA,NA,NA,166.0887,"Colm"
"167",402.6947564,410,3929.419189,NA,NA,NA,NA,NA,166.0932,"Colm"
"168",411.7037607,420,3929.232422,NA,NA,NA,NA,NA,166.1481,"Colm"
"169",420.7127649,430,3928.985352,NA,NA,NA,NA,NA,166.2813,"Colm"
"170",429.7217692,440,3928.959473,NA,NA,NA,NA,NA,166.4073,"Colm"
"171",434.2262713,445,3928.959473,"44384",0.485,1055.136888,0,0.012118942,166.4082,"Colm"
"172",435.8891252,NA,3928.959473,"44384",2.08,1384.809342,0,0.01128571,166.4622,"Colm"
"173",438.7307735,450,3928.959473,NA,NA,NA,NA,NA,166.4622,"Colm"
"174",448.4383807,460,3928.959473,NA,NA,NA,NA,NA,169.614,"Colm"
"175",458.1459879,470,3928.885986,NA,NA,NA,NA,NA,169.6221,"Colm"
"176",467.8535951,480,3928.735107,NA,NA,NA,NA,NA,169.7517,"Colm"
"177",477.5612023,490,3928.168945,NA,NA,NA,NA,NA,169.7688,"Colm"
"178",487.2688095,500,3927.251953,NA,NA,NA,NA,NA,169.8075,"Colm"
"179",491.7076347,NA,3926.946533,"44384",2.31,1250.423056,0.062679724,0.086411327,169.821,"Colm"
"180",496.8739971,510,3926.683594,NA,NA,NA,NA,NA,169.8219,"Colm"
"181",506.4791846,520,3926.047852,NA,NA,NA,NA,NA,169.8237,"Colm"
"182",516.0843722,530,3925.167725,NA,NA,NA,NA,NA,170.6256,"Colm"
"183",524.3889457,NA,3924.699707,"44384",2.105,1019.784908,0.042167787,0.075274315,170.6283,"Colm"
"184",525.6895598,540,3924.699707,NA,NA,NA,NA,NA,170.6283,"Colm"
"185",535.2947473,550,3924.357666,NA,NA,NA,NA,NA,170.6301,"Colm"
"186",539.6931612,560,3923.982178,NA,NA,NA,NA,NA,171.063,"Colm"
"187",544.0915752,570,3923.717285,NA,NA,NA,NA,NA,171.0639,"Colm"
"188",548.4899891,580,3923.432129,NA,NA,NA,NA,NA,171.0648,"Colm"
"189",552.888403,590,3923.113281,NA,NA,NA,NA,NA,171.0657,"Colm"
"190",557.2868169,600,3922.74707,"44384",1.95,1218.528675,0.039792336,0.077875686,171.2421,"Colm"
"191",566.9506585,610,3922.553711,NA,NA,NA,NA,NA,172.2924,"Colm"
"192",576.6145001,620,3922.373291,NA,NA,NA,NA,NA,172.3779,"Colm"
"193",581.4464209,625,3922.308838,NA,NA,NA,NA,NA,172.3824,"Colm"
"194",583.8437892,NA,3922.213623,"44384",1.185,1313.90785,0.028269658,0.020131733,172.4148,"Colm"
"195",586.2783417,630,3922.116211,NA,NA,NA,NA,NA,172.4193,"Colm"
"196",595.9421833,640,3921.826904,NA,NA,NA,NA,NA,172.4841,"Colm"
"197",605.606025,650,3921.699951,NA,NA,NA,NA,NA,172.5237,"Colm"
"198",611.138713,NA,3921.699951,"44384",1.23,1340.152269,0,0.016743917,172.5246,"Colm"
"199",615.879165,660,3921.699951,NA,NA,NA,NA,NA,172.5255,"Colm"
"200",626.1523051,670,3921.699951,NA,NA,NA,NA,NA,172.5273,"Colm"
"201",630.2615611,674,3921.699951,NA,NA,NA,NA,NA,172.5282,"Colm"
"202",636.4254452,680,3921.699951,NA,NA,NA,NA,NA,172.53,"Colm"
"203",646.6985853,690,3921.699951,NA,NA,NA,NA,NA,173.0916,"Colm"
"204",656.9717253,700,3921.699951,"44384",4.315,1318.547174,0.012053589,0,173.5299,"Colm"
"205",680.2806988,720,3921.295166,NA,NA,NA,NA,NA,174.1104,"Colm"
"206",687.5236374,760,3920.249023,NA,NA,NA,NA,NA,174.5982,"Colm"
"207",703.3632552,770,3920.207764,NA,NA,NA,NA,NA,174.6387,"Colm"
"208",704.947217,771,3920.207764,NA,NA,NA,NA,NA,174.6387,"Colm"
"209",705.6929331,750,3920.541748,NA,NA,NA,NA,NA,174.3192,"Colm"
"210",705.8818349,730,3921.01416,NA,NA,NA,NA,NA,174.2571,"Colm"
"211",705.9762857,740,3920.751953,NA,NA,NA,NA,NA,174.3048,"Colm"
"212",706.0235111,745,3920.751953,NA,NA,NA,NA,NA,174.3048,"Colm"
"213",706.0707366,710,3921.527832,NA,NA,NA,NA,NA,173.9241,"Colm"
"214",711.8209568,780,3919.793213,NA,NA,NA,NA,NA,174.6846,"Colm"
"215",719.4584456,790,3919.342529,NA,NA,NA,NA,NA,174.7476,"Colm"
"216",727.0959343,800,3919.095703,NA,NA,NA,NA,NA,174.7989,"Colm"
"217",736.1014107,810,3918.617188,NA,NA,NA,NA,NA,175.0617,"Colm"
"218",745.1068871,820,3917.923828,NA,NA,NA,NA,NA,175.2579,"Colm"
"219",754.1123636,830,3917.619629,NA,NA,NA,NA,NA,175.3623,"Colm"
"220",763.11784,840,3917.619629,NA,NA,NA,NA,NA,175.4271,"Colm"
"221",772.1233165,850,3917.619629,NA,NA,NA,NA,NA,175.4829,"Colm"
"222",785.6321834,860,3917.619629,NA,NA,NA,NA,NA,175.5414,"Colm"
"223",799.1410503,870,3917.619629,"44384",0.33,1245.17563,0,0,175.6143,"Colm"
"224",812.6499172,880,3917.619629,NA,NA,NA,NA,NA,175.6404,"Colm"
"225",816.7025773,883,3917.619629,NA,NA,NA,NA,NA,177.6636,"Colm"
"226",826.1587841,890,3915.863281,NA,NA,NA,NA,NA,177.6672,"Colm"
"227",838.1040354,921,3910.070313,NA,NA,NA,NA,NA,187.6824,"Colm"
"228",839.667651,902,3912.754883,NA,NA,NA,NA,NA,177.6834,"Colm"
"229",839.667651,915,3911.470215,NA,NA,NA,NA,NA,177.6834,"Colm"
"230",839.667651,900,3912.754883,NA,NA,NA,NA,NA,177.6906,"Colm"
"231",839.667651,910,3911.470215,NA,NA,NA,NA,NA,177.6906,"Colm"
"232",839.667651,920,3910.070313,NA,NA,NA,NA,NA,187.6824,"Colm"
"233",847.9696001,930,3908.401367,NA,NA,NA,NA,NA,187.6977,"Colm"
"234",858.9313386,940,3906.325195,"44384",0,754.3712352,0.105669826,0.194413348,187.7085,"Colm"
"235",869.8930772,950,3906.084717,NA,NA,NA,NA,NA,188.3124,"Colm"
"236",877.6950609,960,3906.084717,NA,NA,NA,NA,NA,188.3232,"Colm"
"237",879.2554576,962,3906.084717,NA,NA,NA,NA,NA,188.3502,"Colm"
"238",882.3762511,966,3906.084717,"44384",0.785,764.1083701,0.018515554,0.010257151,190.3257,"Colm"
"239",885.8986514,970,3906.084717,NA,NA,NA,NA,NA,190.395,"Colm"
"240",894.7046521,980,3905.769775,NA,NA,NA,NA,NA,190.3986,"Colm"
"241",903.5106529,990,3904.266602,NA,NA,NA,NA,NA,190.4139,"Colm"
"242",912.3166536,1000,3902.342041,"44384",1.81,819.375235,0.174797247,0.194624898,190.4778,"Colm"
"243",913.3506604,1001,3902.342041,NA,NA,NA,NA,NA,190.4778,"Colm"
"244",922.656721,1010,3900.919922,NA,NA,NA,NA,NA,190.5786,"Colm"
"245",932.9967884,1020,3899.588135,NA,NA,NA,NA,NA,190.6515,"Colm"
"246",934.0240138,1021,3899.588135,"44384",0.135,836.6046946,0.093168062,0.133210416,190.6515,"Colm"
"247",943.2690419,1030,3898.999512,NA,NA,NA,NA,NA,190.9134,"Colm"
"248",953.5412953,1040,3898.608398,NA,NA,NA,NA,NA,193.1877,"Colm"
"249",956.5147518,NA,3898.608398,"44384",0.08,1345.388003,0.017180872,0.043561799,193.3002,"Colm"
"250",958.6774221,1045,3898.608398,"44384",0.44,1257.75926,0,0.0253832,193.3578,"Colm"
"251",966.0335442,1050,3898.608398,NA,NA,NA,NA,NA,193.3992,"Colm"
"252",975.6167674,1060,3898.608398,NA,NA,NA,NA,NA,193.617,"Colm"
"253",985.1999907,1070,3898.608398,NA,NA,NA,NA,NA,193.716,"Colm"
"254",994.7832139,1080,3898.608398,NA,NA,NA,NA,NA,193.7835,"Colm"
"255",1003.408115,1089,3898.608398,NA,NA,NA,NA,NA,193.806,"Colm"
"256",1004.366437,1090,3898.608398,NA,NA,NA,NA,NA,193.806,"Colm"
"257",1006.283082,1092,3898.608398,"44383",0.22,849.2232479,0,0,193.8078,"Colm"
"258",1013.099867,1100,3898.608398,NA,NA,NA,NA,NA,193.8087,"Colm"
"259",1017.3552,1104,3898.608398,NA,NA,NA,NA,NA,193.8105,"Colm"
"260",1018.419034,1105,3898.608398,NA,NA,NA,NA,NA,193.8105,"Colm"
"261",1022.674367,1109,3898.608398,"44383",1.485,1103.597847,0,0,193.8123,"Colm"
"262",1023.692273,1110,3898.608398,NA,NA,NA,NA,NA,193.8123,"Colm"
"263",1033.871325,1120,3898.608398,NA,NA,NA,NA,NA,193.815,"Colm"
"264",1044.050378,1130,3898.608398,NA,NA,NA,NA,NA,193.8177,"Colm"
"265",1054.229431,1140,3898.608398,NA,NA,NA,NA,NA,193.8213,"Colm"
"266",1062.372673,1148,3898.608398,NA,NA,NA,NA,NA,193.8222,"Colm"
"267",1064.408483,1150,3898.608398,NA,NA,NA,0,0,193.8249,"Colm"
"268",1071.979626,1156,3898.608398,"44383",1.005,921.4522092,0,0,193.8258,"Colm"
"269",1075.625339,1160,3898.608398,NA,NA,NA,NA,NA,193.8276,"Colm"
"270",1084.739621,1170,3898.608398,NA,NA,NA,NA,NA,193.8303,"Colm"
"271",1093.853903,1180,3898.608398,NA,NA,NA,NA,NA,193.833,"Colm"
"272",1102.968186,1190,3898.608398,NA,NA,NA,NA,NA,193.8357,"Colm"
"273",1112.082468,1200,3898.608398,NA,NA,NA,NA,NA,193.8375,"Colm"
"274",1122.876847,1210,3898.608398,"44383",2.15,987.1542729,0,0,193.8402,"Colm"
"275",1128.411373,1216,3898.608398,NA,NA,NA,NA,NA,193.8429,"Colm"
"276",1132.101058,1220,3898.608398,NA,NA,NA,NA,NA,193.8438,"Colm"
"277",1141.325269,1230,3898.608398,NA,NA,NA,NA,NA,193.8465,"Colm"
"278",1150.54948,1240,3898.608398,NA,NA,NA,NA,NA,193.8492,"Colm"
"279",1159.773691,1250,3898.608398,NA,NA,NA,NA,NA,193.8519,"Colm"
"280",1165.262869,1260,3898.608398,NA,NA,NA,NA,NA,193.8555,"Colm"
"281",1169.105293,1267,3898.608398,"44383",1.06,979.2442331,0,0,194.2452,"Colm"
"282",1172.60181,1270,3898.608398,NA,NA,NA,NA,NA,194.31,"Colm"
"283",1184.256868,1280,3898.608398,NA,NA,NA,NA,NA,194.4693,"Colm"
"284",1195.911927,1290,3898.608398,NA,NA,NA,NA,NA,194.6727,"Colm"
"285",1207.566985,1300,3898.608398,NA,NA,NA,NA,NA,194.8221,"Colm"
"286",1209.708346,1302,3898.608398,NA,NA,NA,NA,NA,208.9215,"Colm"
"287",1212.613511,1305,3898.608398,NA,NA,NA,NA,NA,209.7243,"Colm"
"288",1217.455452,1310,3898.608398,NA,NA,NA,NA,NA,210.1815,"Colm"
"289",1227.139335,1320,3898.608398,"44383",2.675,958.5380473,0,0,210.2562,"Colm"
"290",1236.823218,1330,3898.608398,NA,NA,NA,NA,NA,210.3291,"Colm"
"291",1239.162201,NA,3898.608398,"44383",1.345,1022.632975,0,0,210.3669,"Colm"
"292",1246.5071,1340,3898.608398,NA,NA,NA,NA,NA,210.3696,"Colm"
"293",1256.190983,1350,3898.608398,NA,NA,NA,NA,NA,210.3777,"Colm"
"294",114.2157327,118,4089.29834,"",NA,NA,NA,NA,82.5363,"GaviDown"
"295",115.1265583,119,4089.29834,"",NA,NA,NA,NA,82.5363,"GaviDown"
"296",125.3143311,129,4086.911377,"6/18/2021",0.135,899.4165224,0.234284867,0.215068869,82.6488,"GaviDown"
"297",135.5021039,139,4084.524658,"",NA,NA,NA,NA,82.7865,"GaviDown"
"298",139.1841826,144.5,4083.687012,"",NA,NA,NA,NA,82.8198,"GaviDown"
"299",143.2109137,149,4082.899414,"6/18/2021",0.99,794.6122934,0.181935439,0.22417481,82.8495,"GaviDown"
"300",144.2847087,150.2,4082.899414,"",NA,NA,NA,NA,82.8495,"GaviDown"
"301",145.8954011,152,4082.899414,"",NA,NA,NA,NA,82.8495,"GaviDown"
"302",149.4747176,156,4082.176025,"",NA,NA,NA,NA,82.872,"GaviDown"
"303",152.159205,159,4081.494141,"",NA,NA,NA,NA,82.8954,"GaviDown"
"304",161.1074963,169,4080.660645,"",NA,NA,NA,NA,82.9566,"GaviDown"
"305",161.9067572,179,4080.080566,"",NA,NA,NA,NA,82.9629,"GaviDown"
"306",167.3119917,189,4079.577637,"",NA,NA,NA,NA,83.0538,"GaviDown"
"307",171.6361794,197,4079.116455,"6/18/2021",0.915,760.3268293,0.098235437,0.122076764,83.061,"GaviDown"
"308",172.7172263,199,4079.116455,"",NA,NA,NA,NA,83.061,"GaviDown"
"309",172.825331,199.2,4079.116455,"",NA,NA,NA,NA,83.061,"GaviDown"
"310",196.6929415,203,4076.66333,"6/18/2021",0.245,920.4262494,0.092721861,0.09919036,85.1454,"GaviDown"
