"","X","lon_fit","lat_fit","ele_fit","dist","slope50m","Date","EOS_no","VaisalaType","Flux_ave","CO2_ppm_ave","adjusted_ppm","AirTemp_c","WaterTemp_c","Total_hPa","surface_area","flux_umolpers","Totalflux_umolpers","Wetland","air_pressure_atm","VaporPressure_atm","TotalAir_atm","Total_air_MolperL","CO2_air_MolesPerLiter","CO2_air_gCO2asCPerLiter","WaterTemp_K","KH_mol.L.atm","CO2_water_gCO2asCPerLiter","deltaCO2_gCO2asCperM3","Flux_gCO2asCperM2perDay","k_m.d","Sc","K600.effective"
"4499",142510,-78.1997062434632,-0.325621710792542,4115.55147910209,161.911987764805,-0.302172249052571,"2021-06-29","EOS_2","new",0.16,447.535384615385,649.145018121767,7.224,8.6925,626.8284,14.7121055893993,2.35393689430388,60.0934691451141,"GAVI",0.61863155306172,0.0101669892380341,0.608464563823686,0.026447217101549,1.08433590116351e-05,0.000130120308139621,281.8425,0.055762569923112,0.000434375933559058,0.0169660755869516,0.165888,9.77762943173392,1118.17426925188,13.3478923555829
"4616",154210,-78.199704301023,-0.325738710792542,4113.20368755591,174.945320669297,-0.252016049179163,"2021-06-29","EOS_2",NA,1.91,NA,NA,NA,NA,NA,3.45327049811769,6.5957466514048,66.6892157965189,"GAVI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.980288,NA,NA,NA
"4657",158310,-78.1997083434201,-0.325780710792542,4111.50233467722,179.644634757485,-0.231993127414774,"2021-06-30","EOS_2","old",0.09,615.615384615385,924.107518963582,6.768,8.31275,626.1864,5.41392525808237,0.487253273227413,67.1764690697463,"GAVI",0.61799794830312,0.00985382828622769,0.608144120016892,0.0264763499606868,1.08553034838816e-05,0.000130263641806579,281.46275,0.0564069195564332,0.000625512701804087,0.0279354738876786,0.093312,3.34026909209358,1144.13363959745,4.61258313984949
"4904",183010,-78.1998132535558,-0.326028710792542,4110.96761050537,209.890098082383,-0.100180571433295,"2021-06-29","EOS_2","new",0.61,1268.17230769231,1840.19877253441,7.232,8.75275,626.7564,0,0,67.1764690697463,"GAVI",0.61856049458412,0.0101725607939531,0.608387933790167,0.026443131828509,1.08416840496887e-05,0.000130100208596264,281.90275,0.0556611764174719,0.00122913154225504,0.0611733769511104,0.632448,10.3386151218274,1114.11894907939,14.088103165658
"4977",190310,-78.19985738685,-0.326101710792542,4109.616035166,219.383376413626,-0.0992316788951806,"2021-06-30","EOS_2","old",0.43,525.615384615385,788.377310122299,6.721,8.12925,626.4174,0,0,67.1764690697463,"GAVI",0.61822592758542,0.00982203999054798,0.608403887594872,0.0264921074742277,1.08617640644334e-05,0.0001303411687732,281.27925,0.0567215708813513,0.000536615993728213,0.0230445462809943,0.445824,19.3461825875777,1156.92705248553,26.8641216392384
"5217",214310,-78.1998747633596,-0.326342710792542,4108.09468859688,247.812114107941,-0.0675579996847774,"2021-06-30","EOS_2","old",0.145,540.615384615385,811.154727408265,6.739,8.19325,626.2684,0,0,67.1764690697463,"GAVI",0.61807887601372,0.00983420351916409,0.608244672494556,0.0264834713788512,1.0858223265329e-05,0.000130298679183948,281.34325,0.0566115832463195,0.000551049040515823,0.0238193441064584,0.150336,6.31150880259703,1152.44642358855,8.7471774975732
"5811",273710,-78.200611245549,-0.328361,4103.53073069565,523.585969613928,-0.0368095598108844,"2021-06-18","EOS_1","new",0.6,6833.71230769231,9900.16517969634,7.9,8.32575,626.0054,25.4276556520685,15.2565933912411,82.4330624609874,"GAVI",0.61781931518582,0.0106474005497829,0.607171914636037,0.0263275540072077,1.07942971429552e-05,0.000129531565715462,281.47575,0.0563847100170065,0.00669861531333172,0.370395882186773,0.62208,1.6795003128202,1143.23349990831,2.31831227582243
"6031",295710,-78.200607085156,-0.328581,4102.62682784092,548.178251451964,-0.0367769017103971,"2021-06-18","EOS_1","new",0.75,6561.855,9507.61091481719,7.908,8.34475,625.9714,16.7727400914293,12.579555068572,95.0126175295594,"GAVI",0.61778575979362,0.0106532037663831,0.607132556027237,0.0263250980446968,1.07932901983257e-05,0.000129519482379908,281.49475,0.0563522693373222,0.00642930541231491,0.35500723349117,0.7776,2.19037790400218,1141.91938273029,3.02176820251966
"6236",3162,-78.200602967393,-0.328786,4101.7861263002,571.052441614179,-0.0367557524970403,"2021-06-18","EOS_1","new",0.505,4336.81692307692,6283.38695635892,7.902,8.34675,626.0364,12.4942914914159,6.30961720316505,101.322234732724,"GAVI",0.61784990980812,0.0106488510924097,0.60720105871571,0.026328630363283,1.0794738448946e-05,0.000129536861387352,281.49675,0.0563488558695328,0.00424873999171645,0.232112383488243,0.523584,2.25573488209224,1141.78115620375,3.11174403578694
"6452",3378,-78.2006646551911,-0.329003,4095.13662052828,596.279779936798,-0.151188622551451,"2021-06-18","EOS_1","new",0.515,2014.32461538462,2917.39430160566,7.892,8.29925,626.1444,10.4415216887605,5.37738366971164,106.699618402436,"GAVI",0.61795649752452,0.0106416001222847,0.607314897402235,0.0263345034798568,1.07971464267413e-05,0.000129565757120895,281.44925,0.0564299947412115,0.00197554254117177,0.10416846021639,0.533952,5.12585094270204,1145.06926661172,7.08118966763808
"6497",3423,-78.2006861704439,-0.329048,4094.22328212172,601.835569356736,-0.165471410767645,"2021-06-18","EOS_1","new",0.305,1584.14461538462,2293.86616070501,7.89,8.27225,626.2134,4.58486089375458,1.39838257259515,108.098000975031,"GAVI",0.61802459523222,0.0106401504510726,0.607384444781147,0.0263377066354314,1.07984597205269e-05,0.000129581516646322,281.42225,0.0564761800820971,0.00155458558051446,0.080478786128737,0.316224,3.92928391705804,1146.94317181221,5.43261258723979
"6655",3581,-78.2007795258703,-0.329206,4092.82631596404,622.28492197544,-0.175045561701701,"2021-06-18","EOS_1","new",0.135,810.232307692308,1173.41429124842,7.886,8.29475,626.1764,13.7642103472577,1.85816839687979,109.956169371911,"GAVI",0.61798807907012,0.0106372516313176,0.607350827438802,0.0263366237486987,1.07980157369665e-05,0.000129576188843598,281.44475,0.056437689059088,0.000794697490883622,0.0375379092311107,0.139968,3.72871059861793,1145.38133859095,5.15178942732303
"6792",3718,-78.2008767342562,-0.329343,4090.21018014833,640.993006510528,-0.124645294574889,"2021-06-18","EOS_1","new",0.99,715.969230769231,1036.21617457766,7.875,8.21225,626.3954,18.0566356705258,17.8760693138206,127.832238685732,"GAVI",0.61820421527282,0.010629283469293,0.607574931803527,0.0263473728717303,1.08024228774094e-05,0.000129629074528913,281.36225,0.056578981359685,0.000703536667512403,0.0324711070055946,1.026432,31.6106254037829,1151.12008306811,43.7842362542414
"6981",3907,-78.2010302394368,-0.329534,4087.79009622868,668.282808684934,-0.107620415740719,"2021-06-18","EOS_1","new",0.915,685.215,991.36036013352,7.868,8.15625,626.4404,12.6341276069634,11.5602267603715,139.392465446103,"GAVI",0.61824862682132,0.0106242155629074,0.607624411258412,0.0263501748906601,1.08035717051706e-05,0.000129642860462048,281.30625,0.056675137708759,0.000674225819154866,0.0308643141777589,0.948672,30.7368566343723,1155.0343483728,42.6462919779254
"7169",4095,-78.201204451156,-0.329722,4085.65183123015,696.833033646869,-0.0702463283135597,"2021-06-18","EOS_1","new",0.245,829.403076923077,1199.3952968851,7.857,8.0995,626.6184,4.39997054946074,1.07799278461788,140.470458230721,"GAVI",0.61842429916872,0.0106162560170019,0.607808043151718,0.0263591700391405,1.08072597160476e-05,0.000129687116592571,281.2495,0.0567727877481787,0.000817116175394658,0.0390272640473011,0.254016,6.50868069286467,1159.01666012996,9.04611657996587
"7313",4239,-78.2013594264059,-0.329866,4082.19047985377,720.399095794417,-0.111160584293549,"2021-06-18","EOS_1","new",0.385,986.995384615385,1426.37459148704,7.844,8.009,626.7724,19.5848390647749,7.54016303993832,148.010621270659,"GAVI",0.61857628535692,0.0106068560640836,0.607969429292836,0.0263673887803691,1.08106293999513e-05,0.000129727552799416,281.159,0.0569289416619131,0.00097442395088161,0.0480876719684493,0.399168,8.3008385238923,1165.3999571525,11.5686808271593
"7581",4507,-78.2017078403642,-0.330135,4078.39205258826,769.444445376745,-0.0787979202164531,"2021-06-18","EOS_1","new",2.665,774.493846153846,1118.60506888154,7.841,7.9255,626.9214,15.5000222066474,41.3075591807154,189.318180451375,"GAVI",0.61872333692862,0.0106046878872571,0.608118649041363,0.0263741419611214,1.08133982040598e-05,0.000129760778448717,281.0755,0.0570734878401712,0.000766112313561173,0.036318801601315,2.763072,76.0782811704877,1171.32525424181,106.297688423643
"7703",4629,-78.2018864379987,-0.330257,4078.42126982876,793.528341584876,-0.013259154014673,"2021-06-18","EOS_1","new",0.845,1066.57846153846,1540.30858850486,7.836,7.89225,626.8364,21.8490978478291,18.4624876814156,207.78066813279,"GAVI",0.61863944844812,0.0106010751281306,0.608038373319989,0.0263711296505249,1.08121631567152e-05,0.000129745957880583,281.04225,0.0571311727317255,0.00105599563236038,0.0529177301454097,0.876096,16.5558121558242,1173.69431014668,23.1554041033047
"7921",4847,-78.2022148533641,-0.330476,4077.49899334326,837.467800990868,-0.0183258212721627,"2021-06-18","EOS_1","new",0.505,1339.76307692308,1933.58290795893,7.828,7.80175,626.9944,21.0389983853824,10.6246941846181,218.405362317409,"GAVI",0.61879538232952,0.0105952969720931,0.608200085357427,0.0263788942739702,1.08153466523278e-05,0.000129784159827933,280.95175,0.0572885445876445,0.00132926580763815,0.068716557862637,0.523584,7.61947362157798,1180.17015516138,10.6861596587145
"8046",4972,-78.2023933118452,-0.330601,4075.51438553122,861.714400784445,-0.059390180808291,"2021-06-18","EOS_1","new",0.45,1546.98615384615,2232.03616272826,7.825,7.745,626.9584,8.7194599892343,3.92375699515544,222.329119312564,"GAVI",0.61875985309072,0.010593130880042,0.608166722210678,0.0263777288801793,1.08148688408735e-05,0.000129778426090482,280.895,0.0573875010047371,0.00153709173037413,0.0807621936635577,0.46656,5.77696046672053,1184.25173416791,8.1160700175674
"8167",5093,-78.2025528591991,-0.330722,4073.78554503409,883.996154685314,-0.0794716988174219,"2021-06-22","EOS_1","new",0.025,546.261538461538,789.901989260745,6.745,8.18675,627.1784,10.7623476839821,0.269058692099553,222.598178004663,"GAVI",0.61897697621672,0.00983826098263491,0.609138715234085,0.0265218301819027,1.08739503745801e-05,0.000130487404494961,281.33675,0.0566227418468647,0.000536716997066833,0.0230018333507541,0.02592,1.12686669817779,1152.9005755192,1.56204250497171
"8309",5235,-78.2027226234159,-0.330864,4071.9832255738,908.625903644886,-0.0751888738669168,"2021-06-22","EOS_1","new",0.25,546.069230769231,790.312927411823,6.748,8.3405,627.1434,11.8500514869075,2.96251287172688,225.56069087639,"GAVI",0.61894243390122,0.00984029026849232,0.609102143632728,0.0265199536095976,1.0873180979935e-05,0.00013047817175922,281.4905,0.0563595238040405,0.000534499922941291,0.0227704735030961,0.2592,11.3831624961491,1142.21317833735,15.7058300453222
"8455",5381,-78.2028858300362,-0.33101,4070.01845514274,933.00065512185,-0.0769464901305196,"2021-06-22","EOS_1","new",1.315,525.76,761.478061471782,6.751,8.4675,627.1004,9.01314280653599,11.8522827905948,237.412973666985,"GAVI",0.61889999619932,0.0098423199238414,0.609057676275479,0.0265177333045773,1.08722706548767e-05,0.00013046724785852,281.6175,0.0561432398792382,0.00051302214561585,0.0214778713917672,1.363392,63.4789162823002,1133.47149722944,87.2487433418388
"8513",5439,-78.202951423077,-0.331068,4068.71495874496,942.75032743049,-0.0875567097343474,"2021-06-22","EOS_1","new",0.26,520.74,755.121306704257,6.756,8.67725,627.0284,20.3476131185631,5.2903794108264,242.703353077812,"GAVI",0.61882893772172,0.00984570350400594,0.608983234217714,0.0265140185432724,1.08707476027417e-05,0.0001304489712329,281.82725,0.0557882700022892,0.000505522936114783,0.0209247276236596,0.269568,12.882748337197,1119.20345216535,17.5949249340755
"8749",5675,-78.2032645352134,-0.331305,4066.01562890138,986.543579579734,-0.070473283535225,"2021-06-22","EOS_1","new",0.43,484.6728,703.039852973758,6.758,8.733,627.0194,8.0585415455261,3.46517286457622,246.168525942388,"GAVI",0.61882005541202,0.00984705722355897,0.608972998188461,0.0265133834403312,1.08704872105358e-05,0.00013044584652643,281.883,0.0556943881904029,0.000469864493818131,0.0189037139013255,0.445824,23.5839371208819,1115.44638988196,32.1562231787011
"8755",5681,-78.2032739596144,-0.331311,4065.99212535469,987.788687916084,-0.067323210241661,"2021-06-22","EOS_1","new",0.17,511.761666666667,742.390629412019,6.759,8.755,627.0644,13.3263298513787,2.26547607473438,248.434002017122,"GAVI",0.61886446696052,0.00984773414494848,0.609016732815571,0.0265151928243266,1.08712290579739e-05,0.000130454748695687,281.905,0.0556573943498078,0.000495834336273441,0.0203360757931852,0.176256,8.66715888515054,1113.96783888359,11.8096617596827
"8932",5858,-78.203596332036,-0.331489,4062.5905271648,1028.84574266262,-0.0714146025274187,"2021-06-22","EOS_1","new",0.75,420.769230769231,609.988753075033,6.759,8.645,627.1294,36.9849514836081,27.7387136127061,276.172715629828,"GAVI",0.61892861697502,0.00984773414494848,0.609080882830072,0.0265179857689412,1.08723741652659e-05,0.000130468489983191,281.795,0.0558426675393766,0.000408760789688735,0.0155405843712253,0.7776,50.0367284411643,1121.38356339681,68.4053980355025
"9020",5946,-78.2037821124498,-0.331577,4055.6150428165,1051.74360687464,-0.202660933624243,"2021-06-22","EOS_1","new",0.025,428.596923076923,620.703659577601,6.762,8.48775,627.3004,0,0,276.172715629828,"GAVI",0.61909738085932,0.00984976515559441,0.609247615703725,0.0265249606477471,1.08752338655763e-05,0.000130502806386916,281.63775,0.0561088484531788,0.000417923610834877,0.0161268503590614,0.02592,1.6072574261493,1132.0848251544,2.20774698505468
