"","X","x_pred","site","x","depth","width","ele_arcpro","slope_mid","slope_up20","dist_diff","catchment_ha","Q_m3s","Flux_ave","adjusted_ppm","WaterTemp_c","Total_hPa","AirTemp_c","v_ms","eD","k600_eq1","k600_eq1_ulsethcorrection","k600_eq1_final","pCO2_air_ppm","air_pressure_atm","water_pressure_atm","pCO2_air_atm","pCO2_w_atm","KH_mol.l.atm","KH_mol.m3.atm","Sc_co2","k.m.d_eq1","F_mol_m2_d_eq1","F_CO2_molperd_eq1","CO2_sat_mol.L","CO2_mol.L","CO2_umol.L","CO2_sat_precent","k_m_d","K600_chamber","k_m_d_chamber"
"11",1702,163.9,"Ante",160,4,20,4310.230957,0.036804556,0.054064731,10,3.9096,0.000460476156312907,0.165693069306931,1196.63348166337,9.25358085808581,626.344819141914,6.88647524752475,0.0575595195391134,0.020782019615664,19.3834895817498,6.41778352615623,6.41778352615623,418.53,0.618849,0.619816841,0.00025900687197,0.00119663348166337,0.0555535645853055,55.5535645853055,1078.43208566953,6.23236653027216,0.324634626620336,0.194780775972202,1.43887549900233e-05,6.6477255408525e-05,66.477255408525,462.008390959593,0.274837652708349,0.383903361035151,0.274837652708349
"12",1786,172.1,"Ante",170,10,41,4309.97168,0.043122316,0.036804556,10,3.9546,0.0004664838747649,0.128267326732673,1016.33898384158,9.21421452145215,626.300185478548,6.88481188118812,0.0113776554820707,0.00481308868791284,18.4161027403401,1.14228290786804,18.4161027403401,418.53,0.618849,0.619816841,0.00025900687197,0.00101633898384158,0.0556194251769393,55.6194251769393,1080.94854802234,17.8819567664141,0.753230519590457,0.926473539096262,1.44058133358485e-05,5.65281900661833e-05,56.5281900661833,392.398462678357,0.263097619126557,0.36799300893928,0.263097619126557
"13",1872,180.6,"Ante",180,3,71,4309.512207,0.048775275,0.043122316,10,3.9654,0.000467927080876682,0.123315217391304,965.035180130435,9.18077934782609,626.284258695652,6.88346739130435,0.0219684075528958,0.0105115633243019,18.9265409952599,2.87131569956679,18.9265409952599,418.53,0.618849,0.619816841,0.00025900687197,0.000965035180130435,0.0556754385894357,55.6754385894357,1083.09162585495,18.3757702547255,0.722322783741891,1.53854752937023,1.44203211946076e-05,5.3728756907997e-05,53.728756907997,372.590569813998,0.27104703072627,0.379540044491097,0.27104703072627
"14",1971,190.3,"Ante",190,15,12,4309.086426,0.056166966,0.048775275,10,4.2039,0.000499928644198797,0.150217391304348,1039.17826443478,9.15204782608696,626.296095652174,6.88239130434783,0.0277738135665999,0.0153033139628213,19.1769875364498,4.47260345418989,19.1769875364498,418.53,0.618849,0.619816841,0.00025900687197,0.00103917826443478,0.0557236277257855,55.7236277257855,1084.93745384516,18.6173435694063,0.809370026383474,0.29137320949805,1.44328025120765e-05,5.79067827480915e-05,57.9067827480915,401.216483767714,0.298541392764946,0.418445615841111,0.298541392764946
"15",2068,199.8,"Ante",200,8,44,4308.436035,0.064031944,0.056166966,10,4.3344,0.000517542051789447,0.176576086956522,1111.82350865217,9.12389673913044,626.307693478261,6.88133695652174,0.0147028991985638,0.00923567568975802,18.8410150942942,2.46471412676524,18.8410150942942,418.53,0.618849,0.619816841,0.00025900687197,0.00111182350865217,0.0557708933249242,55.7708933249242,1086.74980031391,18.2896494478597,0.869898629224461,1.14826619057629,1.44450446270612e-05,6.20073902971831e-05,62.0073902971831,429.264096429437,0.320761596134381,0.450018126761331,0.320761596134381
"16",2174,210.1,"Ante",210,18,52,4307.578125,0.10855505,0.075922675,10,4.3506,0.000519733499592313,0.205380434782609,1191.20903326087,9.09313369565217,626.320367391304,6.8801847826087,0.0055527083289777,0.00591321814212127,18.5492660553159,1.4563498701967,18.5492660553159,418.53,0.618849,0.619816841,0.00025900687197,0.00119120903326087,0.055822601032874,55.822601032874,1088.73462203239,18.0047954283054,0.936932632226196,1.46161490627287,1.4458437278754e-05,6.64963866104771e-05,66.4963866104771,459.914064905137,0.340998632595998,0.478907881105337,0.340998632595998
"17",4714,220.7,"Ante",220,12,49,4306.161133,0.122794865,0.10855505,10,4.3722,0.000522657113484371,0.235186567164179,1272.60483252239,9.0615,626.3334,6.879,0.00888872641980223,0.0107075165148746,18.938780048135,2.93458198454007,18.938780048135,418.53,0.618849,0.619816841,0.00025900687197,0.00127260483252239,0.0558758339346738,55.8758339346738,1090.78033288632,18.3811507908869,1.04102807943642,1.53031127677153,1.4472224966135e-05,7.11078562864844e-05,71.1078562864844,491.340180607174,0.358786843710595,0.504429593179589,0.358786843710595
"18",2384,230.8,"Ante",230,23,15,4305.040039,0.070675869,0.122794865,10,4.446,0.00053266053781091,0.254589552238806,1248.01034285075,9.0615,626.3334,6.879,0.0154394358785771,0.0107046283218404,18.9386012289808,2.93364796669509,18.9386012289808,418.53,0.618849,0.619816841,0.00025900687197,0.00124801034285075,0.0558758339346738,55.8758339346738,1090.78033288632,18.3809772368444,1.01575841967137,0.457091288852117,1.4472224966135e-05,6.97336186658838e-05,69.7336186658838,481.844490595332,0.398045286967362,0.559624260732249,0.398045286967362
"19",2487,240.9,"Ante",240,19,42,4304.735352,0.014483759,0.070675869,10,4.7511,0.000574246754881215,0.273805970149254,1223.65233865672,9.0615,626.3334,6.879,0.00719607462257162,0.00102245912578336,17.4441777103019,0.183609752898608,17.4441777103019,418.53,0.618849,0.619816841,0.00025900687197,0.00122365233865672,0.0558758339346738,55.8758339346738,1090.78033288632,16.9305551942171,0.912563187621687,1.14982961640333,1.4472224966135e-05,6.83725948685581e-05,68.3725948685581,472.440105295141,0.438899322281498,0.617062220831693,0.438899322281498
"20",4715,251.8,"Ante",250,31,158,4304.735352,0.00025,0.014483759,10,5.0724,0.000618425536257037,0.285,1234.74376733803,9.03630633802817,626.328921126761,6.87825352112676,0.00126260828145577,3.09654681027028e-06,14.239463005951,0.00019577135428932,14.239463005951,418.53,0.618849,0.619816841,0.00025900687197,0.00123474376733803,0.055918274464586,55.9182744645859,1092.41300239356,13.8191659167448,0.753994746198952,3.57393509698303,1.44832173550323e-05,6.90447408754448e-05,69.0447408754448,476.722396570639,0.451307045903652,0.635047794004252,0.451307045903652
"21",4718,262,"Ante",260,9,32,4304.735352,0.001090499,0.00025,10,5.2128,0.000637848843434935,0.285,1285.78187366197,8.98544366197183,626.319878873239,6.87674647887324,0.0221475292859352,0.000236929732265462,16.573894827595,0.0327012688210798,16.573894827595,418.53,0.618849,0.619816841,0.00025900687197,0.00128578187366197,0.0560040776897624,56.0040776897624,1095.71843254447,16.0822642120795,0.924787878708004,0.887796363559684,1.45054409799902e-05,7.20090279446532e-05,72.0090279446532,496.42770629302,0.42821676524513,0.603595322056001,0.42821676524513
"22",4721,272,"Ante",270,7,63,4304.713379,0.034071876,0.001090499,10,5.2596,0.00064433880826264,0.282253886010363,1202.85168190104,8.93577525906736,626.320892227979,6.87545077720207,0.0146108573302186,0.0048836075214393,18.4254804181214,1.16205747400731,18.4254804181214,418.53,0.618849,0.619816841,0.00025900687197,0.00120285168190104,0.0560880232118245,56.0880232118245,1098.95827402802,17.8762871687226,0.946341854878254,1.7885861057199,1.45271834470754e-05,6.74655730548476e-05,67.4655730548476,464.409176772871,0.460662591589582,0.65042319377899,0.460662591589582
"23",4723,282,"Ante",280,10,75,4304.055176,0.077068676,0.034071876,10,5.3064,0.000650836437382298,0.276865284974093,990.513608197409,8.88774935233161,626.331669430052,6.87437305699482,0.00867781916509731,0.00656081060982667,18.6168588684486,1.64635455685467,18.6168588684486,418.53,0.618849,0.619816841,0.00025900687197,0.000990513608197409,0.0561693405502471,56.1693405502471,1102.10231686432,18.0593815304983,0.742028400904036,1.66956390203408,1.45482451965372e-05,5.56364961784943e-05,55.6364961784943,382.427539726489,0.582189800005506,0.823350723291317,0.582189800005506
"24",4725,291.9,"Ante",290,9,20,4303.177734,0.183953416,0.077068676,10,5.319,0.000652587100969188,0.271528497409326,780.217246740933,8.84018523316062,626.342343005181,6.87330569948187,0.0362548389427327,0.0654248664211464,20.1773391305567,24.8364817537729,24.8364817537729,418.53,0.618849,0.619816841,0.00025900687197,0.000780217246740933,0.0562500195501003,56.2500195501003,1105.22715803538,24.0893488214362,0.70625378761908,0.423752272571448,1.45691416119228e-05,4.38872353825029e-05,43.8872353825029,301.23418765171,0.800190570360591,1.13348192454025,0.800190570360591
"25",4727,304.2,"Ante",300,10.5,47,4299.969238,0.356467119,0.183953416,10,5.3289,0.000653963008367562,0.264580792682927,522.647339165549,8.78183917682927,626.355331402439,6.87199390243902,0.0132515300581066,0.0463398378205422,19.9352323452782,16.532549811185,16.532549811185,418.53,0.618849,0.619816841,0.00025900687197,0.000522647339165549,0.0563491825910987,56.3491825910987,1109.075393164,16.0324298708635,0.238176572914086,0.335828967808862,1.45948255209868e-05,2.94507503453914e-05,29.4507503453914,201.788985438999,1.53876522384201,2.1840066667691,1.53876522384201
"26",4731,310.7,"Ante",310,6,20,4296.496582,0.364741439,0.356467119,10,5.3316,0.000654338314713226,0.233978658536585,499.71333545061,8.77009908536585,626.350323780488,6.8715487804878,0.0545281928927688,0.195108064024843,20.9639215859824,90.1650603666938,90.1650603666938,418.53,0.618849,0.619816841,0.00025900687197,0.00049971333545061,0.0563691617480711,56.3691617480711,1109.85172474426,87.4344519647499,1.18634750432705,0.711808502596232,1.46000002599389e-05,2.81684218336835e-05,28.1684218336835,192.93439268611,1.48991214546864,2.11551191477536,1.48991214546864
"27",4734,320.3,"Ante",320,4,21,4294.086426,0.312539358,0.364741439,10,5.3334,0.00065458853295019,0.191219512195122,467.668563136585,8.75369512195122,626.343326829268,6.87092682926829,0.0779272063035941,0.238925679673105,21.1131042905566,114.515337711733,114.515337711733,418.53,0.618849,0.619816841,0.00025900687197,0.000467668563136585,0.0563970924838171,56.3970924838171,1110.93759203463,111.041862497987,1.30673094331671,0.823240494289528,1.46072345124363e-05,2.63751472069878e-05,26.3751472069878,180.562221990293,1.40393341474294,1.99454300976776,1.40393341474294
"28",4736,330.4,"Ante",330,6,16,4290.334961,0.314509942,0.312539358,10,5.3361,0.000654963881307219,0.147202743902439,434.681297519207,8.73680868902439,626.336124085366,6.87028658536585,0.0682254043028354,0.210498741591573,21.019705478419,98.6161249420377,98.6161249420377,418.53,0.618849,0.619816841,0.00025900687197,0.000434681297519207,0.0564258625661731,56.4258625661731,1112.05677410175,95.6200899113938,0.947841885750224,0.454964105160107,1.46146861614736e-05,2.45272671539046e-05,24.5272671539046,167.82616392107,1.28304798547242,1.82384973144922,1.28304798547242
"29",4739,340.5,"Ante",340,14,32,4287.746094,0.299774504,0.314509942,10,5.3379,0.000655214127541514,0.10234756097561,401.065703032927,8.7196006097561,626.328784146341,6.86963414634146,0.0146253153469088,0.0430099501753787,19.8832698549414,15.139964860819,15.139964860819,418.53,0.618849,0.619816841,0.00025900687197,0.000401065703032927,0.0564551992977605,56.4551992977605,1113.19871338111,14.6792475656113,0.11772697272326,0.11301789381433,1.46222845765559e-05,2.26422441962203e-05,22.6422441962203,154.847514269576,1.10260271717711,1.56826439368859,1.10260271717711
"30",4741,351.5,"Ante",350,12,35,4284.001465,0.311386758,0.299774504,10,5.3406,0.000655589517879183,0.0541387195121951,364.936793071037,8.70110594512195,626.320895426829,6.86893292682927,0.0156092742352186,0.0476817139415975,19.9551597532949,17.0989212046455,17.0989212046455,418.53,0.618849,0.619816841,0.00025900687197,0.000364936793071037,0.0564867504331841,56.4867504331841,1114.42765347862,16.5776772265066,0.0991948031024535,0.104154543257576,1.4630456537449e-05,2.06140935540902e-05,20.6140935540902,140.898498288998,0.78172946534771,1.11257639347297,0.78172946534771
"31",4743,361.4,"Ante",360,3,40,4281.239746,0.21198951,0.311386758,10,5.4837,0.000675520958844524,0.0109603658536585,332.577856322561,8.68454115853659,626.313829878049,6.86830487804878,0.0562934132370437,0.117068744396698,20.592464573606,49.3484881334042,49.3484881334042,418.53,0.618849,0.619816841,0.00025900687197,0.000332577856322561,0.0565150277630348,56.5150277630348,1115.52978493692,47.8417828965227,0.198919733164975,0.238703679797969,1.46377805602014e-05,1.87956467834401e-05,18.7956467834401,128.405031802045,0.227755189540092,0.324329412904722,0.227755189540092
"32",4746,371.2,"Ante",370,12,63,4279.837891,0.192252106,0.21198951,10,5.5746,0.000688217805482698,0.0523076923076923,477.447673369231,8.49494230769231,627.413938461538,6.72815384615385,0.00910341012543251,0.017168969227966,19.2543535311873,5.12285072204247,19.2543535311873,418.53,0.618849,0.619816841,0.00025900687197,0.000477447673369231,0.0568399355522327,56.8399355522327,1128.24136083477,18.6559085138873,0.231634765081098,0.437789706003275,1.47219339103602e-05,2.71380949838705e-05,27.1380949838705,184.337840049484,0.363992105823002,0.521692870537529,0.363992105823002
"33",4749,380.5,"Ante",380,26.5,83,4277.566406,0.160535153,0.192252106,10,5.6709,0.000701698902359696,0.113428324611399,683.583443719171,8.73569689119171,626.679830051813,6.81566839378238,0.00319026552561808,0.00502418918744675,18.4437914709716,1.20163170980388,18.4437914709716,418.53,0.618849,0.619816841,0.00025900687197,0.000683583443719171,0.0564277574158876,56.4277574158876,1112.13050979893,17.8833953694201,0.428448665790867,1.06683717781926,1.4615176940571e-05,3.85730807357024e-05,38.5730807357024,263.924828912782,0.409059462389878,0.581499051914377,0.409059462389878
"34",4750,389.8,"Ante",390,22,15,4276.847656,0.078222202,0.160535153,10,5.9562,0.000741814994055733,0.187210707865285,913.483147627979,8.84935492227979,627.389135751295,6.71519170984456,0.0224792422441131,0.0172496668690106,19.2575138478397,5.15127528302843,19.2575138478397,418.53,0.618849,0.619816841,0.00025900687197,0.000913483147627979,0.0562344546502663,56.2344546502663,1104.62387697048,18.6787177672555,0.687453703715064,0.309354166671779,1.45651101959043e-05,5.13692266390681e-05,51.3692266390681,352.686838260332,0.439489022499413,0.622349066074535,0.439489022499413
"35",4752,399.2,"Ante",400,7,22,4276.101563,0.081110441,0.078222202,10,5.958,0.00074206891556072,0.261775544055276,1384.70716165327,8.95401381909548,627.704364824121,6.66625628140704,0.0481862932182286,0.038341516747172,19.8034711044267,13.2203599479427,13.2203599479427,418.53,0.618849,0.619816841,0.00025900687197,0.00138470716165327,0.056057179827061,56.057179827061,1097.76719996409,12.8270069412139,0.809430104469782,0.534223868950056,1.45191947984668e-05,7.76227783686166e-05,77.6227783686166,534.621784789423,0.358417156788457,0.505747122404942,0.358417156788457
"36",4754,408.7,"Ante",410,4,16,4275.3125,0.097775553,0.081110441,10,5.9598,0.000742322847241193,0.336398659633166,2080.94688939196,9.04915829145729,627.642178894472,6.66675376884422,0.115987944881436,0.111253105285258,20.5557732741679,46.4688415655497,46.4688415655497,418.53,0.618849,0.619816841,0.00025900687197,0.00208094688939196,0.0558966194544717,55.8966194544717,1091.57975434669,45.0989712036974,4.5928922078926,2.20458825978845,1.44776085586002e-05,0.000116317896381309,116.317896381309,803.433080197575,0.285396328051466,0.40141517602915,0.285396328051466
"37",4756,418.2,"Ante",420,4,9,4274.241211,0.204635733,0.097775553,10,6.1254,0.000765727739765087,0.231919191585859,2081.55446423232,8.91102272727273,627.669480808081,6.6649797979798,0.212702149934746,0.426994576156838,21.546546772163,227.201870059604,227.201870059604,418.53,0.618849,0.619816841,0.00025900687197,0.00208155446423232,0.0561299159626814,56.1299159626814,1100.57731736457,220.413624543515,22.5481910626597,6.08801158691813,1.45380339574331e-05,0.000116837477149104,116.837477149104,803.667658854017,0.195874166347854,0.276792721861888,0.195874166347854
"38",4758,427.7,"Ante",430,2.54,15,4271.418945,0.306440296,0.204635733,10,6.129,0.000766237482789449,0.0973397433365385,1513.97078085577,8.87090625,627.676159615385,6.66444230769231,0.201112200207204,0.604579333996536,21.8104064666996,342.47463390412,342.47463390412,418.53,0.618849,0.619816841,0.00025900687197,0.00151397078085577,0.0561978937294724,56.1978937294724,1103.20760841332,332.202663520784,23.4290341381327,10.5430653621597,1.45556406661731e-05,8.50819690520589e-05,85.0819690520589,584.529193893793,0.119248428448744,0.168741180514075,0.119248428448744
"39",4760,437.2,"Ante",440,5,14,4268.410645,0.199258894,0.306440296,10,6.1605,0.000770699426126919,0.105272435802885,1057.64478407019,9.150890625,627.576683653846,6.66729807692308,0.110099918018131,0.215215585238016,21.0360151076536,101.228897364804,101.228897364804,418.53,0.618849,0.619816841,0.00025900687197,0.00105764478407019,0.0557255696878746,55.7255696878746,1085.01187926918,98.2743871492807,4.37365763468465,1.83693620656755,1.44333054936027e-05,5.89378581197205e-05,58.9378581197205,408.346224957573,0.204373213899728,0.28646754280688,0.204373213899728
"40",12957,2.8,"Colm",0,53,35,3946.07251,0.006297579,0.019649523,10,50.4729,0.00834615460559184,-0.663362573099415,701.547480618704,7.27989446185998,626.048646603971,6.9319947753396,0.044992747199956,0.00277961817700295,18.065599328084,0.59760742867353,18.065599328084,418.53,0.618849,0.619816841,0.00025900687197,0.000701547480618704,0.0589777695746261,58.9777695746261,1214.07689122348,17.440046027638,0.455186213616581,0.47794552429741,1.52756476132913e-05,4.13757056575894e-05,41.3757056575894,270.860566471751,-2.19595397904913,-3.28168847221206,-2.19595397904913
"41",12958,14.8,"Colm",10,25,60,3946.07251,0.017265987,0.006297579,10,50.5512,0.00836082110700765,-0.46359649122807,724.818202100627,7.26701880877743,626.078732288401,6.93135736677116,0.055738807380051,0.00944100198670695,18.8555205678435,2.52950104804469,18.8555205678435,418.53,0.618849,0.619816841,0.00025900687197,0.000724818202100627,0.0590009502193036,59.0009502193036,1215.02840725178,18.201901839517,0.500248530878478,0.900447355581261,1.52816515595595e-05,4.27649626601842e-05,42.7649626601842,279.845162635137,-1.45742034849632,-2.17897818484572,-1.45742034849632
"42",12959,26.8,"Colm",20,20,84,3945.658203,0.072065336,0.017265987,10,50.5899,0.00836807118053636,-0.263830409356725,748.08892358255,7.25414315569488,626.108817972832,6.93071995820272,0.0498099475031926,0.035213687615037,19.7445753012123,11.9572992197013,11.9572992197013,418.53,0.618849,0.619816841,0.00025900687197,0.00074808892358255,0.0590241421049925,59.0241421049925,1215.9808291365,11.5423522314189,0.333200567257317,0.839665429488439,1.52876584173269e-05,4.41553069327073e-05,44.1553069327073,288.829758798523,-0.789636445666023,-1.18110690155951,-0.789636445666023
"43",12960,38.8,"Colm",30,27,60,3944.343262,0.092251364,0.072065336,10,53.3835,0.00889333878659988,-0.06406432748538,771.359645064472,7.24126750261233,626.138903657262,6.93008254963427,0.0548971530037029,0.0496811483666644,19.9838702282107,17.9481477986135,17.9481477986135,418.53,0.618849,0.619816841,0.00025900687197,0.000771359645064472,0.0590473452380791,59.0473452380791,1216.93415771358,17.3246251104308,0.524123114841252,0.943421606714254,1.52936681882475e-05,4.5546739264844e-05,45.546739264844,297.814354961909,-0.182961851400891,-0.273789362104572,-0.182961851400891
"44",71210,50.8,"Colm",40,14,84,3943.44458,0.06718616,0.092251364,10,53.4222,0.00890064145486839,0.135701754385965,794.630366546395,7.22839184952978,626.168989341693,6.92944514106583,0.0756857266570442,0.049884177074194,19.9867229444292,18.0347296749756,18.0347296749756,418.53,0.618849,0.619816841,0.00025900687197,0.000794630366546395,0.0590705596249539,59.0705596249539,1217.8883938194,17.4075168781207,0.550766515431919,1.38793161888844,1.52996808739767e-05,4.69392604468778e-05,46.9392604468778,306.798951125295,0.370568501137397,0.554777141445931,0.370568501137397
"45",80610,60,"Colm",50,30,57,3942.917236,0.033483442,0.06718616,10,75.591,0.0131875738149137,0.172635135135135,812.560266704598,7.21847126436782,626.192170114943,6.92895402298851,0.0771203147070979,0.0253319076641104,19.5182677027797,8.10665398169212,8.10665398169212,418.53,0.618849,0.619816841,0.00025900687197,0.000812560266704598,0.0590884537997114,59.0884537997114,1218.62424444683,7.82448402366072,0.255928029169248,0.437636929879414,1.53043155882071e-05,4.80129297786558e-05,48.0129297786558,313.721508824953,0.456016741914771,0.682936569525635,0.456016741914771
"46",89210,68.5,"Colm",60,24,50,3942.849854,0.003947589,0.033483442,10,75.6306,0.0131953990433577,0.16972972972973,828.964217913166,7.20939498432602,626.213378056426,6.92850470219436,0.109961658694647,0.00425835849033333,18.3373414399086,0.988597113238396,18.3373414399086,418.53,0.618849,0.619816841,0.00025900687197,0.000828964217913166,0.0591048309240067,59.1048309240067,1219.29794218452,17.6985807665169,0.596216206367427,0.89432430955114,1.53085573759427e-05,4.89957899418092e-05,48.9957899418092,320.054912677831,0.435317701445966,0.652142830203187,0.435317701445966
"47",12961,77.1,"Colm",70,25,55,3942.849854,0.00025,0.003947589,10,75.6324,0.0131957547484748,0.166790540540541,845.558912740439,7.2002131661442,626.234832601881,6.92805015673981,0.0959691254434532,0.000235364280150069,16.5700497848213,0.032446463768001,16.5700497848213,418.53,0.618849,0.619816841,0.00025900687197,0.000845558912740439,0.0591214041780246,59.1214041780246,1219.97993352145,15.9924035956636,0.554581057940901,0.915058745602487,1.53128499626242e-05,4.99906302364585e-05,49.9906302364585,326.461960761558,0.41556012492461,0.62274276014352,0.41556012492461
"48",12962,85.6,"Colm",80,25,95,3942.849854,0.00025,0.00025,10,75.6342,0.0131961104547149,0.163851351351351,862.153607567712,7.19103134796238,626.256287147335,6.92759561128527,0.0555625703356415,0.000136267203748161,16.2561085625093,0.0170253208332446,16.2561085625093,418.53,0.618849,0.619816841,0.00025900687197,0.000862153607567712,0.059137983165337,59.137983165337,1220.66238772412,15.6889679321944,0.559607937968071,1.594882623209,1.53171440342685e-05,5.09860255302739e-05,50.9860255302739,332.869008845284,0.396893767424194,0.594959683131365,0.396893767424194
