1,1,-0.328191407,-78.20047279,4104.49,6/18/2021,16:13:11,11:13:11,,,,,,,,,,,,,,,,,,
2,1,-0.328209428,-78.20048964,4104.97,6/18/2021,16:13:21,11:13:21,,,,,,,,,,,,,,,,,,
3,1,-0.32828168,-78.20056465,4105.45,6/18/2021,16:13:31,11:13:31,,,,,,,,,,,,,,,,,,
4,1,-0.328334151,-78.20056952,4105.45,6/18/2021,16:13:41,11:13:41,,,,,,,,,,,,,,,,,,
5,1,-0.328350076,-78.20058167,4105.45,6/18/2021,16:13:51,11:13:51,,,,,,,,,,,,,,,,,,
6,1,-0.328350915,-78.20056675,4104.97,6/18/2021,16:14:01,11:14:01,,,,,,,,,,,,,,,,,,
7,1,-0.328351334,-78.20056859,4105.45,6/18/2021,16:14:11,11:14:11,,,,,,,,,,,,,,,,,,
8,1,-0.32834488,-78.20056985,4104.97,6/18/2021,16:14:21,11:14:21,,,,,,,,,,,,,,,,,,
9,1,-0.328355776,-78.20056826,4104.97,6/18/2021,16:14:31,11:14:31,,,,,,,,,,,,,,,,,,
10,1,-0.328359129,-78.2005732,4105.45,6/18/2021,16:14:41,11:14:41,,,,,,,,,,,,,,,,,,
11,1,-0.328358794,-78.20057404,4105.45,6/18/2021,16:14:51,11:14:51,,,,,,,,,,,,,,,,,,
12,1,-0.328352256,-78.20057262,4106.41,6/18/2021,16:15:01,11:15:01,,,,,,,,,,,,,,,,,,
13,1,-0.328351334,-78.20057287,4105.45,6/18/2021,16:15:11,11:15:11,,,,,,,,,,,,,,,,,,
14,1,-0.328348987,-78.20057647,4104.97,6/18/2021,16:15:21,11:15:21,,,,,,,,,,,,,,,,,,
15,1,-0.328357201,-78.20056449,4104.97,6/18/2021,16:15:31,11:15:31,,,,,,,,,,,,,,,,,,
16,1,-0.328365751,-78.20056885,4104.49,6/18/2021,16:15:41,11:15:41,,,,,,,,,,,,,,,,,,
17,1,-0.328362985,-78.20057304,4104.01,6/18/2021,16:15:51,11:15:51,,,,,,,,,,,,,,,,,,
18,1,-0.32836223,-78.20055904,4103.52,6/18/2021,16:16:01,11:16:01,,,,,,,,,,,,,,,,,,
19,1,-0.328364996,-78.20055954,4104.01,6/18/2021,16:16:11,11:16:11,,,,,,,,,,,,,,,,,,
20,1,-0.328368768,-78.20055652,4103.52,6/18/2021,16:16:21,11:16:21,,,,,,,,,,,,,,,,,,
21,1,-0.328368517,-78.20055652,4104.01,6/18/2021,16:16:31,11:16:31,,,,,,,,,,,,,,,,,,
22,1,-0.32837363,-78.20056298,4104.97,6/18/2021,16:16:41,11:16:41,,,,,,,,,,,,,,,,,,
23,1,-0.328363823,-78.20056231,4105.45,6/18/2021,16:16:51,11:16:51,,,,,,,,,,,,,,,,,,
24,1,-0.328357453,-78.20055082,4104.97,6/18/2021,16:17:01,11:17:01,,,,,,,,,,,,,,,,,,
25,1,-0.328357704,-78.2005551,4104.49,6/18/2021,16:17:11,11:17:11,,,,,,,,,,,,,,,,,,
26,1,-0.328357704,-78.2005432,4104.49,6/18/2021,16:17:21,11:17:21,,,,,,,,,,,,,,,,,,
27,1,-0.328359632,-78.2005494,4104.97,6/18/2021,16:17:31,11:17:31,,,,,,,,,,,,,,,,,,
28,1,-0.328352591,-78.20054571,4105.93,6/18/2021,16:17:41,11:17:41,,,,,,,,,,,,,,,,,,
29,1,-0.328356028,-78.20055217,4105.93,6/18/2021,16:17:51,11:17:51,,,,,,,,,,,,,,,,,,
30,1,-0.328367595,-78.20055937,4105.45,6/18/2021,16:18:01,11:18:01,,,,,,,,,,,,,,,,,,
31,1,-0.32836793,-78.20055795,4104.49,6/18/2021,16:18:11,11:18:11,,,,,,,,,,,,,,,,,,
32,1,-0.328371283,-78.20055627,4104.01,6/18/2021,16:18:21,11:18:21,,,,,,,,,,,,,,,,,,
33,1,-0.328372959,-78.20055711,4104.01,6/18/2021,16:18:31,11:18:31,,,,,,,,,,,,,,,,,,
34,1,-0.328378575,-78.20055367,4104.01,6/18/2021,16:18:41,11:18:41,,,,,,,,,,,,,,,,,,
35,1,-0.328379329,-78.20055895,4104.01,6/18/2021,16:18:51,11:18:51,,,,,,,,,,,,,,,,,,
36,1,-0.328385867,-78.20056038,4103.52,6/18/2021,16:19:01,11:19:01,,,,,,,,,,,,,,,,,,
37,1,-0.328379748,-78.20056382,4103.04,6/18/2021,16:19:11,11:19:11,,,,,,,,,,,,,,,,,,
38,1,-0.328378659,-78.20055862,4103.52,6/18/2021,16:19:21,11:19:21,,,,,,,,,,,,,,,,,,
39,1,-0.328376647,-78.20055636,4104.01,6/18/2021,16:19:31,11:19:31,,,,,,,,,,,,,,,,,,
40,1,-0.328382263,-78.20056013,4103.52,6/18/2021,16:19:41,11:19:41,,,,,,,,,,,,,,,,,,
41,1,-0.328377904,-78.20056013,4103.52,6/18/2021,16:19:51,11:19:51,,,,,,,,,,,,,,,,,,
42,1,-0.328384191,-78.20055728,4103.52,6/18/2021,16:20:01,11:20:01,,,,,,,,,,,,,,,,,,
43,1,-0.328389555,-78.20056088,4103.52,6/18/2021,16:20:11,11:20:11,,,,,,,,,,,,,,,,,,
44,1,-0.328398272,-78.2005634,4103.04,6/18/2021,16:20:21,11:20:21,,,,,,,,,,,,,,,,,,
45,1,-0.328398775,-78.20055988,4103.52,6/18/2021,16:20:31,11:20:31,,,,,,,,,,,,,,,,,,
46,1,-0.328370109,-78.20056256,4103.52,6/18/2021,16:20:41,11:20:41,,,,,,,,,,,,,,,,,,
47,1,-0.328359632,-78.20057228,4104.01,6/18/2021,16:20:51,11:20:51,,,,,,,,,,,,,,,,,,
48,1,-0.328357704,-78.20057899,4104.49,6/18/2021,16:21:01,11:21:01,,,,,,,,,,,,,,,,,,
49,1,-0.328358039,-78.20056809,4104.97,6/18/2021,16:21:11,11:21:11,,,,,,,,,,,,,,,,,,
50,1,-0.328351418,-78.20057119,4105.45,6/18/2021,16:21:21,11:21:21,,,,,,,,,,,,,,,,,,
51,1,-0.328348065,-78.20057245,4105.93,6/18/2021,16:21:31,11:21:31,,,,,,,,,,,,,,,,,,
52,1,-0.328349154,-78.20056289,4106.41,6/18/2021,16:21:41,11:21:41,,,,,,,,,,,,,,,,,,
53,1,-0.328345466,-78.20057027,4106.41,6/18/2021,16:21:51,11:21:51,,,,,,,,,,,,,,,,,,
54,1,-0.328349322,-78.20056097,4106.41,6/18/2021,16:22:01,11:22:01,,,,,,,,,,,,,,,,,,
55,1,-0.328348149,-78.20056918,4106.41,6/18/2021,16:22:11,11:22:11,,,,,,,,,,,,,,,,,,
56,1,-0.328344209,-78.20056248,4106.41,6/18/2021,16:22:21,11:22:21,,,,,,,,,,,,,,,,,,
57,1,-0.328343622,-78.20055736,4106.89,6/18/2021,16:22:31,11:22:31,,,,,,,,,,,,,,,,,,
58,1,-0.328351837,-78.20056549,4106.89,6/18/2021,16:22:41,11:22:41,,,,,,,,,,,,,,,,,,
59,1,-0.328353429,-78.20056801,4106.89,6/18/2021,16:22:51,11:22:51,,,,,,,,,,,,,,,,,,
60,1,-0.328354267,-78.20056507,4106.89,6/18/2021,16:23:01,11:23:01,,,,,,,,,,,,,,,,,,
61,1,-0.328353513,-78.20056683,4105.93,6/18/2021,16:23:11,11:23:11,,,,,,,,,,,,,,,,,,
62,1,-0.328351753,-78.20056482,4105.93,6/18/2021,16:23:21,11:23:21,,,,,,,,,,,,,,,,,,
63,1,-0.328353764,-78.20056985,4104.97,6/18/2021,16:23:31,11:23:31,,,,,,,,,,,,,,,,,,
64,1,-0.328352591,-78.20056113,4105.93,6/18/2021,16:23:41,11:23:41,,,,,,,,,,,,,,,,,,
65,1,-0.328354603,-78.2005665,4105.93,6/18/2021,16:23:51,11:23:51,,,,,,,,,,,,,,,,,,
66,1,-0.328354016,-78.2005603,4105.93,6/18/2021,16:24:01,11:24:01,,,,,,,,,,,,,,,,,,
67,1,-0.328356782,-78.20056432,4105.45,6/18/2021,16:24:11,11:24:11,,,,,,,,,,,,,,,,,,
68,1,-0.328357201,-78.20055921,4106.41,6/18/2021,16:24:21,11:24:21,,,,,,,,,,,,,,,,,,
69,1,-0.328364829,-78.20055284,4106.41,6/18/2021,16:24:31,11:24:31,,,,,,,,,,,,,,,,,,
70,1,-0.328362733,-78.20054521,4106.41,6/18/2021,16:24:41,11:24:41,,,,,,,,,,,,,,,,,,
71,1,-0.328357453,-78.2005613,4105.93,6/18/2021,16:24:51,11:24:51,,,,,,,,,,,,,,,,,,
72,1,-0.328353178,-78.20056985,4105.93,6/18/2021,16:25:01,11:25:01,,,,,,,,,,,,,,,,,,
73,1,-0.328357536,-78.20057312,4105.93,6/18/2021,16:25:11,11:25:11,,,,,,,,,,,,,,,,,,
74,1,-0.328350663,-78.20055585,4105.93,6/18/2021,16:25:21,11:25:21,,,,,,,,,,,,,,,,,,
75,1,-0.328349825,-78.20055879,4105.93,6/18/2021,16:25:31,11:25:31,,,,,,,,,,,,,,,,,,
76,1,-0.32835586,-78.20055711,4104.49,6/18/2021,16:25:41,11:25:41,,,,,,,,,,,,,,,,,,
77,1,-0.328352256,-78.20057069,4104.01,6/18/2021,16:25:51,11:25:51,,,,,,,,,,,,,,,,,,
78,1,-0.328350579,-78.20056382,4104.49,6/18/2021,16:26:01,11:26:01,,,,,,,,,,,,,,,,,,
79,1,-0.328351501,-78.20056491,4105.93,6/18/2021,16:26:11,11:26:11,,,,,,,,,,,,,,,,,,
80,1,-0.328354686,-78.20056633,4107.37,6/18/2021,16:26:21,11:26:21,,,,,,,,,,,,,,,,,,
81,1,-0.328352423,-78.20056952,4107.85,6/18/2021,16:26:31,11:26:31,,,,,,,,,,,,,,,,,,
82,1,-0.328355692,-78.20056952,4107.85,6/18/2021,16:26:41,11:26:41,,,,,,,,,,,,,,,,,,
83,1,-0.328350412,-78.20056222,4107.85,6/18/2021,16:26:51,11:26:51,,,,,,,,,,,,,,,,,,
84,1,-0.328351334,-78.20057455,4107.37,6/18/2021,16:27:01,11:27:01,,,,,,,,,,,,,,,,,,
85,1,-0.328354016,-78.20057396,4106.41,6/18/2021,16:27:11,11:27:11,,,,,,,,,,,,,,,,,,
86,1,-0.328350579,-78.20057513,4105.93,6/18/2021,16:27:21,11:27:21,,,,,,,,,,,,,,,,,,
87,1,-0.328358458,-78.20058284,4106.89,6/18/2021,16:27:31,11:27:31,,,,,,,,,,,,,,,,,,
88,1,-0.328364158,-78.20058418,4107.37,6/18/2021,16:27:41,11:27:41,,,,,,,,,,,,,,,,,,
89,1,-0.32835938,-78.20057262,4106.89,6/18/2021,16:27:51,11:27:51,,,,,,,,,,,,,,,,,,
90,1,-0.328356614,-78.20057337,4107.37,6/18/2021,16:28:01,11:28:01,,,,,,,,,,,,,,,,,,
91,1,-0.328357704,-78.20056382,4107.37,6/18/2021,16:28:11,11:28:11,,,,,,,,,,,,,,,,,,
92,1,-0.328353094,-78.20056013,4106.89,6/18/2021,16:28:21,11:28:21,,,,,,,,,,,,,,,,,,
93,1,-0.328353429,-78.20056876,4106.89,6/18/2021,16:28:31,11:28:31,,,,,,,,,,,,,,,,,,
94,1,-0.328347981,-78.20057983,4106.41,6/18/2021,16:28:41,11:28:41,,,,,,,,,,,,,,,,,,
95,1,-0.328345802,-78.20059131,4106.89,6/18/2021,16:28:51,11:28:51,,,,,,,,,,,,,,,,,,
96,1,-0.328338929,-78.20058988,4107.85,6/18/2021,16:29:01,11:29:01,,,,,,,,,,,,,,,,,,
97,1,-0.328342617,-78.20058821,4107.85,6/18/2021,16:29:11,11:29:11,,,,,,,,,,,,,,,,,,
98,1,-0.328343622,-78.20059089,4108.33,6/18/2021,16:29:21,11:29:21,,,,,,,,,,,,,,,,,,
99,1,-0.328344293,-78.2005929,4107.85,6/18/2021,16:29:31,11:29:31,,,,,,,,,,,,,,,,,,
100,1,-0.328350496,-78.20056658,4107.85,6/18/2021,16:29:41,11:29:41,,,,,,,,,,,,,,,,,,
101,1,-0.328357369,-78.20056432,4107.37,6/18/2021,16:29:51,11:29:51,,,,,,,,,,,,,,,,,,
102,1,-0.328356698,-78.20057195,4105.93,6/18/2021,16:30:01,11:30:01,,,,,,,,,,,,,,,,,,
103,1,-0.328362482,-78.20057287,4105.45,6/18/2021,16:30:11,11:30:11,,,,,,,,,,,,,,,,,,
104,1,-0.328362733,-78.20056809,4105.45,6/18/2021,16:30:21,11:30:21,,,,,,,,,,,,,,,,,,
105,1,-0.328352759,-78.20057102,4105.93,6/18/2021,16:30:31,11:30:31,,,,,,,,,,,,,,,,,,
106,1,-0.328348652,-78.2005722,4105.93,6/18/2021,16:30:41,11:30:41,,,,,,,,,,,,,,,,,,
107,1,-0.328349238,-78.20057916,4105.45,6/18/2021,16:30:51,11:30:51,,,,,,,,,,,,,,,,,,
108,1,-0.328352423,-78.2005717,4105.45,6/18/2021,16:31:01,11:31:01,,,,,,,,,,,,,,,,,,
109,1,-0.328348903,-78.20055384,4105.45,6/18/2021,16:31:11,11:31:11,,,,,,,,,,,,,,,,,,
110,1,-0.328340773,-78.20056038,4104.49,6/18/2021,16:31:21,11:31:21,,,,,,,,,,,,,,,,,,
111,1,-0.328344712,-78.20056826,4104.49,6/18/2021,16:31:31,11:31:31,,,,,,,,,,,,,,,,,,
112,1,-0.328357704,-78.20058988,4104.01,6/18/2021,16:31:41,11:31:41,,,,,,,,,,,,,,,,,,
113,1,-0.328365332,-78.20061344,4103.04,6/18/2021,16:31:51,11:31:51,,,,,,,,,,,,,,,,,,
114,1,-0.328371534,-78.20057916,4102.56,6/18/2021,16:32:01,11:32:01,,,,,,,,,,,,,,,,,,
115,1,-0.328361224,-78.20057714,4103.52,6/18/2021,16:32:11,11:32:11,,,,,,,,,,,,,,,,,,
116,1,-0.328345215,-78.20058175,4103.04,6/18/2021,16:32:21,11:32:21,,,,,,,,,,,,,,,,,,
117,1,-0.328345466,-78.20057882,4103.52,6/18/2021,16:32:31,11:32:31,,,,,,,,,,,,,,,,,,
118,1,-0.32835234,-78.20057631,4104.01,6/18/2021,16:32:41,11:32:41,,,,,,,,,,,,,,,,,,
119,1,-0.32835938,-78.20058527,4104.01,6/18/2021,16:32:51,11:32:51,,,,,,,,,,,,,,,,,,
120,1,-0.328355609,-78.20059181,4105.45,6/18/2021,16:33:01,11:33:01,,,,,,,,,,,,,,,,,,
121,1,-0.328361895,-78.2005836,4106.89,6/18/2021,16:33:11,11:33:11,,,,,,,,,,,,,,,,,,
122,1,-0.328355692,-78.200596,4106.41,6/18/2021,16:33:21,11:33:21,,,,,,,,,,,,,,,,,,
123,1,-0.328359632,-78.20059885,4106.89,6/18/2021,16:33:31,11:33:31,,,,,,,,,,,,,,,,,,
124,1,-0.328352088,-78.20060153,4106.89,6/18/2021,16:33:41,11:33:41,,,,,,,,,,,,,,,,,,
125,1,-0.328353932,-78.20060296,4106.89,6/18/2021,16:33:51,11:33:51,,,,,,,,,,,,,,,,,,
126,1,-0.328353681,-78.20060112,4106.41,6/18/2021,16:34:01,11:34:01,,,,,,,,,,,,,,,,,,
127,1,-0.328352507,-78.2006038,4106.41,6/18/2021,16:34:11,11:34:11,,,,,,,,,,,,,,,,,,
128,1,-0.328357704,-78.20059416,4106.89,6/18/2021,16:34:21,11:34:21,,,,,,,,,,,,,,,,,,
129,1,-0.328365248,-78.20059114,4105.93,6/18/2021,16:34:31,11:34:31,,,,,,,,,,,,,,,,,,
130,1,-0.328358207,-78.2005841,4105.93,6/18/2021,16:34:41,11:34:41,,,,,,,,,,,,,,,,,,
131,1,-0.328347897,-78.20057748,4105.45,6/18/2021,16:34:51,11:34:51,,,,,,,,,,,,,,,,,,
132,1,-0.328350412,-78.20057631,4105.93,6/18/2021,16:35:01,11:35:01,,,,,,,,,,,,,,,,,,
133,1,-0.328338761,-78.20057589,4104.97,6/18/2021,16:35:11,11:35:11,,,,,,,,,,,,,,,,,,
134,1,-0.328350076,-78.20058385,4104.49,6/18/2021,16:35:21,11:35:21,,,,,,,,,,,,,,,,,,
135,1,-0.328347394,-78.20058494,4104.97,6/18/2021,16:35:31,11:35:31,,,,,,,,,,,,,,,,,,
136,1,-0.328323254,-78.20060279,4104.97,6/18/2021,16:35:41,11:35:41,,,,,,,,,,,,,,,,,,
137,1,-0.328314202,-78.20057714,4104.01,6/18/2021,16:35:51,11:35:51,,,,,,,,,,,,,,,,,,
138,1,-0.328317471,-78.20058251,4103.52,6/18/2021,16:36:01,11:36:01,,,,,,,,,,,,,,,,,,
139,1,-0.32834488,-78.20058678,4105.45,6/18/2021,16:36:11,11:36:11,,,,,,,,,,,,,,,,,,
140,1,-0.328344041,-78.2005727,4106.89,6/18/2021,16:36:21,11:36:21,,,,,,,,,,,,,,,,,,
141,1,-0.328327361,-78.2005639,4107.85,6/18/2021,16:36:31,11:36:31,,,,,,,,,,,,,,,,,,
142,1,-0.328325685,-78.20056759,4107.85,6/18/2021,16:36:41,11:36:41,,,,,,,,,,,,,,,,,,
143,1,-0.3283168,-78.20057186,4108.81,6/18/2021,16:36:51,11:36:51,,,,,,,,,,,,,,,,,,
144,1,-0.328298947,-78.2005639,4109.77,6/18/2021,16:37:01,11:37:01,,,,,,,,,,,,,,,,,,
145,1,-0.328316968,-78.20059449,4107.37,6/18/2021,16:37:11,11:37:11,,,,,,,,,,,,,,,,,,
146,1,-0.328340856,-78.2005836,4105.45,6/18/2021,16:37:21,11:37:21,,,,,,,,,,,,,,,,,,
147,1,-0.328345634,-78.20056918,4106.41,6/18/2021,16:37:31,11:37:31,,,,,,,,,,,,,,,,,,
148,1,-0.328347227,-78.20058083,4104.01,6/18/2021,16:37:41,11:37:41,,,,,,,,,,,,,,,,,,
149,1,-0.328354938,-78.20058117,4105.45,6/18/2021,16:37:51,11:37:51,,,,,,,,,,,,,,,,,,
150,1,-0.328352172,-78.20057731,4106.41,6/18/2021,16:38:01,11:38:01,,,,,,,,,,,,,,,,,,
151,1,-0.328353597,-78.20058184,4106.41,6/18/2021,16:38:11,11:38:11,,,,,,,,,,,,,,,,,,
152,1,-0.328363823,-78.20057714,4106.41,6/18/2021,16:38:21,11:38:21,,,,,,,,,,,,,,,,,,
153,1,-0.328363152,-78.20058754,4105.93,6/18/2021,16:38:31,11:38:31,,,,,,,,,,,,,,,,,,
154,1,-0.328358626,-78.20059123,4106.41,6/18/2021,16:38:41,11:38:41,,,,,,,,,,,,,,,,,,
155,1,-0.328394333,-78.2006245,4105.45,6/18/2021,16:38:51,11:38:51,,,,,,,,,,,,,,,,,,
156,1,-0.328455269,-78.20063976,4104.97,6/18/2021,16:39:01,11:39:01,,,,,,,,,,,,,,,,,,
157,1,-0.328510674,-78.20064219,4104.49,6/18/2021,16:39:11,11:39:11,,,,,,,,,,,,,,,,,,
158,1,-0.328572281,-78.20062618,4104.01,6/18/2021,16:39:21,11:39:21,,,,,,,,,,,,,,,,,,
159,1,-0.328582171,-78.20061252,4103.52,6/18/2021,16:39:31,11:39:31,,,,,,,,,,,,,,,,,,
160,1,-0.328567922,-78.20059986,4103.04,6/18/2021,16:39:41,11:39:41,,,,,,,,,,,,,,,,,,
161,1,-0.328571778,-78.20059944,4103.04,6/18/2021,16:39:51,11:39:51,,,,,,,,,,,,,,,,,,
162,1,-0.328572281,-78.20060589,4103.52,6/18/2021,16:40:01,11:40:01,,,,,,,,,,,,,,,,,,
163,1,-0.328562725,-78.20060665,4104.01,6/18/2021,16:40:11,11:40:11,,,,,,,,,,,,,,,,,,
164,1,-0.328560797,-78.20058536,4104.49,6/18/2021,16:40:21,11:40:21,,,,,,,,,,,,,,,,,,
165,1,-0.328566246,-78.20059131,4104.49,6/18/2021,16:40:31,11:40:31,,,,,,,,,,,,,,,,,,
166,1,-0.328561887,-78.20061092,4105.45,6/18/2021,16:40:41,11:40:41,,,,,,,,,,,,,,,,,,
167,1,-0.328561217,-78.2005898,4104.49,6/18/2021,16:40:51,11:40:51,,,,,,,,,,,,,,,,,,
168,1,-0.328569515,-78.20058636,4103.04,6/18/2021,16:41:01,11:41:01,,,,,,,,,,,,,,,,,,
169,1,-0.328575382,-78.20061444,4103.52,6/18/2021,16:41:11,11:41:11,,,,,,,,,,,,,,,,,,
170,1,-0.328575131,-78.20062484,4104.01,6/18/2021,16:41:21,11:41:21,,,,,,,,,,,,,,,,,,
171,1,-0.328589631,-78.20061277,4104.97,6/18/2021,16:41:31,11:41:31,,,,,,,,,,,,,,,,,,
172,1,-0.328595499,-78.20062165,4105.93,6/18/2021,16:41:41,11:41:41,,,,,,,,,,,,,,,,,,
173,1,-0.328588542,-78.20062433,4106.41,6/18/2021,16:41:51,11:41:51,,,,,,,,,,,,,,,,,,
174,1,-0.32858259,-78.20061,4106.41,6/18/2021,16:42:01,11:42:01,,,,,,,,,,,,,,,,,,
175,1,-0.328584518,-78.20059357,4105.93,6/18/2021,16:42:11,11:42:11,,,,,,,,,,,,,,,,,,
176,1,-0.328581417,-78.20061268,4104.97,6/18/2021,16:42:21,11:42:21,,,,,,,,,,,,,,,,,,
177,1,-0.328572281,-78.20059408,4105.45,6/18/2021,16:42:31,11:42:31,,,,,,,,,,,,,,,,,,
178,1,-0.328551158,-78.20058343,4107.85,6/18/2021,16:42:41,11:42:41,,,,,,,,,,,,,,,,,,
179,1,-0.328550655,-78.20057622,4108.33,6/18/2021,16:42:51,11:42:51,,,,,,,,,,,,,,,,,,
180,1,-0.328551913,-78.20056591,4108.33,6/18/2021,16:43:01,11:43:01,,,,,,,,,,,,,,,,,,
181,1,-0.328550907,-78.20057429,4107.85,6/18/2021,16:43:11,11:43:11,,,,,,,,,,,,,,,,,,
182,1,-0.328555768,-78.20060346,4106.41,6/18/2021,16:43:21,11:43:21,,,,,,,,,,,,,,,,,,
183,1,-0.328565072,-78.20060338,4104.97,6/18/2021,16:43:31,11:43:31,,,,,,,,,,,,,,,,,,
184,1,-0.32856063,-78.20059391,4105.93,6/18/2021,16:43:41,11:43:41,,,,,,,,,,,,,,,,,,
185,1,-0.32855954,-78.20058368,4105.45,6/18/2021,16:43:51,11:43:51,,,,,,,,,,,,,,,,,,
186,1,-0.328579489,-78.20059651,4106.41,6/18/2021,16:44:01,11:44:01,,,,,,,,,,,,,,,,,,
187,1,-0.328578735,-78.20059097,4106.41,6/18/2021,16:44:11,11:44:11,,,,,,,,,,,,,,,,,,
188,1,-0.328569515,-78.20059282,4106.41,6/18/2021,16:44:21,11:44:21,,,,,,,,,,,,,,,,,,
189,1,-0.32857555,-78.20058804,4106.41,6/18/2021,16:44:31,11:44:31,,,,,,,,,,,,,,,,,,
190,1,-0.328578316,-78.20058879,4106.41,6/18/2021,16:44:41,11:44:41,,,,,,,,,,,,,,,,,,
191,1,-0.328584267,-78.20060145,4106.89,6/18/2021,16:44:51,11:44:51,,,,,,,,,,,,,,,,,,
192,1,-0.328587787,-78.20058846,4107.85,6/18/2021,16:45:01,11:45:01,,,,,,,,,,,,,,,,,,
193,1,-0.328579992,-78.20059894,4106.89,6/18/2021,16:45:11,11:45:11,,,,,,,,,,,,,,,,,,
194,1,-0.328570437,-78.20058251,4107.85,6/18/2021,16:45:21,11:45:21,,,,,,,,,,,,,,,,,,
195,1,-0.328571778,-78.20058754,4109.77,6/18/2021,16:45:31,11:45:31,,,,,,,,,,,,,,,,,,
196,1,-0.328584434,-78.20058611,4111.22,6/18/2021,16:45:41,11:45:41,,,,,,,,,,,,,,,,,,
197,1,-0.328590889,-78.20059273,4113.62,6/18/2021,16:45:51,11:45:51,,,,,,,,,,,,,,,,,,
198,1,-0.328590889,-78.20059039,4114.58,6/18/2021,16:46:01,11:46:01,,,,,,,,,,,,,,,,,,
199,1,-0.328592816,-78.20058075,4115.54,6/18/2021,16:46:11,11:46:11,,,,,,,,,,,,,,,,,,
200,1,-0.328589967,-78.20056424,4115.06,6/18/2021,16:46:21,11:46:21,,,,,,,,,,,,,,,,,,
201,1,-0.328581082,-78.20056843,4114.1,6/18/2021,16:46:31,11:46:31,,,,,,,,,,,,,,,,,,
202,1,-0.328580663,-78.20058745,4111.22,6/18/2021,16:46:41,11:46:41,,,,,,,,,,,,,,,,,,
