Date,Time,ms,LEVEL,TEMPERATURE,Baro,Corrected WL,Q
6/11/2021,1:30:00 AM,0,63.9246,9.103,,,
6/11/2021,1:45:00 AM,0,63.9355,9.082,,,
6/11/2021,2:00:00 AM,0,63.9491,9.06,,,
6/11/2021,2:15:00 AM,0,63.9477,9.043,,,
6/11/2021,2:30:00 AM,0,63.9428,9.03,,,
6/11/2021,2:45:00 AM,0,63.9256,9.017,,,
6/11/2021,3:00:00 AM,0,63.9169,9.005,,,
6/11/2021,3:15:00 AM,0,63.8958,8.992,,,
6/11/2021,3:30:00 AM,0,63.8697,8.973,,,
6/11/2021,3:45:00 AM,0,63.8428,8.951,,,
6/11/2021,4:00:00 AM,0,63.8339,8.926,,,
6/11/2021,4:15:00 AM,0,63.8444,8.906,,,
6/11/2021,4:30:00 AM,0,63.8495,8.889,,,
6/11/2021,4:45:00 AM,0,63.8417,8.876,,,
6/11/2021,5:00:00 AM,0,63.8484,8.864,,,
6/11/2021,5:15:00 AM,0,63.8446,8.85,,,
6/11/2021,5:30:00 AM,0,63.8345,8.837,,,
6/11/2021,5:45:00 AM,0,63.8313,8.821,,,
6/11/2021,6:00:00 AM,0,63.8385,8.803,,,
6/11/2021,6:15:00 AM,0,63.8407,8.784,,,
6/11/2021,6:30:00 AM,0,63.8504,8.763,,,
6/11/2021,6:45:00 AM,0,63.8769,8.74,,,
6/11/2021,7:00:00 AM,0,63.8868,8.716,,,
6/11/2021,7:15:00 AM,0,63.895,8.695,,,
6/11/2021,7:30:00 AM,0,63.9036,8.679,,,
6/11/2021,7:45:00 AM,0,63.9347,8.679,,,
6/11/2021,8:00:00 AM,0,63.9476,8.688,,,
6/11/2021,8:15:00 AM,0,63.9461,8.696,,,
6/11/2021,8:30:00 AM,0,63.9683,8.706,,,
6/11/2021,8:45:00 AM,0,63.9575,8.712,,,
6/11/2021,9:00:00 AM,0,63.9355,8.717,,,
6/11/2021,9:15:00 AM,0,63.9598,8.722,,,
6/11/2021,9:30:00 AM,0,63.9786,8.72,,,
6/11/2021,9:45:00 AM,0,64.0074,8.713,,,
6/11/2021,10:00:00 AM,0,64.0096,8.705,,,
6/11/2021,10:15:00 AM,0,62.4884,8.907,,,
6/11/2021,10:30:00 AM,0,64.0381,8.813,,,
6/11/2021,10:45:00 AM,0,64.0282,8.751,62.5984,1.4298,
6/11/2021,11:00:00 AM,0,63.9921,8.774,62.5464,1.4457,
6/11/2021,11:15:00 AM,0,64.0025,8.807,62.5531,1.4494,
6/11/2021,11:30:00 AM,0,64.0041,8.865,62.5587,1.4454,
6/11/2021,11:45:00 AM,0,63.9867,8.933,62.5293,1.4574,
6/11/2021,12:00:00 PM,0,63.9932,8.977,62.5381,1.4551,
6/11/2021,12:15:00 PM,0,63.9846,9.006,62.5267,1.4579,
6/11/2021,12:30:00 PM,0,63.9753,9.04,62.5208,1.4545,
6/11/2021,12:45:00 PM,0,63.9787,9.073,62.5238,1.4549,
6/11/2021,1:00:00 PM,0,63.9737,9.101,62.517,1.4567,
6/11/2021,1:15:00 PM,0,63.9679,9.109,62.5134,1.4545,
6/11/2021,1:30:00 PM,0,63.9503,9.107,62.5,1.4503,
6/11/2021,1:45:00 PM,0,63.9432,9.12,62.4853,1.4579,
6/11/2021,2:00:00 PM,0,63.928,9.13,62.4727,1.4553,
6/11/2021,2:15:00 PM,0,63.9174,9.135,62.4573,1.4601,
6/11/2021,2:30:00 PM,0,63.9135,9.161,62.4556,1.4579,
6/11/2021,2:45:00 PM,0,63.8969,9.203,62.4388,1.4581,
6/11/2021,3:00:00 PM,0,63.8828,9.248,62.4258,1.457,
6/11/2021,3:15:00 PM,0,63.8678,9.292,62.405,1.4628,
6/11/2021,3:30:00 PM,0,63.8619,9.331,62.3947,1.4672,
6/11/2021,3:45:00 PM,0,63.8646,9.372,62.4043,1.4603,
6/11/2021,4:00:00 PM,0,63.8731,9.391,62.4104,1.4627,
6/11/2021,4:15:00 PM,0,63.8757,9.376,62.4129,1.4628,
6/11/2021,4:30:00 PM,0,63.8812,9.342,62.4201,1.4611,
6/11/2021,4:45:00 PM,0,63.8752,9.294,62.4161,1.4591,
6/11/2021,5:00:00 PM,0,63.8803,9.244,62.4278,1.4525,
6/11/2021,5:15:00 PM,0,63.8904,9.199,62.4383,1.4521,
6/11/2021,5:30:00 PM,0,63.8869,9.157,62.4348,1.4521,
6/11/2021,5:45:00 PM,0,63.8895,9.115,62.4387,1.4508,
6/11/2021,6:00:00 PM,0,63.8902,9.069,62.441,1.4492,
6/11/2021,6:15:00 PM,0,63.8916,9.024,62.4388,1.4528,
6/11/2021,6:30:00 PM,0,63.8936,8.983,62.4428,1.4508,
6/11/2021,6:45:00 PM,0,63.9259,8.95,62.4773,1.4486,
6/11/2021,7:00:00 PM,0,63.9462,8.921,62.5051,1.4411,
6/11/2021,7:15:00 PM,0,63.9593,8.899,62.5146,1.4447,
6/11/2021,7:30:00 PM,0,63.9576,8.883,62.515,1.4426,
6/11/2021,7:45:00 PM,0,63.9772,8.865,62.534,1.4432,
6/11/2021,8:00:00 PM,0,63.9942,8.852,62.552,1.4422,
6/11/2021,8:15:00 PM,0,63.9928,8.842,62.5505,1.4423,
6/11/2021,8:30:00 PM,0,64.0012,8.834,62.5637,1.4375,
6/11/2021,8:45:00 PM,0,64.0205,8.825,62.5777,1.4428,
6/11/2021,9:00:00 PM,0,64.0235,8.812,62.5837,1.4398,
6/11/2021,9:15:00 PM,0,64.0264,8.802,62.5831,1.4433,
6/11/2021,9:30:00 PM,0,64.0187,8.789,62.5802,1.4385,
6/11/2021,9:45:00 PM,0,64.0254,8.774,62.5838,1.4416,
6/11/2021,10:00:00 PM,0,64.029,8.756,62.5912,1.4378,
6/11/2021,10:15:00 PM,0,64.0417,8.74,62.6004,1.4413,
6/11/2021,10:30:00 PM,0,64.0473,8.724,62.6113,1.436,
6/11/2021,10:45:00 PM,0,64.0501,8.711,62.6107,1.4394,
6/11/2021,11:00:00 PM,0,64.0406,8.698,62.6028,1.4378,
6/11/2021,11:15:00 PM,0,64.0324,8.685,62.5949,1.4375,
6/11/2021,11:30:00 PM,0,64.0295,8.667,62.5939,1.4356,
6/11/2021,11:45:00 PM,0,64.0201,8.643,62.5826,1.4375,
6/12/2021,12:00:00 AM,0,64.0071,8.618,62.5609,1.4462,
6/12/2021,12:15:00 AM,0,63.9913,8.589,62.5581,1.4332,
6/12/2021,12:30:00 AM,0,63.9876,8.562,62.5514,1.4362,
6/12/2021,12:45:00 AM,0,63.9801,8.542,62.5434,1.4367,
6/12/2021,1:00:00 AM,0,63.9628,8.53,62.5263,1.4365,
6/12/2021,1:15:00 AM,0,63.9427,8.522,62.5041,1.4386,
6/12/2021,1:30:00 AM,0,63.9357,8.515,62.4936,1.4421,
6/12/2021,1:45:00 AM,0,63.9219,8.507,62.4769,1.445,
6/12/2021,2:00:00 AM,0,63.9084,8.5,62.4609,1.4475,
6/12/2021,2:15:00 AM,0,63.8992,8.492,62.4566,1.4426,
6/12/2021,2:30:00 AM,0,63.8848,8.481,62.4474,1.4374,
6/12/2021,2:45:00 AM,0,63.8728,8.47,62.4365,1.4363,
6/12/2021,3:00:00 AM,0,63.8705,8.457,62.4285,1.442,
6/12/2021,3:15:00 AM,0,63.8642,8.446,62.428,1.4362,
6/12/2021,3:30:00 AM,0,63.863,8.438,62.4245,1.4385,
6/12/2021,3:45:00 AM,0,63.8505,8.429,62.4166,1.4339,
6/12/2021,4:00:00 AM,0,63.8375,8.423,62.4042,1.4333,
6/12/2021,4:15:00 AM,0,63.8363,8.415,62.4026,1.4337,
6/12/2021,4:30:00 AM,0,63.8323,8.407,62.3966,1.4357,
6/12/2021,4:45:00 AM,0,63.8297,8.399,62.3923,1.4374,
6/12/2021,5:00:00 AM,0,63.839,8.388,62.4044,1.4346,
6/12/2021,5:15:00 AM,0,63.8391,8.372,62.4025,1.4366,
6/12/2021,5:30:00 AM,0,63.8488,8.354,62.4146,1.4342,
6/12/2021,5:45:00 AM,0,63.8647,8.338,62.4308,1.4339,
6/12/2021,6:00:00 AM,0,63.8568,8.322,62.423,1.4338,
6/12/2021,6:15:00 AM,0,63.868,8.306,62.4363,1.4317,
6/12/2021,6:30:00 AM,0,63.8892,8.291,62.456,1.4332,
6/12/2021,6:45:00 AM,0,63.9062,8.28,62.4766,1.4296,
6/12/2021,7:00:00 AM,0,63.9252,8.27,62.4912,1.434,
6/12/2021,7:15:00 AM,0,63.9347,8.262,62.5039,1.4308,
6/12/2021,7:30:00 AM,0,63.9478,8.256,62.5155,1.4323,
6/12/2021,7:45:00 AM,0,63.9571,8.256,62.5264,1.4307,
6/12/2021,8:00:00 AM,0,63.9599,8.261,62.5277,1.4322,
6/12/2021,8:15:00 AM,0,63.9775,8.268,62.5452,1.4323,
6/12/2021,8:30:00 AM,0,63.9818,8.276,62.547,1.4348,
6/12/2021,8:45:00 AM,0,63.9864,8.283,62.5555,1.4309,
6/12/2021,9:00:00 AM,0,63.9884,8.295,62.5603,1.4281,
6/12/2021,9:15:00 AM,0,63.9959,8.311,62.5608,1.4351,
6/12/2021,9:30:00 AM,0,64.0018,8.337,62.5747,1.4271,
6/12/2021,9:45:00 AM,0,64.002,8.369,62.5766,1.4254,
6/12/2021,10:00:00 AM,0,64.0136,8.406,62.5821,1.4315,
6/12/2021,10:15:00 AM,0,64.0113,8.444,62.5746,1.4367,
6/12/2021,10:30:00 AM,0,64.0111,8.478,62.5774,1.4337,
6/12/2021,10:45:00 AM,0,64.0127,8.504,62.5807,1.432,
6/12/2021,11:00:00 AM,0,64.0075,8.521,62.5726,1.4349,
6/12/2021,11:15:00 AM,0,63.9922,8.532,62.5606,1.4316,
6/12/2021,11:30:00 AM,0,63.9923,8.545,62.5602,1.4321,
6/12/2021,11:45:00 AM,0,63.988,8.561,62.5581,1.4299,
6/12/2021,12:00:00 PM,0,63.9909,8.578,62.5542,1.4367,
6/12/2021,12:15:00 PM,0,63.9802,8.598,62.543,1.4372,
6/12/2021,12:30:00 PM,0,63.9669,8.624,62.5358,1.4311,
6/12/2021,12:45:00 PM,0,63.9641,8.651,62.5306,1.4335,
6/12/2021,1:00:00 PM,0,63.9494,8.669,62.5116,1.4378,
6/12/2021,1:15:00 PM,0,63.9247,8.685,62.4888,1.4359,
6/12/2021,1:30:00 PM,0,63.9128,8.71,62.476,1.4368,
6/12/2021,1:45:00 PM,0,63.8947,8.753,62.4562,1.4385,
6/12/2021,2:00:00 PM,0,63.8904,8.806,62.4467,1.4437,
6/12/2021,2:15:00 PM,0,63.8841,8.852,62.4427,1.4414,
6/12/2021,2:30:00 PM,0,63.8612,8.896,62.4176,1.4436,
6/12/2021,2:45:00 PM,0,63.8519,8.947,62.4077,1.4442,
6/12/2021,3:00:00 PM,0,63.8357,9.006,62.3881,1.4476,
6/12/2021,3:15:00 PM,0,63.8227,9.069,62.3724,1.4503,
6/12/2021,3:30:00 PM,0,63.8265,9.129,62.373,1.4535,
6/12/2021,3:45:00 PM,0,63.8244,9.167,62.3682,1.4562,
6/12/2021,4:00:00 PM,0,63.8062,9.171,62.3532,1.453,
6/12/2021,4:15:00 PM,0,63.8065,9.173,62.3547,1.4518,
6/12/2021,4:30:00 PM,0,63.8071,9.165,62.3556,1.4515,
6/12/2021,4:45:00 PM,0,63.8145,9.16,62.3625,1.452,
6/12/2021,5:00:00 PM,0,63.8261,9.156,62.378,1.4481,
6/12/2021,5:15:00 PM,0,63.8366,9.147,62.3926,1.444,
6/12/2021,5:30:00 PM,0,63.8468,9.131,62.4048,1.442,
6/12/2021,5:45:00 PM,0,63.8543,9.101,62.4106,1.4437,
6/12/2021,6:00:00 PM,0,63.8577,9.055,62.411,1.4467,
6/12/2021,6:15:00 PM,0,63.8465,9.001,62.4056,1.4409,
6/12/2021,6:30:00 PM,0,63.8665,8.956,62.428,1.4385,
6/12/2021,6:45:00 PM,0,63.8867,8.912,62.4488,1.4379,
6/12/2021,7:00:00 PM,0,63.8835,8.879,62.4453,1.4382,
6/12/2021,7:15:00 PM,0,63.8842,8.846,62.4499,1.4343,
6/12/2021,7:30:00 PM,0,63.8849,8.817,62.4544,1.4305,
6/12/2021,7:45:00 PM,0,63.9033,8.788,62.4712,1.4321,
6/12/2021,8:00:00 PM,0,63.9129,8.766,62.4771,1.4358,
6/12/2021,8:15:00 PM,0,63.9192,8.744,62.4871,1.4321,
6/12/2021,8:30:00 PM,0,63.9327,8.728,62.5012,1.4315,
6/12/2021,8:45:00 PM,0,63.9471,8.716,62.5172,1.4299,
6/12/2021,9:00:00 PM,0,63.9486,8.704,62.5196,1.429,
6/12/2021,9:15:00 PM,0,63.9679,8.693,62.5372,1.4307,
6/12/2021,9:30:00 PM,0,63.9658,8.685,62.5349,1.4309,
6/12/2021,9:45:00 PM,0,63.9656,8.677,62.5343,1.4313,
6/12/2021,10:00:00 PM,0,63.9566,8.669,62.523,1.4336,
6/12/2021,10:15:00 PM,0,63.9658,8.663,62.5325,1.4333,
6/12/2021,10:30:00 PM,0,63.9788,8.654,62.5493,1.4295,
6/12/2021,10:45:00 PM,0,63.9685,8.643,62.5422,1.4263,
6/12/2021,11:00:00 PM,0,63.9813,8.634,62.5509,1.4304,
6/12/2021,11:15:00 PM,0,63.9905,8.626,62.5639,1.4266,
6/12/2021,11:30:00 PM,0,64.0008,8.619,62.57,1.4308,
6/12/2021,11:45:00 PM,0,63.9864,8.613,62.5561,1.4303,
6/13/2021,12:00:00 AM,0,63.9765,8.603,62.5459,1.4306,
6/13/2021,12:15:00 AM,0,63.9659,8.593,62.5368,1.4291,
6/13/2021,12:30:00 AM,0,63.9637,8.584,62.5237,1.44,
6/13/2021,12:45:00 AM,0,63.963,8.572,62.5146,1.4484,
6/13/2021,1:00:00 AM,0,63.9576,8.558,62.5047,1.4529,
6/13/2021,1:15:00 AM,0,63.952,8.538,62.4988,1.4532,
6/13/2021,1:30:00 AM,0,63.9447,8.521,62.4894,1.4553,
6/13/2021,1:45:00 AM,0,63.9475,8.503,62.4859,1.4616,
6/13/2021,2:00:00 AM,0,63.9493,8.484,62.4757,1.4736,
6/13/2021,2:15:00 AM,0,63.9401,8.464,62.4632,1.4769,
6/13/2021,2:30:00 AM,0,63.9389,8.442,62.4574,1.4815,
6/13/2021,2:45:00 AM,0,63.9503,8.395,62.4547,1.4956,
6/13/2021,3:00:00 AM,0,63.9511,8.347,62.4516,1.4995,
6/13/2021,3:15:00 AM,0,63.9651,8.28,62.4544,1.5107,
6/13/2021,3:30:00 AM,0,63.9666,8.216,62.4465,1.5201,
6/13/2021,3:45:00 AM,0,63.975,8.143,62.443,1.532,
6/13/2021,4:00:00 AM,0,63.9844,8.012,62.4421,1.5423,
6/13/2021,4:15:00 AM,0,63.9958,7.836,62.4464,1.5494,
6/13/2021,4:30:00 AM,0,64.0156,7.679,62.4555,1.5601,
6/13/2021,4:45:00 AM,0,64.0294,7.501,62.4565,1.5729,
6/13/2021,5:00:00 AM,0,64.0445,7.379,62.4561,1.5884,
6/13/2021,5:15:00 AM,0,64.0595,7.202,62.4596,1.5999,
6/13/2021,5:30:00 AM,0,64.0741,7.1,62.4619,1.6122,
6/13/2021,5:45:00 AM,0,64.1038,7,62.4763,1.6275,
6/13/2021,6:00:00 AM,0,64.1167,6.933,62.4823,1.6344,
6/13/2021,6:15:00 AM,0,64.1246,6.869,62.4866,1.638,
6/13/2021,6:30:00 AM,0,64.1363,6.835,62.4914,1.6449,
6/13/2021,6:45:00 AM,0,64.1471,6.803,62.4947,1.6524,
6/13/2021,7:00:00 AM,0,64.1651,6.78,62.5094,1.6557,
6/13/2021,7:15:00 AM,0,64.1756,6.767,62.5145,1.6611,
6/13/2021,7:30:00 AM,0,64.1919,6.779,62.5315,1.6604,
6/13/2021,7:45:00 AM,0,64.2062,6.799,62.5437,1.6625,
6/13/2021,8:00:00 AM,0,64.2233,6.797,62.557,1.6663,
6/13/2021,8:15:00 AM,0,64.2358,6.803,62.5686,1.6672,
6/13/2021,8:30:00 AM,0,64.2438,6.814,62.567,1.6768,
6/13/2021,8:45:00 AM,0,64.2523,6.823,62.571,1.6813,
6/13/2021,9:00:00 AM,0,64.2594,6.864,62.57,1.6894,
6/13/2021,9:15:00 AM,0,64.2729,6.926,62.5815,1.6914,
6/13/2021,9:30:00 AM,0,64.2823,6.989,62.5905,1.6918,
6/13/2021,9:45:00 AM,0,64.2873,7.067,62.5962,1.6911,
6/13/2021,10:00:00 AM,0,64.2905,7.163,62.5933,1.6972,
6/13/2021,10:15:00 AM,0,64.2932,7.257,62.5973,1.6959,
6/13/2021,10:30:00 AM,0,64.301,7.342,62.6026,1.6984,
6/13/2021,10:45:00 AM,0,64.3,7.433,62.5959,1.7041,
6/13/2021,11:00:00 AM,0,64.2991,7.557,62.5886,1.7105,
6/13/2021,11:15:00 AM,0,64.3022,7.713,62.5934,1.7088,
6/13/2021,11:30:00 AM,0,64.3039,7.906,62.595,1.7089,
6/13/2021,11:45:00 AM,0,64.2925,8.064,62.5776,1.7149,
6/13/2021,12:00:00 PM,0,64.2813,8.257,62.5653,1.716,
6/13/2021,12:15:00 PM,0,64.2698,8.486,62.5535,1.7163,
6/13/2021,12:30:00 PM,0,64.2616,8.741,62.543,1.7186,
6/13/2021,12:45:00 PM,0,64.2524,9.001,62.5281,1.7243,
6/13/2021,1:00:00 PM,0,64.2489,9.346,62.5254,1.7235,
6/13/2021,1:15:00 PM,0,64.2496,9.537,62.5212,1.7284,
6/13/2021,1:30:00 PM,0,64.2308,9.761,62.5044,1.7264,
6/13/2021,1:45:00 PM,0,64.2242,9.974,62.4897,1.7345,
6/13/2021,2:00:00 PM,0,64.2195,10.124,62.4876,1.7319,
6/13/2021,2:15:00 PM,0,64.2135,10.223,62.475,1.7385,
6/13/2021,2:30:00 PM,0,64.2044,10.338,62.4702,1.7342,
6/13/2021,2:45:00 PM,0,64.1857,10.408,62.4533,1.7324,
6/13/2021,3:00:00 PM,0,64.1784,10.387,62.4476,1.7308,
6/13/2021,3:15:00 PM,0,64.1758,10.311,62.4489,1.7269,
6/13/2021,3:30:00 PM,0,64.177,10.238,62.4489,1.7281,
6/13/2021,3:45:00 PM,0,64.1687,10.168,62.4428,1.7259,
6/13/2021,4:00:00 PM,0,64.1664,10.089,62.4447,1.7217,
6/13/2021,4:15:00 PM,0,64.1665,10.01,62.4463,1.7202,
6/13/2021,4:30:00 PM,0,64.1575,9.947,62.4455,1.712,
6/13/2021,4:45:00 PM,0,64.1558,9.898,62.4427,1.7131,
6/13/2021,5:00:00 PM,0,64.1592,9.846,62.4511,1.7081,
6/13/2021,5:15:00 PM,0,64.1603,9.778,62.4524,1.7079,
6/13/2021,5:30:00 PM,0,64.1566,9.714,62.4569,1.6997,
6/13/2021,5:45:00 PM,0,64.162,9.651,62.4635,1.6985,
6/13/2021,6:00:00 PM,0,64.1664,9.588,62.4715,1.6949,
6/13/2021,6:15:00 PM,0,64.1662,9.526,62.48,1.6862,
6/13/2021,6:30:00 PM,0,64.1832,9.461,62.4916,1.6916,
6/13/2021,6:45:00 PM,0,64.1862,9.393,62.4943,1.6919,
6/13/2021,7:00:00 PM,0,64.1922,9.334,62.5063,1.6859,
6/13/2021,7:15:00 PM,0,64.1983,9.278,62.5159,1.6824,
6/13/2021,7:30:00 PM,0,64.2079,9.224,62.5283,1.6796,
6/13/2021,7:45:00 PM,0,64.2124,9.171,62.5401,1.6723,
6/13/2021,8:00:00 PM,0,64.206,9.122,62.5423,1.6637,
6/13/2021,8:15:00 PM,0,64.2233,9.078,62.5618,1.6615,
6/13/2021,8:30:00 PM,0,64.2262,9.039,62.57,1.6562,
6/13/2021,8:45:00 PM,0,64.2343,9.003,62.5852,1.6491,
6/13/2021,9:00:00 PM,0,64.2368,8.967,62.5894,1.6474,
6/13/2021,9:15:00 PM,0,64.2364,8.934,62.5927,1.6437,
6/13/2021,9:30:00 PM,0,64.2257,8.904,62.5873,1.6384,
6/13/2021,9:45:00 PM,0,64.2264,8.874,62.5919,1.6345,
6/13/2021,10:00:00 PM,0,64.224,8.845,62.5963,1.6277,
6/13/2021,10:15:00 PM,0,64.2347,8.817,62.6048,1.6299,
6/13/2021,10:30:00 PM,0,64.2397,8.786,62.5941,1.6456,
6/13/2021,10:45:00 PM,0,64.2362,8.747,62.6037,1.6325,
6/13/2021,11:00:00 PM,0,64.2387,8.707,62.6016,1.6371,
6/13/2021,11:15:00 PM,0,64.236,8.667,62.6074,1.6286,
6/13/2021,11:30:00 PM,0,64.2334,8.633,62.6075,1.6259,
6/13/2021,11:45:00 PM,0,64.2262,8.604,62.6041,1.6221,
6/14/2021,12:00:00 AM,0,64.2113,8.577,62.5908,1.6205,
6/14/2021,12:15:00 AM,0,64.1941,8.551,62.5789,1.6152,
6/14/2021,12:30:00 AM,0,64.1735,8.528,62.5631,1.6104,
6/14/2021,12:45:00 AM,0,64.1605,8.505,62.5471,1.6134,
6/14/2021,1:00:00 AM,0,64.1489,8.481,62.5416,1.6073,
6/14/2021,1:15:00 AM,0,64.135,8.458,62.5348,1.6002,
6/14/2021,1:30:00 AM,0,64.1314,8.435,62.5318,1.5996,
6/14/2021,1:45:00 AM,0,64.1149,8.414,62.5176,1.5973,
6/14/2021,2:00:00 AM,0,64.097,8.393,62.499,1.598,
6/14/2021,2:15:00 AM,0,64.0756,8.373,62.482,1.5936,
6/14/2021,2:30:00 AM,0,64.0551,8.351,62.4693,1.5858,
6/14/2021,2:45:00 AM,0,64.0452,8.331,62.4582,1.587,
6/14/2021,3:00:00 AM,0,64.0414,8.304,62.4566,1.5848,
6/14/2021,3:15:00 AM,0,64.0301,8.282,62.4484,1.5817,
6/14/2021,3:30:00 AM,0,64.0238,8.262,62.4448,1.579,
6/14/2021,3:45:00 AM,0,64.0283,8.241,62.4473,1.581,
6/14/2021,4:00:00 AM,0,64.0171,8.225,62.4404,1.5767,
6/14/2021,4:15:00 AM,0,64.0234,8.21,62.447,1.5764,
6/14/2021,4:30:00 AM,0,64.0225,8.193,62.4538,1.5687,
6/14/2021,4:45:00 AM,0,64.0173,8.176,62.4496,1.5677,
6/14/2021,5:00:00 AM,0,64.0267,8.161,62.4634,1.5633,
6/14/2021,5:15:00 AM,0,64.0353,8.145,62.4696,1.5657,
6/14/2021,5:30:00 AM,0,64.0404,8.126,62.4789,1.5615,
6/14/2021,5:45:00 AM,0,64.0454,8.106,62.4842,1.5612,
6/14/2021,6:00:00 AM,0,64.0515,8.085,62.493,1.5585,
6/14/2021,6:15:00 AM,0,64.0548,8.062,62.4995,1.5553,
6/14/2021,6:30:00 AM,0,64.058,8.042,62.5056,1.5524,
6/14/2021,6:45:00 AM,0,64.0758,8.023,62.5217,1.5541,
6/14/2021,7:00:00 AM,0,64.0761,8.004,62.5242,1.5519,
6/14/2021,7:15:00 AM,0,64.0777,7.989,62.531,1.5467,
6/14/2021,7:30:00 AM,0,64.093,7.981,62.5489,1.5441,
6/14/2021,7:45:00 AM,0,64.1122,7.983,62.5655,1.5467,
6/14/2021,8:00:00 AM,0,64.1235,7.995,62.5796,1.5439,
6/14/2021,8:15:00 AM,0,64.1316,8.012,62.5909,1.5407,
6/14/2021,8:30:00 AM,0,64.1382,8.032,62.5987,1.5395,
6/14/2021,8:45:00 AM,0,64.14,8.061,62.5953,1.5447,
6/14/2021,9:00:00 AM,0,64.1458,8.11,62.6055,1.5403,
6/14/2021,9:15:00 AM,0,64.1384,8.177,62.6009,1.5375,
6/14/2021,9:30:00 AM,0,64.1425,8.247,62.5995,1.543,
6/14/2021,9:45:00 AM,0,64.1443,8.319,62.6054,1.5389,
6/14/2021,10:00:00 AM,0,64.1481,8.392,62.606,1.5421,
